listing_id,platform,listing_date,area,listing_type,property_type,bedrooms,bathrooms,area_sqft,price_aed,price_per_sqft,is_furnished,has_parking,view,days_on_market,num_views,num_inquiries,developer,is_verified,agent_id
PF-0056739,PropertyFinder,2024-07-11,Business Bay,Rent,Apartment,2,2,4167,2010399,482.46,True,True,Pool,365,3871,137,Meraas,True,AGT-02415
PF-0056740,PropertyFinder,2024-07-31,Mirdif,Sale,Townhouse,2,2,4586,3110648,678.29,False,True,Pool,74,609,39,Nakheel,True,AGT-02262
PF-0056741,Dubizzle,2024-09-13,JLT,Sale,Villa,0,1,2717,158697,486.74,False,True,No View,199,2892,73,Other,True,AGT-03533
PF-0056742,PropertyFinder,2024-05-15,Business Bay,Rent,Apartment,4,4,5870,2213362,377.06,False,False,No View,294,3616,64,Emaar,True,AGT-00123
PF-0056743,Dubizzle,2024-08-12,Emaar Beachfront,Rent,Villa,2,2,4183,5592368,1336.93,False,False,No View,178,1859,3,Other,True,AGT-02374
PF-0056744,PropertyFinder,2024-11-02,DIFC,Rent,Apartment,2,2,1419,3527830,2486.14,False,True,Sea,356,30,6,Sobha,True,AGT-01663
PF-0056745,PropertyFinder,2024-01-16,Al Barsha,Sale,Apartment,1,1,4495,369132,684.34,False,True,Garden,37,4552,119,Nakheel,True,AGT-02772
PF-0056746,Bayut,2024-03-31,JLT,Sale,Townhouse,1,1,2976,1230372,413.43,False,True,City,295,1944,143,Emaar,True,AGT-03996
PF-0056747,PropertyFinder,2024-10-30,Town Square,Rent,Apartment,3,3,1176,1661411,1412.76,True,False,No View,97,3886,99,DAMAC,False,AGT-02468
PF-0056748,PropertyFinder,2024-05-20,Arabian Ranches,Sale,Apartment,3,3,664,703005,8822.86,False,False,Sea,62,2473,42,Nakheel,True,AGT-00922
PF-0056749,Bayut,2024-10-19,JLT,Sale,Apartment,1,1,2670,892257,334.18,True,True,City,178,3955,19,Nakheel,False,AGT-04900
PF-0056750,PropertyFinder,2024-02-09,Palm Jumeirah,Sale,Apartment,1,1,5780,743079,1071.34,True,True,Sea,102,3534,147,Independent,True,AGT-02455
PF-0056751,Dubizzle,2024-08-16,Town Square,Rent,Apartment,4,4,4002,1234926,308.58,False,True,Sea,229,824,4,Sobha,True,AGT-04381
PF-0056752,PropertyFinder,2024-01-11,Mirdif,Sale,Apartment,2,2,4080,2558925,627.19,False,True,No View,17,1941,7,Meraas,True,AGT-00229
PF-0056753,PropertyFinder,2024-03-12,Dubai Marina,Rent,Apartment,4,4,1958,302442,1287.21,True,False,No View,139,4850,23,Emaar,True,AGT-00621
PF-0056754,Bayut,2024-08-13,JLT,Rent,Apartment,3,3,3020,1064575,352.51,True,False,City,249,167,57,DAMAC,True,AGT-04409
PF-0056755,Bayut,2024-04-26,Dubai Creek Harbour,Rent,Apartment,2,2,2384,341205,1192.69,False,True,No View,92,431,128,Sobha,False,AGT-00226
PF-0056756,Bayut,2024-05-05,Town Square,Rent,Apartment,3,3,5499,143734,217.82,True,True,City,16,4141,103,Sobha,True,AGT-01792
PF-0056757,Dubizzle,2024-07-08,Emaar Beachfront,Sale,Villa,2,2,4577,3334773,728.59,False,True,Sea,143,2945,36,Other,False,AGT-02484
PF-0056758,Bayut,2024-09-12,Business Bay,Sale,Apartment,2,2,2970,224528,629.99,True,False,Sea,187,1368,137,Emaar,True,AGT-00399
PF-0056759,Bayut,2024-08-24,Palm Jumeirah,Sale,Apartment,1,1,1982,1396043,5869.68,False,False,Garden,303,3515,92,Sobha,True,AGT-03717
PF-0056760,PropertyFinder,2024-01-21,Emaar Beachfront,Sale,Townhouse,1,1,693,3379524,4876.66,False,True,Garden,31,2046,49,Nakheel,True,AGT-03384
PF-0056761,Bayut,2024-09-06,Dubai Marina,Sale,Apartment,1,1,1781,1271907,714.15,False,False,Sea,118,825,116,Meraas,True,AGT-02454
PF-0056762,Bayut,2024-09-30,JLT,Rent,Apartment,2,2,1281,953960,744.7,True,False,Garden,242,3866,38,Sobha,True,AGT-04468
PF-0056763,Bayut,2024-09-24,Mirdif,Rent,Townhouse,3,3,3948,1842992,466.82,False,True,City,278,4106,139,Independent,True,AGT-03908
PF-0056764,PropertyFinder,2024-08-09,JLT,Rent,Apartment,1,1,3293,731423,222.11,False,True,No View,178,2762,1,Sobha,True,AGT-02835
PF-0056765,PropertyFinder,2024-07-12,Mirdif,Rent,Villa,1,1,2971,391076,1096.93,True,True,No View,31,3894,74,Emaar,True,AGT-01323
PF-0056766,Bayut,2024-09-30,Town Square,Sale,Apartment,1,1,4769,112556,196.68,True,True,Sea,201,2406,144,Other,False,AGT-03584
PF-0056767,Bayut,2024-05-25,Downtown Dubai,Rent,Studio,1,1,5434,2686227,494.34,False,True,Pool,143,4046,113,DAMAC,False,AGT-04287
PF-0056768,Bayut,2024-04-24,JVC,Sale,Villa,2,2,5666,95266,140.11,False,True,Sea,184,4124,89,Sobha,True,AGT-04929
PF-0056769,PropertyFinder,2024-04-21,JLT,Sale,Villa,2,2,2375,789766,332.53,True,False,Sea,119,2829,128,Nakheel,False,AGT-04542
PF-0056770,PropertyFinder,2024-04-17,Mirdif,Sale,Apartment,4,4,1239,265207,1783.74,False,True,No View,57,4419,25,Emaar,True,AGT-01500
PF-0056771,PropertyFinder,2024-05-07,Mirdif,Sale,Apartment,2,2,4650,2173339,467.38,True,True,Sea,106,352,65,DAMAC,False,AGT-04581
PF-0056772,PropertyFinder,2024-04-24,DIFC,Rent,Penthouse,2,2,4017,5851604,1456.71,True,True,No View,315,4935,88,Meraas,True,AGT-01111
PF-0056773,Bayut,2024-03-04,JVC,Rent,Villa,2,2,3676,797980,217.08,True,False,Pool,315,2536,115,Other,True,AGT-04369
PF-0056774,PropertyFinder,2024-02-02,Sports City,Sale,Apartment,4,4,4702,109860,194.71,False,True,City,210,3918,16,Emaar,True,AGT-03416
PF-0056775,Bayut,2024-05-19,JLT,Rent,Apartment,1,1,1040,1343431,1291.76,True,False,City,131,228,12,DAMAC,True,AGT-04983
PF-0056776,PropertyFinder,2024-04-08,Sports City,Sale,Townhouse,3,3,424,82519,1621.84,True,True,Garden,31,538,95,DAMAC,True,AGT-01927
PF-0056777,PropertyFinder,2024-12-15,Dubai Marina,Sale,Studio,1,1,536,309379,4810.01,True,True,City,144,2582,32,Meraas,True,AGT-00443
PF-0056778,Dubizzle,2024-12-04,Business Bay,Rent,Apartment,4,4,4542,2325816,512.07,False,True,No View,223,1545,6,DAMAC,True,AGT-01709
PF-0056779,PropertyFinder,2024-10-07,JVC,Rent,Apartment,2,2,5054,815377,161.33,False,False,No View,206,3898,31,Emaar,True,AGT-02797
PF-0056780,Dubizzle,2024-02-14,DIFC,Rent,Villa,3,3,3213,674880,1750.39,True,True,Sea,195,2223,129,Independent,True,AGT-00196
PF-0056781,Bayut,2024-02-25,Business Bay,Rent,Studio,1,1,4545,242446,444.53,False,True,City,334,280,97,Nakheel,False,AGT-03717
PF-0056782,PropertyFinder,2024-08-27,JLT,Sale,Apartment,1,1,4733,886423,187.29,False,False,Garden,155,2323,57,Emaar,True,AGT-03862
PF-0056783,PropertyFinder,2024-10-30,Mirdif,Sale,Apartment,4,4,4279,236512,460.61,True,False,Garden,87,3813,7,Nakheel,True,AGT-01327
PF-0056784,PropertyFinder,2024-03-18,Mirdif,Sale,Studio,2,2,1058,2991485,2827.49,False,True,Garden,254,894,47,DAMAC,True,AGT-01605
PF-0056785,PropertyFinder,2024-08-19,Mirdif,Sale,Apartment,2,2,4512,1851963,410.45,True,True,Pool,206,4862,81,Independent,True,AGT-03865
PF-0056786,PropertyFinder,2024-11-29,Town Square,Rent,Apartment,3,3,4227,1004570,237.66,False,True,Garden,242,1811,129,DAMAC,True,AGT-03355
PF-0056787,Bayut,2024-04-07,Mirdif,Rent,Apartment,2,2,5463,2690815,492.55,True,False,Garden,127,1169,111,Independent,True,AGT-00719
PF-0056788,PropertyFinder,2024-11-10,Arabian Ranches,Rent,Townhouse,1,1,2230,6260597,2807.44,False,True,Pool,245,1856,82,Nakheel,True,AGT-00862
PF-0056789,PropertyFinder,2024-05-06,Dubai Creek Harbour,Rent,Villa,3,3,3444,259395,627.65,True,True,Garden,83,1211,40,Emaar,True,AGT-01150
PF-0056790,PropertyFinder,2024-08-21,Mirdif,Rent,Apartment,3,3,598,2601900,4351.0,False,True,Garden,218,559,85,Emaar,True,AGT-03800
PF-0056791,PropertyFinder,2024-03-03,JVC,Sale,Townhouse,2,2,3433,1089530,317.37,False,False,City,38,950,137,Independent,True,AGT-01528
PF-0056792,PropertyFinder,2024-03-26,Town Square,Sale,Penthouse,3,3,2665,169781,530.9,True,True,City,176,3053,141,Independent,True,AGT-03588
PF-0056793,PropertyFinder,2024-04-12,Al Barsha,Sale,Villa,1,1,4415,2315476,524.46,False,True,No View,8,57,10,DAMAC,True,AGT-00784
PF-0056794,PropertyFinder,2024-06-01,JVC,Rent,Apartment,2,2,1131,1162406,1027.77,False,True,Garden,190,111,137,Nakheel,True,AGT-03370
PF-0056795,PropertyFinder,2024-07-29,Town Square,Sale,Apartment,3,3,4508,849229,188.38,True,False,Sea,310,483,121,DAMAC,True,AGT-00503
PF-0056796,Bayut,2024-09-20,DIFC,Rent,Apartment,1,1,2707,6085182,2247.94,False,True,Pool,4,3622,72,Emaar,True,AGT-00112
PF-0056797,Bayut,2024-05-05,JVC,Sale,Villa,2,2,5458,896397,164.24,True,True,Garden,30,1308,140,Emaar,True,AGT-03440
PF-0056798,Bayut,2024-11-13,Sports City,Rent,Apartment,4,4,4028,105088,217.41,True,True,City,222,1175,82,Independent,True,AGT-01321
PF-0056799,PropertyFinder,2024-06-03,Arabian Ranches,Rent,Villa,3,3,1702,5178587,3042.65,True,True,City,363,1784,63,Independent,True,AGT-04767
PF-0056800,Bayut,2024-09-14,Sports City,Rent,Apartment,4,4,3312,128116,322.35,True,True,City,5,2040,116,Emaar,False,AGT-02246
PF-0056801,Bayut,2024-10-25,Emaar Beachfront,Sale,Apartment,1,1,5629,525244,777.59,False,True,Sea,199,4205,58,Other,True,AGT-01738
PF-0056802,PropertyFinder,2024-10-06,DIFC,Sale,Townhouse,3,3,3633,3321674,914.31,False,True,Pool,83,4764,143,Sobha,True,AGT-04346
PF-0056803,Bayut,2024-02-14,Dubai Creek Harbour,Sale,Apartment,1,1,3696,176764,398.55,True,True,City,23,4506,94,Sobha,True,AGT-03767
PF-0056804,Bayut,2024-12-30,Business Bay,Rent,Studio,3,3,3921,2194996,559.81,True,True,Sea,350,2578,89,Meraas,False,AGT-02577
PF-0056805,Bayut,2024-05-17,Dubai Marina,Rent,Apartment,1,1,3957,155301,327.06,True,True,No View,249,3185,142,Emaar,False,AGT-04151
PF-0056806,Dubizzle,2024-02-11,DIFC,Rent,Apartment,2,2,4619,675659,1218.99,True,False,Sea,252,218,106,Sobha,False,AGT-00975
PF-0056807,PropertyFinder,2024-09-10,Dubai Creek Harbour,Rent,Apartment,1,1,5332,337168,526.96,False,True,City,40,549,78,DAMAC,True,AGT-00784
PF-0056808,Dubizzle,2024-01-09,DIFC,Sale,Villa,2,2,4758,3870732,813.52,True,False,City,76,4791,3,Sobha,True,AGT-00425
PF-0056809,Bayut,2024-01-12,Arabian Ranches,Sale,Villa,3,3,1248,4405127,3529.75,True,True,No View,165,2515,72,Meraas,True,AGT-04636
PF-0056810,PropertyFinder,2024-06-13,JLT,Sale,Apartment,2,2,3530,666093,188.69,False,False,Sea,160,1185,66,Sobha,False,AGT-01918
PF-0056811,Bayut,2024-04-16,Mirdif,Rent,Penthouse,2,2,1881,307431,1362.01,False,True,No View,206,1724,0,Sobha,True,AGT-00844
PF-0056812,PropertyFinder,2024-07-23,Dubai Creek Harbour,Rent,Townhouse,1,1,2498,276840,923.54,True,True,Garden,352,719,49,Independent,True,AGT-04299
PF-0056813,Bayut,2024-12-05,Dubai Creek Harbour,Sale,Villa,2,2,4586,2237313,487.86,False,True,City,99,146,137,Independent,True,AGT-04118
PF-0056814,Bayut,2024-05-08,Palm Jumeirah,Rent,Apartment,1,1,3679,8858549,2407.87,False,True,City,312,1032,48,Emaar,False,AGT-00937
PF-0056815,PropertyFinder,2024-03-21,Dubai Marina,Sale,Villa,0,1,3762,191158,423.44,True,False,No View,221,2710,143,Nakheel,True,AGT-01397
PF-0056816,PropertyFinder,2024-08-27,Emaar Beachfront,Rent,Villa,1,1,5740,3245581,565.43,False,True,Pool,146,1399,17,Emaar,True,AGT-02305
PF-0056817,PropertyFinder,2024-07-02,Mirdif,Sale,Townhouse,3,3,3728,348077,778.07,True,True,No View,189,64,34,Sobha,True,AGT-03512
PF-0056818,Bayut,2024-09-23,Arabian Ranches,Sale,Villa,3,3,2305,2947733,1278.84,False,True,No View,52,4193,49,Other,False,AGT-02330
PF-0056819,Bayut,2024-10-24,Downtown Dubai,Sale,Studio,4,4,5198,283393,454.33,True,True,Garden,278,2584,145,Other,True,AGT-00935
PF-0056820,PropertyFinder,2024-06-13,Sports City,Sale,Apartment,2,2,1079,1190258,1103.11,False,True,City,208,1448,14,Sobha,True,AGT-02766
PF-0056821,PropertyFinder,2024-07-01,Dubai Creek Harbour,Sale,Townhouse,5,5,3345,343561,855.91,True,False,Sea,116,3998,142,Sobha,False,AGT-02201
PF-0056822,PropertyFinder,2024-06-24,Downtown Dubai,Sale,Townhouse,0,1,2296,4780187,2081.96,True,True,Garden,106,3644,133,Meraas,True,AGT-04004
PF-0056823,PropertyFinder,2024-08-20,JVC,Rent,Apartment,0,1,4503,92261,170.74,False,False,No View,87,3971,117,Nakheel,True,AGT-02937
PF-0056824,Bayut,2024-01-01,Business Bay,Sale,Apartment,2,2,5472,244318,372.07,True,True,No View,248,1131,19,Meraas,True,AGT-01057
PF-0056825,PropertyFinder,2024-08-26,JVC,Sale,Apartment,3,3,1466,88165,501.17,False,False,Garden,150,2083,117,Emaar,True,AGT-04860
PF-0056826,PropertyFinder,2024-10-31,JLT,Sale,Apartment,2,2,3521,1213184,344.56,False,True,Garden,189,4234,74,Emaar,True,AGT-03503
PF-0056827,Bayut,2024-08-10,Al Barsha,Sale,Villa,2,2,3772,391768,865.52,True,False,No View,231,557,16,Emaar,True,AGT-00955
PF-0056828,Bayut,2024-07-10,Business Bay,Rent,Studio,2,2,1143,233348,1701.29,True,True,Pool,143,3442,75,Independent,False,AGT-02984
PF-0056829,PropertyFinder,2024-03-01,Business Bay,Sale,Apartment,4,4,5453,243560,372.21,True,False,Pool,148,925,85,Sobha,True,AGT-04560
PF-0056830,PropertyFinder,2024-01-03,Al Barsha,Sale,Apartment,3,3,4514,2179119,482.75,True,True,No View,246,449,122,Nakheel,True,AGT-00704
PF-0056831,Dubizzle,2024-07-31,Palm Jumeirah,Sale,Townhouse,5,5,4198,8579996,2043.83,False,True,Garden,346,496,38,Sobha,False,AGT-01670
PF-0056832,Dubizzle,2024-09-17,Emaar Beachfront,Rent,Apartment,4,4,1584,3113263,1965.44,False,True,No View,304,1071,13,Emaar,False,AGT-01643
PF-0056833,Bayut,2024-06-12,Palm Jumeirah,Sale,Villa,1,1,4884,1245801,2125.65,False,True,City,217,2899,123,Other,False,AGT-00999
PF-0056834,Bayut,2024-08-02,JVC,Sale,Villa,2,2,3160,123698,326.21,False,False,Garden,197,3179,83,Meraas,True,AGT-04268
PF-0056835,Bayut,2024-10-05,JVC,Rent,Apartment,4,4,1458,123011,703.08,True,True,City,315,4473,83,Sobha,False,AGT-03791
PF-0056836,PropertyFinder,2024-12-26,Sports City,Sale,Apartment,3,3,3166,142648,375.47,False,True,City,258,3340,143,Sobha,True,AGT-03431
PF-0056837,Bayut,2024-12-11,Palm Jumeirah,Rent,Penthouse,2,2,5959,9654353,1620.13,False,True,City,58,3630,9,Sobha,True,AGT-04925
PF-0056838,Bayut,2024-04-26,Downtown Dubai,Sale,Apartment,1,1,5134,2486675,484.35,False,True,Sea,78,792,9,Emaar,True,AGT-03604
PF-0056839,Bayut,2024-04-09,JVC,Rent,Apartment,1,1,4125,934364,226.51,False,False,City,148,2533,79,Nakheel,False,AGT-02457
PF-0056840,Bayut,2024-07-26,JVC,Sale,Apartment,4,4,2104,81771,323.87,False,True,City,304,306,143,Independent,False,AGT-04985
PF-0056841,Bayut,2024-10-09,Emaar Beachfront,Sale,Penthouse,1,1,5243,642745,1021.59,True,True,Pool,86,4960,91,DAMAC,True,AGT-01379
PF-0056842,PropertyFinder,2024-08-11,Dubai Marina,Sale,Studio,2,2,5966,245531,342.96,False,True,Pool,10,4053,112,Meraas,True,AGT-00175
PF-0056843,Bayut,2024-07-10,Al Barsha,Sale,Villa,1,1,1364,379782,2320.27,True,True,City,65,4504,72,Emaar,True,AGT-00009
PF-0056844,Dubizzle,2024-07-01,Al Barsha,Rent,Townhouse,2,2,5165,442542,714.01,False,True,Garden,212,2747,139,Nakheel,True,AGT-00176
PF-0056845,PropertyFinder,2024-01-27,JLT,Sale,Apartment,4,4,1488,163767,917.16,False,False,No View,232,4983,126,Other,True,AGT-03892
PF-0056846,Bayut,2024-12-12,Dubai Creek Harbour,Sale,Apartment,2,2,2183,3055030,1399.46,False,True,No View,5,2345,78,Emaar,True,AGT-02614
PF-0056847,PropertyFinder,2024-07-29,Business Bay,Rent,Penthouse,3,3,4502,2197453,488.11,False,True,Pool,69,1537,42,Emaar,True,AGT-04066
PF-0056848,PropertyFinder,2024-06-17,Dubai Marina,Sale,Villa,2,2,4447,2293333,515.7,False,True,Pool,134,931,10,Meraas,False,AGT-03136
PF-0056849,Dubizzle,2024-10-18,Dubai Hills Estate,Sale,Villa,4,4,5911,7912331,1338.58,False,False,No View,307,3038,25,DAMAC,True,AGT-01200
PF-0056850,PropertyFinder,2024-07-01,Business Bay,Rent,Apartment,2,2,5121,2243617,438.12,False,False,City,83,1628,68,Nakheel,False,AGT-00667
PF-0056851,PropertyFinder,2024-05-10,Emaar Beachfront,Rent,Penthouse,3,3,4118,3245929,788.23,True,True,City,111,1870,123,Meraas,True,AGT-02591
PF-0056852,PropertyFinder,2024-01-02,Mirdif,Sale,Villa,3,3,1261,2767230,2194.47,True,True,Garden,132,405,4,Nakheel,False,AGT-03002
PF-0056853,Dubizzle,2024-06-04,DIFC,Rent,Apartment,0,1,710,6367754,8968.67,True,True,City,146,4101,138,Other,True,AGT-00272
PF-0056854,PropertyFinder,2024-11-18,Town Square,Sale,Townhouse,2,2,5823,1139987,195.77,True,False,No View,325,4596,42,Other,True,AGT-01401
PF-0056855,PropertyFinder,2024-11-09,Downtown Dubai,Rent,Apartment,2,2,3077,298631,808.77,False,True,No View,141,4699,13,Nakheel,False,AGT-04646
PF-0056856,PropertyFinder,2024-04-13,Town Square,Sale,Townhouse,4,4,2313,871853,376.94,True,True,City,271,3833,44,Meraas,True,AGT-04328
PF-0056857,PropertyFinder,2024-06-22,DIFC,Rent,Apartment,3,3,532,5190450,9756.48,True,False,City,161,4280,93,DAMAC,False,AGT-01246
PF-0056858,PropertyFinder,2024-03-11,Dubai Creek Harbour,Rent,Townhouse,1,1,5929,2251307,379.71,True,True,Pool,251,1250,111,Meraas,True,AGT-03345
PF-0056859,PropertyFinder,2024-01-27,Dubai Marina,Rent,Apartment,1,1,2851,1968543,690.47,False,False,City,304,1900,7,Other,True,AGT-01514
PF-0056860,Bayut,2024-07-19,Dubai Marina,Sale,Apartment,3,3,5588,2402974,430.02,False,True,City,42,3467,8,Independent,True,AGT-00611
PF-0056861,Bayut,2024-03-14,Arabian Ranches,Sale,Apartment,4,4,3706,5545083,1496.24,False,True,City,15,2858,28,Other,True,AGT-00979
PF-0056862,PropertyFinder,2024-03-11,JVC,Rent,Apartment,5,5,670,140357,1745.74,False,True,City,304,3138,120,Sobha,True,AGT-03722
PF-0056863,PropertyFinder,2024-06-22,JVC,Rent,Townhouse,3,3,1103,918308,832.55,True,True,Garden,269,800,50,Emaar,True,AGT-04393
PF-0056864,PropertyFinder,2024-10-17,Business Bay,Rent,Townhouse,5,5,4548,1688804,371.33,True,True,City,245,1300,135,Other,True,AGT-01429
PF-0056865,Dubizzle,2024-12-22,Palm Jumeirah,Sale,Apartment,2,2,435,1383929,26512.07,True,False,Garden,313,3386,46,Sobha,True,AGT-02679
PF-0056866,Bayut,2024-06-09,DIFC,Sale,Villa,3,3,2470,717723,2421.47,True,True,City,119,3043,64,Nakheel,True,AGT-02294
PF-0056867,PropertyFinder,2024-10-21,Dubai Marina,Rent,Apartment,2,2,1771,1378220,778.22,False,False,Garden,50,2839,119,Nakheel,False,AGT-04432
PF-0056868,Bayut,2024-12-24,Sports City,Sale,Apartment,1,1,1258,1247783,991.88,False,True,Pool,165,2137,56,Emaar,True,AGT-01330
PF-0056869,Bayut,2024-02-15,Sports City,Rent,Apartment,1,1,3804,113266,248.13,True,False,Sea,204,889,135,Emaar,False,AGT-00702
PF-0056870,Bayut,2024-04-22,Dubai Hills Estate,Sale,Apartment,1,1,3607,4062791,1126.36,False,True,No View,237,4906,6,Sobha,True,AGT-00587
PF-0056871,PropertyFinder,2024-03-30,Al Barsha,Sale,Villa,0,1,4739,3531706,745.24,True,False,Sea,11,1860,27,Sobha,True,AGT-03603
PF-0056872,Dubizzle,2024-10-20,Arabian Ranches,Sale,Apartment,4,4,1296,4352376,3358.31,True,True,City,119,1307,59,Independent,True,AGT-00553
PF-0056873,Bayut,2024-10-24,Emaar Beachfront,Sale,Apartment,2,2,726,4845285,6673.95,False,True,City,167,2561,122,Other,True,AGT-00875
PF-0056874,PropertyFinder,2024-06-22,Dubai Hills Estate,Rent,Studio,3,3,1047,7067527,6750.26,True,True,Pool,16,1929,144,DAMAC,False,AGT-04644
PF-0056875,Bayut,2024-01-02,Downtown Dubai,Sale,Apartment,2,2,648,2994919,4621.79,True,True,City,110,246,127,Nakheel,False,AGT-03700
PF-0056876,PropertyFinder,2024-03-04,JLT,Rent,Townhouse,1,1,5369,1390898,259.06,False,True,Pool,208,3712,16,Meraas,False,AGT-04121
PF-0056877,PropertyFinder,2024-09-28,DIFC,Sale,Apartment,1,1,1430,410127,2390.02,False,True,Sea,252,4517,55,Sobha,True,AGT-02300
PF-0056878,PropertyFinder,2024-01-09,Town Square,Rent,Apartment,5,5,2011,138662,574.6,True,False,Garden,288,3543,108,Other,True,AGT-01120
PF-0056879,Dubizzle,2024-12-05,Emaar Beachfront,Rent,Townhouse,2,2,3838,372830,809.52,False,True,No View,159,1201,1,Other,True,AGT-01824
PF-0056880,PropertyFinder,2024-02-13,Downtown Dubai,Sale,Villa,2,2,3835,359401,780.97,False,True,Pool,69,2552,126,Independent,True,AGT-00439
PF-0056881,Dubizzle,2024-03-08,Al Barsha,Sale,Apartment,2,2,1895,2754232,1453.42,True,True,Sea,112,1081,139,DAMAC,True,AGT-03275
PF-0056882,PropertyFinder,2024-08-15,Downtown Dubai,Sale,Villa,2,2,5961,3199965,536.82,True,True,Pool,7,4099,132,Other,True,AGT-01133
PF-0056883,Dubizzle,2024-08-09,Emaar Beachfront,Sale,Apartment,1,1,3318,3010403,907.29,False,True,City,126,2196,140,Sobha,True,AGT-02921
PF-0056884,Bayut,2024-07-02,Palm Jumeirah,Rent,Apartment,3,3,2049,6432325,3139.25,True,False,Garden,138,3611,81,Nakheel,True,AGT-01355
PF-0056885,PropertyFinder,2024-08-14,JLT,Sale,Penthouse,2,2,2551,794980,311.63,False,True,City,1,1982,62,Sobha,True,AGT-00469
PF-0056886,Dubizzle,2024-02-22,Palm Jumeirah,Rent,Apartment,0,1,3728,6571772,1762.81,True,True,City,209,3701,22,Other,True,AGT-00002
PF-0056887,PropertyFinder,2024-05-01,JVC,Sale,Apartment,1,1,5787,93585,134.76,False,False,Sea,289,834,139,Sobha,True,AGT-04434
PF-0056888,PropertyFinder,2024-07-05,JVC,Rent,Townhouse,2,2,5186,960407,185.19,True,False,No View,206,3502,108,Emaar,True,AGT-01799
PF-0056889,Bayut,2024-03-02,Emaar Beachfront,Rent,Apartment,1,1,2588,3133770,1210.88,True,True,City,74,2214,143,Other,True,AGT-04927
PF-0056890,PropertyFinder,2024-09-04,Dubai Creek Harbour,Sale,Studio,3,3,4850,1487399,306.68,False,True,City,302,462,150,Independent,True,AGT-00808
PF-0056891,Dubizzle,2024-03-28,Dubai Hills Estate,Rent,Villa,4,4,1282,8132027,6343.23,False,True,Sea,246,3986,79,Nakheel,True,AGT-03253
PF-0056892,PropertyFinder,2024-10-17,Arabian Ranches,Sale,Apartment,2,2,4463,3907300,875.49,True,True,City,92,3807,100,DAMAC,True,AGT-04517
PF-0056893,PropertyFinder,2024-08-21,Al Barsha,Sale,Apartment,1,1,2420,4142527,1711.79,False,True,Pool,146,4502,68,Sobha,True,AGT-04916
PF-0056894,Bayut,2024-11-05,Palm Jumeirah,Rent,Apartment,3,3,4818,10411926,2161.05,False,True,City,267,2056,127,Other,True,AGT-01882
PF-0056895,Bayut,2024-03-24,Sports City,Rent,Townhouse,2,2,5529,81422,122.72,True,True,City,313,1966,6,Independent,True,AGT-02252
PF-0056896,Bayut,2024-02-14,Downtown Dubai,Sale,Apartment,2,2,1858,3977099,2140.53,False,False,City,291,4255,149,DAMAC,True,AGT-04646
PF-0056897,Bayut,2024-01-23,Business Bay,Rent,Penthouse,1,1,3498,270031,643.3,True,True,Garden,18,2912,125,Independent,True,AGT-01516
PF-0056898,Bayut,2024-10-12,Arabian Ranches,Rent,Townhouse,1,1,1532,559157,3041.54,False,True,No View,347,3091,84,DAMAC,False,AGT-03120
PF-0056899,PropertyFinder,2024-01-28,Emaar Beachfront,Rent,Apartment,1,1,3691,3978694,1077.94,False,True,Garden,59,1583,28,Independent,True,AGT-02664
PF-0056900,Bayut,2024-08-27,Sports City,Rent,Apartment,1,1,1002,130148,1082.41,True,True,Garden,144,2110,148,Nakheel,False,AGT-04429
PF-0056901,Bayut,2024-10-05,Dubai Hills Estate,Sale,Villa,1,1,2794,7975483,2854.5,False,False,No View,15,4409,25,Nakheel,True,AGT-03247
PF-0056902,PropertyFinder,2024-01-13,Al Barsha,Rent,Apartment,3,3,2512,3726325,1483.41,False,True,City,292,2511,74,Emaar,True,AGT-04452
PF-0056903,PropertyFinder,2024-06-02,Al Barsha,Sale,Penthouse,1,1,3438,351446,851.87,False,True,City,147,52,74,Independent,True,AGT-02916
PF-0056904,Dubizzle,2024-05-30,Dubai Hills Estate,Sale,Apartment,4,4,3549,6113398,1722.57,False,True,Pool,183,508,95,Other,False,AGT-01809
PF-0056905,PropertyFinder,2024-10-27,JVC,Sale,Villa,1,1,759,141034,1548.47,False,False,Pool,4,1890,110,Nakheel,True,AGT-02711
PF-0056906,PropertyFinder,2024-12-18,Al Barsha,Sale,Apartment,2,2,4392,358811,680.81,False,True,No View,267,4109,20,Other,True,AGT-04634
PF-0056907,PropertyFinder,2024-06-01,Dubai Creek Harbour,Sale,Villa,2,2,5462,281572,429.59,False,False,No View,113,4711,94,Independent,False,AGT-02902
PF-0056908,Bayut,2024-10-14,Dubai Marina,Rent,Apartment,2,2,2726,1317791,483.42,False,False,City,189,1230,93,Other,True,AGT-01397
PF-0056909,PropertyFinder,2024-09-30,Dubai Creek Harbour,Rent,Penthouse,1,1,975,188922,1614.73,False,False,No View,84,3200,105,DAMAC,True,AGT-01432
PF-0056910,Dubizzle,2024-01-29,JLT,Sale,Apartment,1,1,3642,98610,225.63,True,False,No View,285,3488,122,Other,False,AGT-00296
PF-0056911,PropertyFinder,2024-11-24,Palm Jumeirah,Sale,Townhouse,5,5,2229,9258090,4153.47,True,True,City,344,2918,89,Emaar,True,AGT-01318
PF-0056912,PropertyFinder,2024-04-29,Emaar Beachfront,Sale,Villa,2,2,4944,5610366,1134.78,False,True,No View,128,2940,96,Other,True,AGT-01876
