event_id,datetime,date,year,month,theme,source_domain,source_country,headline_sentiment,tone_score,goldstein_scale,num_mentions,num_sources,avg_tone,quad_class,is_real_estate_specific
GDELT-0043021,2021-04-11 07:05:00,2021-04-11,2021,4,UAE_CRYPTO_REGULATION,bloomberg.com,GLOBAL,Positive,5.05,7.1,96,17,0.27,Verbal Cooperation,0
GDELT-0043022,2020-10-03 03:27:00,2020-10-03,2020,10,REITS_UAE,gulfnews.com,GLOBAL,Positive,6.29,-2.9,74,22,1.45,Verbal Cooperation,0
GDELT-0043023,2021-11-04 12:30:00,2021-11-04,2021,11,REITS_UAE,bloomberg.com,GLOBAL,Positive,-0.38,8.4,53,8,1.33,Verbal Conflict,0
GDELT-0043024,2024-12-17 19:51:00,2024-12-17,2024,12,UAE_FINTECH,cbre.ae,AE,Positive,3.79,2.0,139,30,1.77,Material Cooperation,0
GDELT-0043025,2022-03-27 16:18:00,2022-03-27,2022,3,DUBAI_TOURISM,arabianbusiness.com,AE,Positive,4.39,-4.7,133,15,6.11,Material Cooperation,0
GDELT-0043026,2024-07-11 18:53:00,2024-07-11,2024,7,GOLDEN_VISA_UAE,thenationalnews.com,GLOBAL,Positive,1.16,7.4,123,1,6.21,Material Cooperation,0
GDELT-0043027,2024-05-10 16:57:00,2024-05-10,2024,5,DUBAI_TOURISM,cnbc.com,GLOBAL,Neutral,-0.95,-1.9,34,5,-1.74,Verbal Cooperation,0
GDELT-0043028,2023-01-28 22:58:00,2023-01-28,2023,1,UAE_ECONOMY_GROWTH,cnbc.com,GLOBAL,Positive,2.74,0.1,67,16,2.48,Verbal Cooperation,0
GDELT-0043029,2021-08-30 10:29:00,2021-08-30,2021,8,DUBAI_TOURISM,thenationalnews.com,GLOBAL,Neutral,-2.17,4.0,24,10,2.26,Material Conflict,0
GDELT-0043030,2024-05-10 11:47:00,2024-05-10,2024,5,UAE_CRYPTO_REGULATION,ft.com,GLOBAL,Positive,2.3,5.1,96,10,3.89,Verbal Cooperation,0
GDELT-0043031,2021-04-10 06:29:00,2021-04-10,2021,4,ARAMCO_UAE_OIL,bayut.com,GLOBAL,Positive,0.29,-0.4,16,9,2.16,Verbal Conflict,0
GDELT-0043032,2022-12-05 20:01:00,2022-12-05,2022,12,ARAMCO_UAE_OIL,dxbinteract.com,GLOBAL,Neutral,-0.09,-5.9,81,8,-3.59,Verbal Cooperation,0
GDELT-0043033,2023-02-26 07:32:00,2023-02-26,2023,2,DUBAI_INFRASTRUCTURE,gulfnews.com,GLOBAL,Positive,3.14,-1.1,112,18,8.18,Material Cooperation,0
GDELT-0043034,2024-01-11 05:50:00,2024-01-11,2024,1,DUBAI_TOURISM,bloomberg.com,GLOBAL,Positive,1.72,7.6,115,24,4.42,Verbal Conflict,0
GDELT-0043035,2020-04-24 00:59:00,2020-04-24,2020,4,SUSTAINABLE_BUILDINGS_UAE,gulfnews.com,GLOBAL,Neutral,-0.06,-7.7,30,17,-0.66,Verbal Conflict,0
GDELT-0043036,2020-09-18 23:36:00,2020-09-18,2020,9,DUBAI_LUXURY_REAL_ESTATE,propertymonitor.ae,AE,Positive,2.39,4.2,46,3,4.15,Verbal Cooperation,1
GDELT-0043037,2022-09-20 14:36:00,2022-09-20,2022,9,PROPTECH_UAE,gulfnews.com,GLOBAL,Negative,-4.15,-2.8,138,9,-5.71,Verbal Cooperation,0
GDELT-0043038,2021-01-08 03:25:00,2021-01-08,2021,1,UAE_FINTECH,khaleejtimes.com,GLOBAL,Positive,6.28,-7.2,142,12,-2.56,Verbal Conflict,0
GDELT-0043039,2020-02-17 15:58:00,2020-02-17,2020,2,GOLDEN_VISA_UAE,zawya.com,AE,Neutral,0.71,6.2,49,8,-0.49,Material Cooperation,0
GDELT-0043040,2023-09-03 18:11:00,2023-09-03,2023,9,DLD_TRANSACTIONS,bayut.com,GLOBAL,Positive,2.3,3.5,39,27,4.89,Verbal Cooperation,1
GDELT-0043041,2024-07-08 20:59:00,2024-07-08,2024,7,EXPO2020_DUBAI,bloomberg.com,GLOBAL,Positive,3.9,9.7,48,13,2.86,Material Cooperation,0
GDELT-0043042,2020-12-20 12:30:00,2020-12-20,2020,12,UAE_ECONOMY_GROWTH,dxbinteract.com,GLOBAL,Neutral,1.92,-0.7,51,7,-0.75,Verbal Cooperation,0
GDELT-0043043,2021-08-03 06:23:00,2021-08-03,2021,8,AFFORDABLE_HOUSING_UAE,thenationalnews.com,GLOBAL,Negative,-3.18,3.1,89,4,-7.37,Verbal Cooperation,0
GDELT-0043044,2024-10-22 17:38:00,2024-10-22,2024,10,DUBAI_TOURISM,propertymonitor.ae,AE,Positive,4.25,1.1,106,14,1.08,Material Cooperation,0
GDELT-0043045,2022-05-07 11:24:00,2022-05-07,2022,5,UAE_FINTECH,aljazeera.com,GLOBAL,Positive,4.17,-8.7,118,19,4.56,Material Cooperation,0
GDELT-0043046,2020-04-29 21:23:00,2020-04-29,2020,4,GOLDEN_VISA_UAE,thenationalnews.com,GLOBAL,Positive,4.34,0.2,108,29,4.47,Verbal Cooperation,0
GDELT-0043047,2023-07-29 21:25:00,2023-07-29,2023,7,ARAMCO_UAE_OIL,reuters.com,GLOBAL,Negative,-1.38,-9.3,57,5,-7.17,Verbal Cooperation,0
GDELT-0043048,2022-03-06 12:44:00,2022-03-06,2022,3,GOLDEN_VISA_UAE,dxbinteract.com,GLOBAL,Positive,2.98,-4.8,15,8,3.86,Material Cooperation,0
GDELT-0043049,2023-09-03 12:06:00,2023-09-03,2023,9,DUBAI_PROPERTY_PRICES,aljazeera.com,GLOBAL,Neutral,-2.66,-4.2,103,8,-2.83,Verbal Conflict,1
GDELT-0043050,2022-04-30 08:55:00,2022-04-30,2022,4,EXPO2020_DUBAI,thenationalnews.com,GLOBAL,Positive,2.19,6.7,128,17,5.17,Material Cooperation,0
GDELT-0043051,2021-06-30 05:06:00,2021-06-30,2021,6,UAE_FINTECH,ft.com,GLOBAL,Positive,2.73,-5.1,102,20,2.6,Verbal Cooperation,0
GDELT-0043052,2023-07-20 18:12:00,2023-07-20,2023,7,DUBAI_RENTAL_MARKET,propertymonitor.ae,AE,Positive,2.1,7.7,117,4,2.58,Verbal Cooperation,1
GDELT-0043053,2021-11-22 10:07:00,2021-11-22,2021,11,PROPTECH_UAE,cbre.ae,AE,Negative,-4.18,-6.1,49,23,-6.06,Material Conflict,0
GDELT-0043054,2020-08-19 03:23:00,2020-08-19,2020,8,AFFORDABLE_HOUSING_UAE,arabianbusiness.com,AE,Positive,3.81,8.8,40,10,4.36,Verbal Conflict,0
GDELT-0043055,2020-11-07 18:05:00,2020-11-07,2020,11,ARAMCO_UAE_OIL,cnbc.com,GLOBAL,Neutral,-1.01,-0.2,68,16,-0.3,Material Cooperation,0
GDELT-0043056,2021-11-02 10:40:00,2021-11-02,2021,11,DLD_TRANSACTIONS,dxbinteract.com,GLOBAL,Positive,4.56,3.4,79,28,1.32,Verbal Cooperation,1
GDELT-0043057,2021-03-18 22:57:00,2021-03-18,2021,3,GOLDEN_VISA_UAE,zawya.com,AE,Positive,3.66,-2.6,33,21,1.74,Material Cooperation,0
GDELT-0043058,2024-05-15 22:58:00,2024-05-15,2024,5,ARAMCO_UAE_OIL,cbre.ae,AE,Positive,3.06,1.6,47,8,4.54,Verbal Cooperation,0
GDELT-0043059,2024-08-26 23:50:00,2024-08-26,2024,8,UAE_MORTGAGE_MARKET,cnbc.com,GLOBAL,Positive,2.76,-3.7,82,24,3.96,Material Conflict,0
GDELT-0043060,2020-04-04 23:39:00,2020-04-04,2020,4,DUBAI_LUXURY_REAL_ESTATE,propertyfinder.ae,AE,Neutral,-2.57,0.4,44,15,-0.04,Verbal Conflict,1
GDELT-0043061,2021-07-28 00:50:00,2021-07-28,2021,7,SUSTAINABLE_BUILDINGS_UAE,arabianbusiness.com,AE,Positive,1.52,2.8,84,1,7.44,Verbal Conflict,0
GDELT-0043062,2023-03-01 11:45:00,2023-03-01,2023,3,UAE_CRYPTO_REGULATION,thenationalnews.com,GLOBAL,Neutral,1.08,9.0,73,8,2.1,Verbal Conflict,0
GDELT-0043063,2023-01-30 07:38:00,2023-01-30,2023,1,ARAMCO_UAE_OIL,propertyfinder.ae,AE,Positive,4.31,-9.5,9,7,9.81,Material Cooperation,0
GDELT-0043064,2020-04-21 22:11:00,2020-04-21,2020,4,UAE_FINTECH,propertymonitor.ae,AE,Negative,-2.29,4.4,33,10,-4.13,Material Cooperation,0
GDELT-0043065,2022-11-25 09:09:00,2022-11-25,2022,11,DLD_TRANSACTIONS,reuters.com,GLOBAL,Neutral,-1.57,9.2,29,4,-0.69,Verbal Cooperation,1
GDELT-0043066,2020-03-05 22:42:00,2020-03-05,2020,3,UAE_MORTGAGE_MARKET,khaleejtimes.com,GLOBAL,Neutral,0.33,8.0,88,20,1.52,Material Cooperation,0
GDELT-0043067,2020-02-25 20:05:00,2020-02-25,2020,2,REITS_UAE,propertyfinder.ae,AE,Negative,-4.02,-0.8,143,22,-7.17,Material Cooperation,0
GDELT-0043068,2024-03-29 14:29:00,2024-03-29,2024,3,DUBAI_RENTAL_MARKET,bloomberg.com,GLOBAL,Positive,4.49,-8.4,39,22,2.35,Verbal Cooperation,1
GDELT-0043069,2020-01-07 09:32:00,2020-01-07,2020,1,ARAMCO_UAE_OIL,reuters.com,GLOBAL,Negative,-3.0,-3.6,66,24,-6.19,Material Cooperation,0
GDELT-0043070,2020-09-10 15:31:00,2020-09-10,2020,9,DUBAI_LUXURY_REAL_ESTATE,gulfnews.com,GLOBAL,Negative,-4.34,5.9,119,9,-1.66,Verbal Cooperation,1
GDELT-0043071,2021-11-10 10:50:00,2021-11-10,2021,11,DLD_TRANSACTIONS,bloomberg.com,GLOBAL,Positive,2.27,-3.3,147,2,5.51,Material Conflict,1
GDELT-0043072,2024-03-30 18:30:00,2024-03-30,2024,3,ARAMCO_UAE_OIL,propertyfinder.ae,AE,Neutral,-0.03,-7.9,66,5,-1.55,Verbal Conflict,0
GDELT-0043073,2023-04-09 12:35:00,2023-04-09,2023,4,SUSTAINABLE_BUILDINGS_UAE,dxbinteract.com,GLOBAL,Neutral,1.06,-8.3,11,1,1.52,Verbal Conflict,0
GDELT-0043074,2023-02-08 19:12:00,2023-02-08,2023,2,UAE_MORTGAGE_MARKET,cnbc.com,GLOBAL,Negative,-3.6,-2.2,148,4,-1.49,Verbal Cooperation,0
GDELT-0043075,2021-09-07 08:15:00,2021-09-07,2021,9,PROPTECH_UAE,dxbinteract.com,GLOBAL,Positive,1.92,-0.6,125,25,2.11,Material Cooperation,0
GDELT-0043076,2024-04-29 22:44:00,2024-04-29,2024,4,UAE_MORTGAGE_MARKET,gulfnews.com,GLOBAL,Positive,2.05,-4.3,63,27,4.03,Material Cooperation,0
GDELT-0043077,2021-07-26 09:47:00,2021-07-26,2021,7,UAE_ECONOMY_GROWTH,dxbinteract.com,GLOBAL,Negative,-3.35,9.9,23,19,-4.14,Material Cooperation,0
GDELT-0043078,2020-08-05 04:45:00,2020-08-05,2020,8,DUBAI_INFRASTRUCTURE,propertyfinder.ae,AE,Positive,5.09,5.5,35,20,4.9,Material Cooperation,0
GDELT-0043079,2024-02-29 16:12:00,2024-02-29,2024,2,UAE_REAL_ESTATE_MARKET,cbre.ae,AE,Positive,6.26,4.7,138,13,2.04,Verbal Cooperation,1
GDELT-0043080,2024-04-06 13:05:00,2024-04-06,2024,4,SUSTAINABLE_BUILDINGS_UAE,arabianbusiness.com,AE,Neutral,1.06,7.0,130,20,0.13,Material Cooperation,0
GDELT-0043081,2020-02-17 10:06:00,2020-02-17,2020,2,GOLDEN_VISA_UAE,khaleejtimes.com,GLOBAL,Positive,0.64,-4.9,118,6,2.01,Verbal Cooperation,0
GDELT-0043082,2022-09-02 01:16:00,2022-09-02,2022,9,UAE_CRYPTO_REGULATION,propertymonitor.ae,AE,Neutral,-0.4,1.2,43,4,1.78,Verbal Conflict,0
GDELT-0043083,2022-12-04 00:18:00,2022-12-04,2022,12,PROPTECH_UAE,propertymonitor.ae,AE,Neutral,-0.66,-7.3,138,14,-0.11,Material Conflict,0
GDELT-0043084,2021-07-11 11:52:00,2021-07-11,2021,7,DUBAI_PROPERTY_PRICES,arabianbusiness.com,AE,Positive,2.89,4.4,19,3,1.85,Material Conflict,1
GDELT-0043085,2021-12-08 02:04:00,2021-12-08,2021,12,DUBAI_LUXURY_REAL_ESTATE,khaleejtimes.com,GLOBAL,Negative,-6.35,4.3,8,27,-5.21,Verbal Cooperation,1
GDELT-0043086,2021-07-25 12:37:00,2021-07-25,2021,7,DUBAI_LUXURY_REAL_ESTATE,cnbc.com,GLOBAL,Neutral,-3.93,0.7,146,8,-4.4,Verbal Cooperation,1
GDELT-0043087,2023-06-14 04:30:00,2023-06-14,2023,6,EXPO2020_DUBAI,thenationalnews.com,GLOBAL,Negative,-7.4,6.3,28,7,-2.02,Verbal Cooperation,0
GDELT-0043088,2021-05-07 18:42:00,2021-05-07,2021,5,EXPO2020_DUBAI,reuters.com,GLOBAL,Neutral,0.78,6.2,92,30,0.3,Material Cooperation,0
GDELT-0043089,2022-04-07 04:16:00,2022-04-07,2022,4,EXPO2020_DUBAI,propertyfinder.ae,AE,Negative,-6.35,1.1,39,30,0.86,Material Cooperation,0
GDELT-0043090,2024-09-19 09:03:00,2024-09-19,2024,9,DUBAI_PROPERTY_PRICES,khaleejtimes.com,GLOBAL,Positive,3.95,9.9,3,12,1.86,Material Cooperation,1
GDELT-0043091,2024-08-30 10:29:00,2024-08-30,2024,8,EXPO2020_DUBAI,khaleejtimes.com,GLOBAL,Negative,-2.16,9.5,46,20,-2.75,Verbal Conflict,0
GDELT-0043092,2024-05-28 19:49:00,2024-05-28,2024,5,UAE_ECONOMY_GROWTH,arabianbusiness.com,AE,Positive,3.69,-9.1,26,12,1.62,Material Conflict,0
GDELT-0043093,2023-06-07 04:06:00,2023-06-07,2023,6,UAE_CRYPTO_REGULATION,zawya.com,AE,Negative,-3.16,4.7,93,10,-5.54,Material Cooperation,0
GDELT-0043094,2023-03-13 12:02:00,2023-03-13,2023,3,AFFORDABLE_HOUSING_UAE,zawya.com,AE,Positive,3.59,5.6,69,10,5.46,Material Cooperation,0
GDELT-0043095,2020-03-24 16:00:00,2020-03-24,2020,3,REITS_UAE,aljazeera.com,GLOBAL,Positive,4.65,2.7,138,20,6.11,Verbal Conflict,0
GDELT-0043096,2023-05-17 19:28:00,2023-05-17,2023,5,DUBAI_RENTAL_MARKET,dxbinteract.com,GLOBAL,Positive,4.31,4.2,39,30,4.92,Material Cooperation,1
GDELT-0043097,2021-06-15 00:44:00,2021-06-15,2021,6,REITS_UAE,propertymonitor.ae,AE,Neutral,-2.97,8.9,24,22,1.73,Verbal Conflict,0
GDELT-0043098,2021-01-01 23:50:00,2021-01-01,2021,1,OFFPLAN_SALES_UAE,cbre.ae,AE,Negative,-5.34,-3.7,149,17,-4.16,Verbal Conflict,0
GDELT-0043099,2020-09-18 17:26:00,2020-09-18,2020,9,UAE_CRYPTO_REGULATION,cnbc.com,GLOBAL,Positive,2.34,4.4,139,19,2.63,Material Conflict,0
GDELT-0043100,2021-05-22 22:03:00,2021-05-22,2021,5,DUBAI_TOURISM,propertyfinder.ae,AE,Neutral,2.13,7.6,47,26,3.92,Verbal Cooperation,0
GDELT-0043101,2020-12-28 16:31:00,2020-12-28,2020,12,UAE_PROPERTY_INVESTMENT,bayut.com,GLOBAL,Neutral,-0.18,-1.4,146,5,-3.44,Material Conflict,1
GDELT-0043102,2021-11-03 14:28:00,2021-11-03,2021,11,UAE_CRYPTO_REGULATION,khaleejtimes.com,GLOBAL,Neutral,1.94,0.2,119,13,1.09,Verbal Cooperation,0
GDELT-0043103,2021-04-05 04:11:00,2021-04-05,2021,4,UAE_ECONOMY_GROWTH,ft.com,GLOBAL,Negative,-5.06,-1.5,9,7,-2.28,Verbal Conflict,0
GDELT-0043104,2020-02-08 03:41:00,2020-02-08,2020,2,DUBAI_INFRASTRUCTURE,arabianbusiness.com,AE,Positive,3.07,3.0,7,26,7.06,Material Cooperation,0
GDELT-0043105,2020-03-31 01:44:00,2020-03-31,2020,3,PROPTECH_UAE,propertyfinder.ae,AE,Positive,4.95,-3.5,73,10,2.37,Verbal Conflict,0
GDELT-0043106,2024-01-16 13:43:00,2024-01-16,2024,1,EXPO2020_DUBAI,ft.com,GLOBAL,Positive,5.03,-9.8,17,26,1.93,Verbal Cooperation,0
GDELT-0043107,2023-04-22 10:09:00,2023-04-22,2023,4,UAE_REAL_ESTATE_MARKET,propertymonitor.ae,AE,Positive,3.11,-7.3,96,22,0.31,Material Cooperation,1
GDELT-0043108,2021-10-06 18:06:00,2021-10-06,2021,10,UAE_FINTECH,bloomberg.com,GLOBAL,Neutral,0.03,-3.7,105,3,1.23,Material Cooperation,0
GDELT-0043109,2023-03-06 14:21:00,2023-03-06,2023,3,AFFORDABLE_HOUSING_UAE,khaleejtimes.com,GLOBAL,Positive,3.17,1.7,30,28,3.08,Material Cooperation,0
GDELT-0043110,2022-03-04 14:41:00,2022-03-04,2022,3,ARAMCO_UAE_OIL,cbre.ae,AE,Positive,4.67,-5.1,88,24,6.57,Verbal Cooperation,0
GDELT-0043111,2023-07-17 15:12:00,2023-07-17,2023,7,SUSTAINABLE_BUILDINGS_UAE,dxbinteract.com,GLOBAL,Positive,2.17,6.7,108,9,5.6,Verbal Cooperation,0
GDELT-0043112,2021-05-22 01:04:00,2021-05-22,2021,5,UAE_CRYPTO_REGULATION,arabianbusiness.com,AE,Positive,2.33,8.6,79,2,5.56,Verbal Cooperation,0
GDELT-0043113,2022-01-17 20:24:00,2022-01-17,2022,1,UAE_CRYPTO_REGULATION,dxbinteract.com,GLOBAL,Negative,-4.52,-3.5,45,25,-3.64,Material Cooperation,0
GDELT-0043114,2022-03-14 22:56:00,2022-03-14,2022,3,EXPO2020_DUBAI,khaleejtimes.com,GLOBAL,Neutral,-0.13,8.3,133,13,-2.32,Verbal Cooperation,0
GDELT-0043115,2020-01-15 02:41:00,2020-01-15,2020,1,GOLDEN_VISA_UAE,gulfnews.com,GLOBAL,Positive,3.08,-7.4,6,18,4.75,Verbal Cooperation,0
GDELT-0043116,2024-10-12 09:55:00,2024-10-12,2024,10,SUSTAINABLE_BUILDINGS_UAE,propertyfinder.ae,AE,Positive,1.9,0.4,32,9,4.37,Verbal Conflict,0
GDELT-0043117,2021-12-14 07:13:00,2021-12-14,2021,12,DUBAI_LUXURY_REAL_ESTATE,reuters.com,GLOBAL,Positive,1.5,-4.1,62,17,3.73,Verbal Cooperation,1
GDELT-0043118,2020-11-26 20:30:00,2020-11-26,2020,11,AFFORDABLE_HOUSING_UAE,reuters.com,GLOBAL,Neutral,1.46,-9.2,149,25,-3.51,Verbal Cooperation,0
GDELT-0043119,2020-11-22 09:47:00,2020-11-22,2020,11,OFFPLAN_SALES_UAE,ft.com,GLOBAL,Positive,4.38,4.6,134,12,-0.52,Verbal Cooperation,0
GDELT-0043120,2023-09-13 11:57:00,2023-09-13,2023,9,UAE_CRYPTO_REGULATION,aljazeera.com,GLOBAL,Positive,2.15,5.9,9,16,3.35,Verbal Cooperation,0
GDELT-0043121,2022-02-02 17:03:00,2022-02-02,2022,2,OFFPLAN_SALES_UAE,propertymonitor.ae,AE,Neutral,2.35,-2.6,56,29,1.78,Verbal Conflict,0
GDELT-0043122,2022-12-19 18:54:00,2022-12-19,2022,12,AFFORDABLE_HOUSING_UAE,cnbc.com,GLOBAL,Neutral,0.41,-8.0,59,20,-0.24,Material Cooperation,0
GDELT-0043123,2021-08-03 03:47:00,2021-08-03,2021,8,GOLDEN_VISA_UAE,ft.com,GLOBAL,Positive,3.18,3.2,79,12,3.74,Verbal Cooperation,0
GDELT-0043124,2023-03-14 12:57:00,2023-03-14,2023,3,DUBAI_LUXURY_REAL_ESTATE,propertyfinder.ae,AE,Negative,-3.21,1.5,88,28,-3.67,Verbal Conflict,1
GDELT-0043125,2024-04-01 05:10:00,2024-04-01,2024,4,OFFPLAN_SALES_UAE,bayut.com,GLOBAL,Positive,5.5,6.7,145,18,2.21,Verbal Cooperation,0
GDELT-0043126,2020-11-08 00:02:00,2020-11-08,2020,11,UAE_MORTGAGE_MARKET,cnbc.com,GLOBAL,Positive,3.87,0.2,75,15,5.33,Material Cooperation,0
GDELT-0043127,2020-05-08 21:55:00,2020-05-08,2020,5,UAE_REAL_ESTATE_MARKET,khaleejtimes.com,GLOBAL,Negative,-7.23,-4.5,12,23,-4.73,Verbal Cooperation,1
GDELT-0043128,2023-03-31 02:55:00,2023-03-31,2023,3,UAE_REAL_ESTATE_MARKET,bloomberg.com,GLOBAL,Positive,1.88,-0.4,50,15,1.21,Verbal Conflict,1
GDELT-0043129,2021-11-26 02:53:00,2021-11-26,2021,11,SUSTAINABLE_BUILDINGS_UAE,propertymonitor.ae,AE,Positive,4.79,1.1,87,26,3.81,Verbal Conflict,0
GDELT-0043130,2022-09-04 11:22:00,2022-09-04,2022,9,DUBAI_INFRASTRUCTURE,gulfnews.com,GLOBAL,Neutral,0.98,-7.9,28,12,0.31,Material Conflict,0
GDELT-0043131,2022-06-14 00:14:00,2022-06-14,2022,6,ARAMCO_UAE_OIL,arabianbusiness.com,AE,Positive,1.61,9.0,103,14,4.29,Verbal Conflict,0
GDELT-0043132,2020-09-17 17:59:00,2020-09-17,2020,9,UAE_ECONOMY_GROWTH,gulfnews.com,GLOBAL,Neutral,1.26,-2.7,105,11,1.8,Material Cooperation,0
GDELT-0043133,2022-11-05 00:43:00,2022-11-05,2022,11,DUBAI_PROPERTY_PRICES,zawya.com,AE,Neutral,1.31,-3.2,127,22,-0.4,Verbal Conflict,1
GDELT-0043134,2023-11-01 06:57:00,2023-11-01,2023,11,AFFORDABLE_HOUSING_UAE,gulfnews.com,GLOBAL,Negative,-5.6,7.7,8,26,-2.95,Verbal Cooperation,0
GDELT-0043135,2020-03-15 21:41:00,2020-03-15,2020,3,OFFPLAN_SALES_UAE,cnbc.com,GLOBAL,Positive,4.84,7.7,22,1,1.99,Verbal Cooperation,0
GDELT-0043136,2021-07-17 08:58:00,2021-07-17,2021,7,DUBAI_PROPERTY_PRICES,cbre.ae,AE,Positive,3.41,-4.4,18,28,5.13,Verbal Cooperation,1
GDELT-0043137,2022-04-04 09:20:00,2022-04-04,2022,4,DUBAI_RENTAL_MARKET,cbre.ae,AE,Neutral,-0.93,-9.5,76,2,-0.43,Verbal Cooperation,1
GDELT-0043138,2022-09-19 15:32:00,2022-09-19,2022,9,DUBAI_LUXURY_REAL_ESTATE,zawya.com,AE,Negative,-3.98,-4.1,24,19,-1.89,Verbal Conflict,1
GDELT-0043139,2020-05-28 05:49:00,2020-05-28,2020,5,UAE_MORTGAGE_MARKET,gulfnews.com,GLOBAL,Positive,2.46,3.0,140,23,5.84,Verbal Cooperation,0
GDELT-0043140,2020-04-23 16:49:00,2020-04-23,2020,4,DUBAI_RENTAL_MARKET,propertyfinder.ae,AE,Negative,-4.18,3.4,10,4,-8.08,Verbal Conflict,1
GDELT-0043141,2022-05-22 15:27:00,2022-05-22,2022,5,SUSTAINABLE_BUILDINGS_UAE,zawya.com,AE,Positive,1.9,-0.7,53,4,4.77,Verbal Cooperation,0
GDELT-0043142,2022-05-15 11:12:00,2022-05-15,2022,5,OFFPLAN_SALES_UAE,cnbc.com,GLOBAL,Positive,2.62,8.2,42,14,4.04,Verbal Cooperation,0
GDELT-0043143,2021-05-23 11:41:00,2021-05-23,2021,5,UAE_CRYPTO_REGULATION,ft.com,GLOBAL,Negative,-5.4,-5.9,14,19,-8.65,Verbal Conflict,0
GDELT-0043144,2020-10-04 15:37:00,2020-10-04,2020,10,UAE_CRYPTO_REGULATION,arabianbusiness.com,AE,Positive,3.56,-6.4,47,29,5.63,Verbal Conflict,0
GDELT-0043145,2023-06-10 13:23:00,2023-06-10,2023,6,UAE_MORTGAGE_MARKET,cnbc.com,GLOBAL,Positive,4.38,-3.8,6,19,2.12,Verbal Cooperation,0
GDELT-0043146,2024-03-12 04:44:00,2024-03-12,2024,3,ARAMCO_UAE_OIL,cnbc.com,GLOBAL,Neutral,-0.33,-9.6,28,27,0.64,Verbal Conflict,0
GDELT-0043147,2023-09-29 08:10:00,2023-09-29,2023,9,AFFORDABLE_HOUSING_UAE,cnbc.com,GLOBAL,Neutral,0.64,-9.5,135,9,2.02,Verbal Cooperation,0
GDELT-0043148,2024-02-01 20:54:00,2024-02-01,2024,2,DUBAI_TOURISM,bayut.com,GLOBAL,Neutral,-3.59,6.0,24,16,-4.38,Verbal Cooperation,0
GDELT-0043149,2024-06-21 17:13:00,2024-06-21,2024,6,UAE_REAL_ESTATE_MARKET,bloomberg.com,GLOBAL,Negative,-3.62,3.8,27,12,-2.12,Verbal Cooperation,1
GDELT-0043150,2023-04-05 09:38:00,2023-04-05,2023,4,UAE_FINTECH,aljazeera.com,GLOBAL,Positive,4.44,3.8,22,12,8.11,Material Cooperation,0
GDELT-0043151,2020-06-08 21:30:00,2020-06-08,2020,6,DUBAI_INFRASTRUCTURE,arabianbusiness.com,AE,Negative,-4.04,-9.2,99,25,-2.84,Verbal Conflict,0
GDELT-0043152,2022-08-07 19:21:00,2022-08-07,2022,8,UAE_MORTGAGE_MARKET,propertyfinder.ae,AE,Positive,4.54,0.5,36,11,4.33,Material Cooperation,0
GDELT-0043153,2020-03-31 20:36:00,2020-03-31,2020,3,DUBAI_LUXURY_REAL_ESTATE,propertymonitor.ae,AE,Positive,3.21,-6.4,37,11,1.33,Verbal Conflict,1
GDELT-0043154,2022-07-14 19:05:00,2022-07-14,2022,7,UAE_ECONOMY_GROWTH,ft.com,GLOBAL,Negative,-2.41,0.7,76,7,-4.74,Verbal Cooperation,0
GDELT-0043155,2020-04-27 10:10:00,2020-04-27,2020,4,ARAMCO_UAE_OIL,aljazeera.com,GLOBAL,Positive,2.08,1.0,47,28,5.52,Material Conflict,0
GDELT-0043156,2023-09-03 00:30:00,2023-09-03,2023,9,ARAMCO_UAE_OIL,thenationalnews.com,GLOBAL,Positive,5.72,7.3,45,30,1.9,Verbal Cooperation,0
GDELT-0043157,2020-05-19 17:55:00,2020-05-19,2020,5,DUBAI_PROPERTY_PRICES,dxbinteract.com,GLOBAL,Positive,3.86,-0.1,148,2,1.61,Verbal Cooperation,1
GDELT-0043158,2020-04-18 23:59:00,2020-04-18,2020,4,DUBAI_RENTAL_MARKET,zawya.com,AE,Positive,3.31,-3.8,146,5,1.37,Verbal Cooperation,1
GDELT-0043159,2021-11-08 04:25:00,2021-11-08,2021,11,DUBAI_INFRASTRUCTURE,khaleejtimes.com,GLOBAL,Positive,1.98,-6.7,92,21,3.9,Verbal Cooperation,0
GDELT-0043160,2020-07-18 01:49:00,2020-07-18,2020,7,DLD_TRANSACTIONS,propertyfinder.ae,AE,Positive,4.4,0.7,146,9,5.21,Verbal Cooperation,1
GDELT-0043161,2024-03-14 02:53:00,2024-03-14,2024,3,ARAMCO_UAE_OIL,cnbc.com,GLOBAL,Positive,3.54,0.7,25,25,5.12,Verbal Conflict,0
GDELT-0043162,2021-06-09 22:01:00,2021-06-09,2021,6,REITS_UAE,thenationalnews.com,GLOBAL,Positive,1.62,7.4,134,16,2.15,Material Cooperation,0
GDELT-0043163,2022-11-09 16:47:00,2022-11-09,2022,11,UAE_REAL_ESTATE_MARKET,arabianbusiness.com,AE,Positive,4.21,7.8,117,22,5.77,Verbal Cooperation,1
GDELT-0043164,2023-09-04 16:35:00,2023-09-04,2023,9,DUBAI_INFRASTRUCTURE,zawya.com,AE,Positive,4.87,-0.5,82,29,1.68,Material Cooperation,0
