record_id,record_date,year,month,emirate,city,locality,property_type,property_category,bedrooms,avg_annual_rent_aed,avg_monthly_rent_aed,avg_rent_per_sqft_aed,gross_rental_yield_pct,property_value_estimate_aed,vacancy_rate_pct,str_occupancy_rate_pct,str_adr_aed,str_revpar_aed,ejari_registrations,rera_standard_rent_aed,rent_increase_pct_yoy,demand_supply_ratio,new_rental_listings
RNT004378,2025-07-01,2025,7,Sharjah,Sharjah,Al Nahda,Apartment,Mid-Market,Studio,151725,12643,54.47,6.074,2497816,16.27,63.9,1187,758,218,154566,8.72,1.341,81
RNT004379,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Al Raha Beach,Studio,Affordable,1BR,98296,8191,39.83,5.962,1648823,10.76,73.5,660,485,30,98371,3.33,0.948,61
RNT004380,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Al Reef,Townhouse,Luxury,1BR,265097,22091,282.63,4.703,5636223,16.36,63.1,1903,1200,221,273867,5.38,1.321,9
RNT004381,2025-07-01,2025,7,Sharjah,Sharjah,Al Khan,Apartment,Premium,3BR,438240,36520,176.56,6.022,7277343,10.11,74.6,2895,2159,30,430958,6.98,0.794,21
RNT004382,2025-07-01,2025,7,Dubai,Dubai,JBR,Apartment,Ultra-Luxury,1BR,1947993,162332,692.72,4.234,46011901,9.06,65.0,11305,7348,24,2021102,5.66,0.712,3
RNT004383,2025-07-01,2025,7,Sharjah,Sharjah,Al Majaz,Studio,Mid-Market,4BR,154496,12874,64.84,6.162,2507072,19.77,73.4,1016,745,517,143117,1.7,0.828,17
RNT004384,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Affordable,1BR,40422,3368,23.05,7.032,574854,16.27,67.9,302,205,130,38708,4.99,1.532,0
RNT004385,2025-07-01,2025,7,Dubai,Dubai,Dubai Creek Harbour,Studio,Luxury,1BR,267121,22260,193.23,5.866,4553914,15.63,70.5,2102,1481,38,241889,9.66,1.096,23
RNT004386,2025-07-01,2025,7,Dubai,Dubai,Arabian Ranches,Villa,Mid-Market,5BR+,79972,6664,74.45,6.297,1269913,20.56,66.5,481,319,180,78795,7.35,1.068,27
RNT004387,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,3BR,145592,12132,89.76,6.374,2284175,20.12,80.6,1076,867,18,150405,4.42,1.393,25
RNT004388,2025-07-01,2025,7,Sharjah,Sharjah,Al Nahda,Apartment,Mid-Market,1BR,156734,13061,73.37,6.078,2578871,7.08,69.5,821,570,308,141383,4.62,0.929,2
RNT004389,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Masdar City,Villa,Premium,Studio,152136,12678,125.51,5.538,2747243,11.76,75.5,1147,865,197,144601,6.45,0.761,17
RNT004390,2025-07-01,2025,7,Dubai,Dubai,JBR,Villa,Mid-Market,2BR,179854,14987,86.45,6.826,2634695,19.4,61.8,1401,865,113,176356,7.3,0.841,24
RNT004391,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Masdar City,Townhouse,Mid-Market,4BR,200641,16720,85.05,6.171,3251461,7.11,59.8,1549,926,20,201373,4.31,1.122,1
RNT004392,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Affordable,Studio,42437,3536,23.68,6.231,681098,20.33,80.2,266,213,21,43965,10.4,1.392,14
RNT004393,2025-07-01,2025,7,Dubai,Dubai,Motor City,Studio,Mid-Market,3BR,111418,9284,65.95,7.142,1560111,20.17,75.3,612,460,76,116125,7.05,0.71,0
RNT004394,2025-07-01,2025,7,Dubai,Dubai,Motor City,Apartment,Mid-Market,3BR,90530,7544,100.21,7.247,1249153,19.43,70.4,710,499,91,92531,3.59,1.114,23
RNT004395,2025-07-01,2025,7,Dubai,Dubai,Dubai Marina,Apartment,Affordable,1BR,153942,12828,55.9,6.912,2227109,16.32,79.2,1214,961,52,146235,9.52,1.07,1
RNT004396,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Al Reef,Apartment,Affordable,Studio,80250,6687,45.59,6.71,1196052,10.2,81.8,516,422,60,73765,7.82,1.531,35
RNT004397,2025-07-01,2025,7,Dubai,Dubai,Al Furjan,Apartment,Affordable,3BR,116688,9724,51.28,8.15,1431671,18.57,58.6,780,457,80,114658,10.45,1.503,27
RNT004398,2025-07-01,2025,7,Dubai,Dubai,Arabian Ranches,Apartment,Affordable,2BR,115448,9620,44.51,7.208,1601608,17.64,78.5,1009,792,26,115867,11.04,0.879,269
RNT004399,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Al Ghadeer,Studio,Luxury,3BR,245561,20463,166.1,5.352,4588200,15.04,80.6,1958,1578,42,223607,5.25,1.373,2
RNT004400,2025-07-01,2025,7,Dubai,Dubai,Business Bay,Apartment,Mid-Market,3BR,204885,17073,78.09,6.515,3144795,6.65,60.9,1406,856,450,195082,1.39,1.33,126
RNT004401,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Premium,2BR,285442,23786,169.16,5.951,4796496,14.31,79.0,1565,1236,218,263719,12.83,1.094,109
RNT004402,2025-07-01,2025,7,Dubai,Dubai,JVC,Apartment,Mid-Market,1BR,210448,17537,70.35,7.403,2842614,14.42,60.2,1672,1006,313,203844,5.76,1.157,18
RNT004403,2025-07-01,2025,7,Abu Dhabi,Abu Dhabi,Al Shamkha,Villa,Mid-Market,2BR,131023,10918,85.89,6.051,2165399,17.92,61.6,895,551,97,123297,1.61,1.431,49
RNT004404,2025-07-01,2025,7,Sharjah,Sharjah,Al Taawun,Apartment,Luxury,2BR,344133,28677,167.85,4.559,7548138,6.05,62.1,1952,1212,15,357674,2.11,0.723,49
RNT004405,2025-07-01,2025,7,Sharjah,Sharjah,Al Nahda,Apartment,Premium,2BR,153070,12755,98.2,5.79,2643711,11.38,64.7,1336,864,188,143062,6.43,1.593,2
RNT004406,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Yas Island,Townhouse,Mid-Market,1BR,60680,5056,53.73,5.999,1011438,17.02,80.4,307,246,43,55509,5.92,1.316,23
RNT004407,2025-08-01,2025,8,Dubai,Dubai,Dubai Marina,Villa,Premium,1BR,109350,9112,195.68,6.774,1614275,21.74,66.1,784,518,138,109972,5.43,1.016,114
RNT004408,2025-08-01,2025,8,Dubai,Dubai,JBR,Apartment,Mid-Market,2BR,172203,14350,67.39,6.393,2693646,16.09,73.4,1022,750,42,177519,8.9,1.059,35
RNT004409,2025-08-01,2025,8,Dubai,Dubai,Dubai Marina,Apartment,Mid-Market,2BR,155357,12946,69.91,6.722,2311118,15.02,64.3,1328,853,78,143218,5.52,0.895,137
RNT004410,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Ultra-Luxury,2BR,1035108,86259,516.95,3.823,27074602,19.86,64.3,7876,5064,215,1048593,0.97,1.412,4
RNT004411,2025-08-01,2025,8,Dubai,Dubai,Dubai Marina,Studio,Mid-Market,Studio,207285,17273,93.94,7.147,2900444,11.05,76.8,1792,1376,9,189974,3.83,0.905,43
RNT004412,2025-08-01,2025,8,Dubai,Dubai,Discovery Gardens,Apartment,Mid-Market,1BR,141532,11794,99.69,7.283,1943352,21.47,72.4,1129,817,24,138999,9.57,1.157,76
RNT004413,2025-08-01,2025,8,Dubai,Dubai,Palm Jumeirah,Apartment,Luxury,2BR,907983,75665,345.13,5.802,15649544,19.43,70.3,7239,5089,163,940363,10.91,1.534,51
RNT004414,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Al Reem Island,Villa,Ultra-Luxury,1BR,475968,39664,456.48,4.103,11601441,7.98,76.3,3343,2550,350,453031,2.71,1.169,2
RNT004415,2025-08-01,2025,8,Dubai,Dubai,Business Bay,Townhouse,Mid-Market,1BR,229742,19145,98.78,7.609,3019432,15.44,75.7,1484,1123,79,227110,3.77,0.865,81
RNT004416,2025-08-01,2025,8,Dubai,Dubai,Al Furjan,Apartment,Mid-Market,2BR,211336,17611,79.62,7.426,2845989,17.37,56.6,1493,845,25,196512,3.35,0.869,61
RNT004417,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Yas Acres,Townhouse,Mid-Market,Studio,158355,13196,59.31,5.822,2720101,6.77,56.5,884,499,45,156394,6.23,1.409,1
RNT004418,2025-08-01,2025,8,Dubai,Dubai,Al Furjan,Studio,Mid-Market,2BR,67855,5654,80.64,6.352,1068322,17.46,59.6,389,231,63,63527,8.83,1.114,56
RNT004419,2025-08-01,2025,8,Dubai,Dubai,Motor City,Apartment,Premium,1BR,118507,9875,87.5,5.625,2106929,12.42,63.8,1041,664,69,119643,9.31,1.428,24
RNT004420,2025-08-01,2025,8,Dubai,Dubai,JVC,Villa,Mid-Market,2BR,181062,15088,74.42,6.712,2697795,15.31,72.1,1340,966,30,166924,4.54,1.396,33
RNT004421,2025-08-01,2025,8,Sharjah,Sharjah,Al Khan,Apartment,Luxury,3BR,122563,10213,165.71,4.587,2671975,14.49,59.2,809,478,249,115768,5.4,1.221,20
RNT004422,2025-08-01,2025,8,Dubai,Dubai,Dubai Marina,Apartment,Affordable,1BR,94851,7904,34.19,6.506,1458012,12.51,80.0,840,672,5,98979,7.71,1.204,53
RNT004423,2025-08-01,2025,8,Dubai,Dubai,Palm Jumeirah,Villa,Affordable,Studio,120383,10031,59.51,7.881,1527529,5.31,80.1,962,770,125,112742,5.24,0.719,130
RNT004424,2025-08-01,2025,8,Dubai,Dubai,DAMAC Hills,Apartment,Mid-Market,3BR,68774,5731,90.93,6.837,1005875,17.61,60.9,413,251,141,70186,5.95,0.787,18
RNT004425,2025-08-01,2025,8,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Affordable,5BR+,135572,11297,46.84,6.288,2156098,13.85,55.2,988,545,133,138228,6.48,1.548,0
RNT004426,2025-08-01,2025,8,Sharjah,Sharjah,Al Majaz,Studio,Mid-Market,3BR,37304,3108,64.83,5.924,629714,18.27,64.3,317,203,124,36260,8.79,1.333,102
RNT004427,2025-08-01,2025,8,Dubai,Dubai,Palm Jumeirah,Townhouse,Affordable,1BR,53463,4455,45.54,7.26,736455,17.5,64.8,358,231,94,55811,4.59,1.488,68
RNT004428,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Premium,2BR,86340,7195,104.79,5.733,1506146,11.4,67.0,445,298,57,81553,7.79,0.956,135
RNT004429,2025-08-01,2025,8,Dubai,Dubai,Business Bay,Apartment,Premium,1BR,235876,19656,136.53,6.255,3771011,16.17,79.9,2073,1656,119,220803,3.71,0.796,68
RNT004430,2025-08-01,2025,8,Sharjah,Sharjah,Muwaileh,Apartment,Luxury,3BR,390796,32566,175.35,5.319,7347505,20.01,81.0,2141,1734,56,366005,7.3,1.548,65
RNT004431,2025-08-01,2025,8,Sharjah,Sharjah,Al Nahda,Apartment,Mid-Market,1BR,57811,4817,58.42,6.7,862845,16.34,58.4,431,251,214,58655,6.31,1.309,11
RNT004432,2025-08-01,2025,8,Dubai,Dubai,Al Barsha,Studio,Premium,1BR,142106,11842,104.95,5.845,2431327,5.8,67.8,775,525,54,129198,11.03,1.274,0
RNT004433,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Saadiyat Island,Townhouse,Luxury,1BR,275679,22973,221.11,4.944,5576506,21.55,71.5,1520,1086,60,269502,2.96,0.778,39
RNT004434,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Mid-Market,2BR,84877,7073,55.99,6.203,1368302,17.56,57.7,570,328,31,81419,6.44,1.392,16
RNT004435,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Al Raha Beach,Studio,Luxury,1BR,595843,49653,213.31,4.701,12673668,5.68,64.3,4765,3063,7,586417,5.42,1.424,155
RNT004436,2025-08-01,2025,8,Dubai,Dubai,JVC,Villa,Affordable,3BR,15746,1312,21.12,6.863,229442,16.88,57.9,91,52,124,14173,7.92,1.414,49
RNT004437,2025-08-01,2025,8,Dubai,Dubai,Motor City,Apartment,Mid-Market,Studio,248466,20705,91.59,7.102,3498435,16.73,79.0,1556,1229,112,227540,7.45,1.126,15
RNT004438,2025-08-01,2025,8,Dubai,Dubai,MBR City,Townhouse,Affordable,Studio,68564,5713,40.97,8.034,853471,21.5,71.8,460,330,146,62390,7.23,0.907,12
RNT004439,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Corniche,Villa,Mid-Market,2BR,90926,7577,62.18,6.066,1499062,16.16,66.0,478,315,104,89448,-3.27,0.84,40
RNT004440,2025-08-01,2025,8,Sharjah,Sharjah,Al Taawun,Townhouse,Ultra-Luxury,1BR,958563,79880,357.14,3.845,24928389,20.84,61.4,6456,3963,25,989225,4.97,1.341,1
RNT004441,2025-08-01,2025,8,Dubai,Dubai,Dubai Hills Estate,Apartment,Premium,4BR,253373,21114,98.79,5.96,4251368,5.49,69.4,2186,1517,377,265348,3.39,1.357,19
RNT004442,2025-08-01,2025,8,Dubai,Dubai,Palm Jumeirah,Apartment,Luxury,1BR,500062,41671,185.36,5.261,9504749,10.54,72.6,3457,2509,127,451282,7.33,0.879,0
RNT004443,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Yas Acres,Villa,Mid-Market,1BR,131002,10916,61.05,6.12,2140540,18.61,65.5,810,530,648,123152,5.4,0.776,93
RNT004444,2025-08-01,2025,8,Abu Dhabi,Abu Dhabi,Yas Island,Studio,Affordable,1BR,56056,4671,32.7,7.381,759480,7.25,66.0,347,229,0,55318,7.57,1.462,6
RNT004445,2025-08-01,2025,8,Dubai,Dubai,MBR City,Apartment,Luxury,1BR,139080,11590,241.97,5.591,2487596,10.14,68.6,1086,744,342,141680,2.82,0.897,22
RNT004446,2025-08-01,2025,8,Dubai,Dubai,Arabian Ranches,Villa,Premium,Studio,355697,29641,150.51,6.387,5569071,17.7,63.1,2457,1550,325,330225,6.56,0.799,38
RNT004447,2025-08-01,2025,8,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Apartment,Premium,Studio,258603,21550,94.18,5.372,4813522,11.26,75.8,2017,1528,139,262257,3.54,1.599,5
RNT004448,2025-08-01,2025,8,Sharjah,Sharjah,Al Nahda,Apartment,Ultra-Luxury,2BR,975810,81317,382.58,3.818,25559714,8.37,58.6,8590,5033,5,878668,4.44,0.808,15
RNT004449,2025-08-01,2025,8,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Apartment,Premium,2BR,111452,9287,99.21,4.518,2466627,9.8,59.0,909,536,34,113726,8.55,1.422,14
RNT004450,2025-08-01,2025,8,Sharjah,Sharjah,Al Khan,Villa,Premium,1BR,213583,17798,123.64,6.374,3350738,16.06,80.7,1493,1204,37,195092,4.29,1.283,4
RNT004451,2025-08-01,2025,8,Sharjah,Sharjah,Al Taawun,Villa,Affordable,3BR,48185,4015,54.71,6.669,722524,11.97,56.1,401,224,103,48872,4.57,1.353,8
RNT004452,2025-08-01,2025,8,Dubai,Dubai,Al Furjan,Studio,Mid-Market,Studio,69833,5819,96.42,7.666,910978,12.3,56.9,511,290,79,70805,9.47,1.559,0
RNT004453,2025-08-01,2025,8,Dubai,Dubai,MBR City,Apartment,Premium,3BR,336927,28077,125.45,6.176,5455629,11.69,80.5,1930,1553,207,340615,7.08,1.46,13
RNT004454,2025-08-01,2025,8,Dubai,Dubai,JBR,Apartment,Premium,2BR,445557,37129,162.77,5.868,7593642,9.59,74.7,2346,1752,70,442229,5.2,1.522,57
RNT004455,2025-08-01,2025,8,Dubai,Dubai,Downtown Dubai,Studio,Premium,1BR,472703,39391,185.77,6.237,7578924,9.85,79.1,3742,2959,113,488051,7.22,1.468,23
RNT004456,2025-08-01,2025,8,Dubai,Dubai,Sports City,Studio,Affordable,3BR,50099,4174,45.88,6.676,750413,8.82,56.4,326,183,522,52269,13.26,1.055,5
RNT004457,2025-08-01,2025,8,Dubai,Dubai,Al Barsha,Apartment,Mid-Market,1BR,150743,12561,92.34,6.373,2365240,6.53,78.0,1133,883,58,153496,6.33,0.783,34
RNT004458,2025-08-01,2025,8,Dubai,Dubai,Sports City,Villa,Premium,3BR,243558,20296,128.27,5.915,4117433,6.74,59.7,1256,749,276,229507,10.13,1.357,0
RNT004459,2025-09-01,2025,9,Dubai,Dubai,Motor City,Apartment,Premium,1BR,206129,17177,156.76,6.344,3249195,19.37,61.1,1304,796,43,211365,3.53,1.584,13
RNT004460,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Affordable,1BR,91245,7603,57.81,6.87,1328223,21.3,78.2,765,598,93,94981,9.45,1.578,5
RNT004461,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Mid-Market,2BR,163874,13656,58.31,5.382,3044975,18.72,58.2,869,505,837,160121,1.18,0.708,39
RNT004462,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Luxury,Studio,402122,33510,287.5,4.411,9116666,15.32,80.9,3227,2610,221,372221,6.0,0.905,0
RNT004463,2025-09-01,2025,9,Dubai,Dubai,Sports City,Townhouse,Affordable,4BR,58723,4893,29.71,7.283,806363,6.47,63.1,369,232,56,60906,2.61,0.935,74
RNT004464,2025-09-01,2025,9,Sharjah,Sharjah,Al Taawun,Apartment,Affordable,1BR,34528,2877,48.7,6.23,554212,8.0,77.0,255,196,11,34861,3.09,1.037,58
RNT004465,2025-09-01,2025,9,Dubai,Dubai,Dubai South,Townhouse,Mid-Market,1BR,221967,18497,95.2,7.54,2943706,20.36,74.4,1239,921,313,229864,14.37,0.709,22
RNT004466,2025-09-01,2025,9,Sharjah,Sharjah,Al Nahda,Townhouse,Affordable,Studio,139750,11645,62.52,7.882,1773137,7.84,76.0,1150,874,16,129292,5.31,1.079,38
RNT004467,2025-09-01,2025,9,Dubai,Dubai,Al Furjan,Townhouse,Mid-Market,2BR,115931,9660,85.94,6.712,1727241,5.66,63.1,927,584,109,112854,6.02,1.385,23
RNT004468,2025-09-01,2025,9,Dubai,Dubai,Al Barsha,Studio,Mid-Market,1BR,194127,16177,67.7,7.092,2737169,11.44,68.3,1720,1174,34,188033,4.1,0.876,28
RNT004469,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,4BR,142225,11852,58.56,6.514,2183254,10.16,77.4,1248,965,128,132891,9.41,0.869,131
RNT004470,2025-09-01,2025,9,Dubai,Dubai,Dubai Marina,Apartment,Premium,Studio,191464,15955,89.58,5.961,3211721,13.2,56.7,1394,790,207,181943,9.95,1.181,63
RNT004471,2025-09-01,2025,9,Dubai,Dubai,JVC,Apartment,Premium,2BR,255417,21284,167.92,5.981,4270829,5.98,78.8,1811,1427,45,253343,8.3,1.567,11
RNT004472,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Mid-Market,3BR,103501,8625,59.78,5.375,1925456,10.73,73.5,853,626,91,106071,7.26,1.017,61
RNT004473,2025-09-01,2025,9,Dubai,Dubai,Dubai South,Apartment,Mid-Market,4BR,260019,21668,95.06,7.633,3406463,17.05,57.8,2072,1197,134,252122,5.66,0.799,21
RNT004474,2025-09-01,2025,9,Dubai,Dubai,MBR City,Studio,Affordable,1BR,100674,8389,60.81,7.293,1380519,10.33,64.2,808,518,80,93740,6.11,0.705,74
RNT004475,2025-09-01,2025,9,Dubai,Dubai,Meydan,Townhouse,Premium,1BR,332644,27720,173.11,6.714,4954791,18.75,81.7,1771,1446,169,329877,6.11,1.495,45
RNT004476,2025-09-01,2025,9,Sharjah,Sharjah,Al Taawun,Studio,Affordable,2BR,118886,9907,54.67,7.208,1649396,7.12,67.0,995,666,58,122455,6.31,1.457,18
RNT004477,2025-09-01,2025,9,Dubai,Dubai,Dubai Marina,Apartment,Mid-Market,1BR,177502,14791,99.07,7.656,2318589,21.98,74.8,905,676,145,160110,6.49,1.578,84
RNT004478,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Corniche,Townhouse,Mid-Market,Studio,125535,10461,65.15,6.609,1899345,13.69,78.2,849,663,235,120421,7.29,1.417,55
RNT004479,2025-09-01,2025,9,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Apartment,Affordable,2BR,41484,3457,24.65,6.098,680249,18.57,71.1,214,152,27,42278,4.78,1.203,80
RNT004480,2025-09-01,2025,9,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Villa,Ultra-Luxury,2BR,411388,34282,335.25,3.139,13104579,14.82,80.7,2160,1743,190,372490,-1.02,1.229,62
RNT004481,2025-09-01,2025,9,Dubai,Dubai,JBR,Townhouse,Premium,2BR,79260,6605,112.83,6.547,1210595,18.11,72.5,528,382,13,73980,12.06,1.439,12
RNT004482,2025-09-01,2025,9,Dubai,Dubai,Arabian Ranches,Villa,Mid-Market,1BR,170228,14185,75.43,7.335,2320716,18.68,69.8,1441,1005,241,160016,5.19,1.448,171
RNT004483,2025-09-01,2025,9,Dubai,Dubai,JVC,Apartment,Mid-Market,2BR,143026,11918,72.83,6.312,2265911,16.37,65.4,776,507,32,131232,6.66,1.182,31
RNT004484,2025-09-01,2025,9,Sharjah,Sharjah,Al Khan,Townhouse,Mid-Market,3BR,105689,8807,51.17,5.989,1764747,16.34,60.0,634,380,76,104379,10.72,0.846,174
RNT004485,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Al Reem Island,Villa,Luxury,1BR,789895,65824,278.76,5.302,14897457,14.14,59.8,4143,2477,424,761176,7.16,1.381,29
RNT004486,2025-09-01,2025,9,Dubai,Dubai,Dubai Hills Estate,Studio,Mid-Market,4BR,102102,8508,71.37,6.581,1551447,10.99,59.4,782,464,34,105464,8.4,1.443,38
RNT004487,2025-09-01,2025,9,Dubai,Dubai,JVC,Apartment,Affordable,1BR,37227,3102,47.36,6.786,548633,17.09,59.2,262,155,25,33730,7.1,1.483,88
RNT004488,2025-09-01,2025,9,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Mid-Market,Studio,64333,5361,76.18,5.564,1156337,5.16,58.9,511,300,223,58661,1.74,1.055,35
RNT004489,2025-09-01,2025,9,Dubai,Dubai,Motor City,Apartment,Premium,3BR,241197,20099,192.91,6.709,3595391,16.26,77.2,1976,1525,90,219767,5.52,0.711,55
RNT004490,2025-09-01,2025,9,Sharjah,Sharjah,Muwaileh,Apartment,Premium,5BR+,83905,6992,90.5,5.467,1534689,20.44,59.0,698,411,12,77578,4.52,1.362,89
RNT004491,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Mid-Market,1BR,62741,5228,58.13,5.834,1075484,5.5,75.1,356,267,129,59489,2.47,1.023,47
RNT004492,2025-09-01,2025,9,Dubai,Dubai,Al Barsha,Apartment,Mid-Market,Studio,133893,11157,75.05,7.29,1836641,12.51,66.0,831,548,143,125356,9.67,1.352,1
RNT004493,2025-09-01,2025,9,Dubai,Dubai,Sports City,Apartment,Affordable,Studio,81070,6755,48.53,7.611,1065169,10.13,60.4,585,353,219,82165,5.03,1.599,12
RNT004494,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Affordable,2BR,40287,3357,57.44,7.313,550925,14.58,75.5,228,172,35,39612,3.29,1.029,51
RNT004495,2025-09-01,2025,9,Sharjah,Sharjah,Al Majaz,Apartment,Affordable,4BR,56310,4692,38.82,7.436,757251,14.0,60.1,373,224,128,51587,5.61,0.764,2
RNT004496,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Mid-Market,1BR,61929,5160,56.26,6.277,986565,14.94,68.6,472,323,54,64698,1.96,0.741,23
RNT004497,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Al Raha Beach,Villa,Affordable,1BR,35777,2981,26.59,6.597,542292,14.73,79.7,300,239,77,33071,-0.42,0.852,11
RNT004498,2025-09-01,2025,9,Dubai,Dubai,Meydan,Apartment,Luxury,4BR,806870,67239,372.07,5.855,13781518,6.98,67.6,4739,3203,50,772205,10.61,1.241,0
RNT004499,2025-09-01,2025,9,Dubai,Dubai,Dubai Hills Estate,Apartment,Mid-Market,3BR,82767,6897,102.56,6.934,1193618,16.82,56.1,712,399,163,75502,7.47,1.237,0
RNT004500,2025-09-01,2025,9,Dubai,Dubai,DAMAC Hills,Studio,Luxury,2BR,397640,33136,338.53,5.064,7852167,12.87,58.5,3488,2040,30,390333,4.06,0.953,34
RNT004501,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Yas Acres,Townhouse,Luxury,Studio,301155,25096,229.58,4.804,6268696,14.98,76.1,2305,1754,169,272131,5.96,1.183,3
RNT004502,2025-09-01,2025,9,Dubai,Dubai,Dubai Hills Estate,Apartment,Mid-Market,5BR+,184834,15402,108.01,7.215,2561723,10.96,66.2,1333,882,13,167735,9.11,1.297,76
RNT004503,2025-09-01,2025,9,Dubai,Dubai,Palm Jumeirah,Villa,Ultra-Luxury,4BR,886677,73889,560.47,4.562,19436370,6.08,55.2,5668,3128,88,919976,8.6,1.3,167
RNT004504,2025-09-01,2025,9,Dubai,Dubai,Dubai Creek Harbour,Villa,Mid-Market,1BR,180565,15047,113.05,7.588,2379555,12.54,55.1,931,512,4,175876,4.03,0.985,8
RNT004505,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,4BR,249018,20751,94.89,6.583,3782815,12.23,65.2,1475,961,230,238314,11.17,0.951,20
RNT004506,2025-09-01,2025,9,Dubai,Dubai,Motor City,Villa,Affordable,5BR+,175695,14641,65.15,8.152,2155168,10.41,71.2,1309,932,17,179694,6.23,0.902,75
RNT004507,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Al Reem Island,Villa,Mid-Market,1BR,208451,17370,73.98,6.599,3158714,5.87,69.6,1750,1218,152,198975,12.42,1.263,9
RNT004508,2025-09-01,2025,9,Dubai,Dubai,Dubai Creek Harbour,Apartment,Luxury,3BR,729610,60800,332.56,6.155,11853476,8.13,79.7,5862,4672,244,730730,6.4,1.101,87
RNT004509,2025-09-01,2025,9,Dubai,Dubai,Dubai Marina,Apartment,Mid-Market,2BR,152007,12667,93.66,7.005,2169996,7.1,74.0,903,668,72,156801,6.12,1.548,47
RNT004510,2025-09-01,2025,9,Dubai,Dubai,Downtown Dubai,Apartment,Ultra-Luxury,1BR,2123170,176930,715.33,4.748,44720848,15.25,66.4,17559,11659,292,1980861,8.85,0.998,41
RNT004511,2025-09-01,2025,9,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Mid-Market,3BR,60592,5049,63.05,5.593,1083408,20.29,79.3,404,320,148,60585,10.36,1.377,0
RNT004512,2025-09-01,2025,9,Abu Dhabi,Abu Dhabi,Al Reef,Apartment,Luxury,2BR,649818,54151,232.88,4.996,13006149,20.77,56.2,4935,2773,39,587303,8.53,1.012,43
RNT004513,2025-10-01,2025,10,Dubai,Dubai,Downtown Dubai,Apartment,Premium,1BR,61069,5089,120.01,5.722,1067298,17.33,65.9,527,347,34,55588,4.19,1.41,132
RNT004514,2025-10-01,2025,10,Dubai,Dubai,JVC,Apartment,Mid-Market,1BR,102721,8560,62.81,6.204,1655830,9.85,81.3,831,675,17,95125,5.03,1.459,0
RNT004515,2025-10-01,2025,10,Dubai,Dubai,Business Bay,Townhouse,Affordable,3BR,82684,6890,32.03,7.071,1169362,19.49,65.8,716,471,106,76963,7.98,0.89,12
RNT004516,2025-10-01,2025,10,Dubai,Dubai,Business Bay,Villa,Ultra-Luxury,4BR,652006,54333,300.54,4.185,15577866,17.01,60.3,3755,2264,150,623734,1.64,1.149,20
