contract_id,contract_date,year,month,area,bedrooms,property_type,annual_rent_aed,monthly_rent_aed,contract_duration_months,payment_frequency,is_renewal,tenant_nationality
RERA-2024-0011220,2024-12-09,2024,12,Deira,2,Apartment,82672,6889,6,Annual,True,India
RERA-2024-0011221,2024-01-13,2024,1,Palm Jumeirah,1,Apartment,158608,13217,24,Quarterly,True,UAE
RERA-2024-0011222,2024-07-10,2024,7,Dubai Marina,1,Apartment,129505,10792,12,Bi-annual,False,Other
RERA-2024-0011223,2024-01-08,2024,1,DIFC,1,Apartment,173483,14457,12,Annual,False,Other
RERA-2024-0011224,2024-04-01,2024,4,Palm Jumeirah,1,Apartment,171372,14281,24,Quarterly,False,Other
RERA-2024-0011225,2024-11-20,2024,11,JVC,3,Apartment,170734,14228,12,Annual,False,UK
RERA-2024-0011226,2024-07-24,2024,7,Business Bay,2,Apartment,156044,13004,6,Monthly,False,India
RERA-2024-0011227,2024-08-12,2024,8,International City,2,Apartment,65315,5443,12,Annual,True,Other
RERA-2024-0011228,2024-11-19,2024,11,DIFC,3,Apartment,378048,31504,24,Bi-annual,False,Pakistan
RERA-2024-0011229,2024-04-09,2024,4,Town Square,3,Apartment,124319,10360,12,Annual,False,Other
RERA-2024-0011230,2024-10-18,2024,10,DIFC,2,Apartment,223290,18608,6,Quarterly,False,Egypt
RERA-2024-0011231,2024-05-15,2024,5,DIFC,2,Apartment,223135,18595,12,Annual,True,UAE
RERA-2024-0011232,2024-09-15,2024,9,Town Square,1,Apartment,58681,4890,12,Bi-annual,False,UAE
RERA-2024-0011233,2024-09-19,2024,9,International City,0,Apartment,23775,1981,24,Annual,False,Egypt
RERA-2024-0011234,2024-02-01,2024,2,Dubai Hills Estate,4,Villa,371708,30976,12,Bi-annual,True,UAE
RERA-2024-0011235,2024-08-27,2024,8,JLT,3,Apartment,149040,12420,12,Bi-annual,False,Egypt
RERA-2024-0011236,2024-08-19,2024,8,Town Square,1,Apartment,56179,4682,12,Bi-annual,False,Other
RERA-2024-0011237,2024-08-18,2024,8,Dubai Marina,1,Apartment,123622,10302,24,Annual,False,Other
RERA-2024-0011238,2024-10-13,2024,10,International City,3,Apartment,64292,5358,12,Annual,True,Other
RERA-2024-0011239,2024-07-22,2024,7,Mirdif,2,Apartment,107692,8974,12,Quarterly,True,India
RERA-2024-0011240,2024-06-28,2024,6,Dubai Marina,1,Apartment,126810,10568,12,Annual,False,Other
RERA-2024-0011241,2024-07-26,2024,7,Deira,0,Apartment,38673,3223,12,Bi-annual,False,Pakistan
RERA-2024-0011242,2024-11-21,2024,11,Al Barsha,3,Apartment,162401,13533,12,Monthly,False,Pakistan
RERA-2024-0011243,2024-10-22,2024,10,Al Barsha,1,Apartment,79820,6652,12,Quarterly,True,Other
RERA-2024-0011244,2024-10-30,2024,10,Dubai Hills Estate,3,Apartment,235142,19595,6,Annual,True,Other
RERA-2024-0011245,2024-04-02,2024,4,International City,1,Apartment,28712,2393,12,Monthly,True,Other
RERA-2024-0011246,2024-08-03,2024,8,Palm Jumeirah,2,Apartment,254412,21201,12,Annual,False,Other
RERA-2024-0011247,2024-08-15,2024,8,Mirdif,2,Apartment,114810,9568,6,Annual,False,UAE
RERA-2024-0011248,2024-01-12,2024,1,Palm Jumeirah,2,Apartment,254038,21170,12,Annual,True,Philippines
RERA-2024-0011249,2024-12-25,2024,12,Discovery Gardens,2,Apartment,72957,6080,12,Quarterly,True,UAE
RERA-2024-0011250,2024-11-02,2024,11,Downtown Dubai,2,Apartment,204240,17020,24,Bi-annual,False,Egypt
RERA-2024-0011251,2024-03-04,2024,3,Discovery Gardens,3,Apartment,88960,7413,12,Bi-annual,False,India
RERA-2024-0011252,2024-05-30,2024,5,JVC,0,Apartment,47105,3925,12,Quarterly,True,Other
RERA-2024-0011253,2024-07-24,2024,7,International City,1,Apartment,53372,4448,12,Bi-annual,False,India
RERA-2024-0011254,2024-04-28,2024,4,Bur Dubai,1,Apartment,62745,5229,12,Annual,False,Egypt
RERA-2024-0011255,2024-03-26,2024,3,Downtown Dubai,2,Apartment,205486,17124,24,Quarterly,False,India
RERA-2024-0011256,2024-05-09,2024,5,Bur Dubai,3,Apartment,145675,12140,12,Bi-annual,True,Other
RERA-2024-0011257,2024-10-13,2024,10,JVC,2,Apartment,101780,8482,6,Bi-annual,True,India
RERA-2024-0011258,2024-09-19,2024,9,Mirdif,1,Apartment,67345,5612,24,Annual,False,Philippines
RERA-2024-0011259,2024-07-18,2024,7,JLT,1,Apartment,65024,5419,12,Bi-annual,True,UK
RERA-2024-0011260,2024-08-31,2024,8,DIFC,1,Apartment,157951,13163,12,Bi-annual,False,India
RERA-2024-0011261,2024-09-06,2024,9,JLT,2,Apartment,122957,10246,6,Annual,False,India
RERA-2024-0011262,2024-10-29,2024,10,International City,1,Apartment,38141,3178,12,Annual,False,Other
RERA-2024-0011263,2024-11-26,2024,11,JVC,2,Apartment,93053,7754,12,Annual,False,Pakistan
RERA-2024-0011264,2024-11-22,2024,11,Business Bay,1,Apartment,99689,8307,12,Monthly,True,Philippines
RERA-2024-0011265,2024-03-15,2024,3,Bur Dubai,2,Apartment,103692,8641,12,Annual,False,Other
RERA-2024-0011266,2024-02-19,2024,2,DIFC,2,Apartment,229761,19147,12,Annual,False,India
RERA-2024-0011267,2024-11-15,2024,11,International City,2,Apartment,66690,5558,12,Quarterly,False,India
RERA-2024-0011268,2024-12-03,2024,12,International City,2,Apartment,62251,5188,12,Quarterly,False,UK
RERA-2024-0011269,2024-01-29,2024,1,International City,4,Villa,95175,7931,12,Monthly,True,UAE
RERA-2024-0011270,2024-12-08,2024,12,Downtown Dubai,2,Apartment,183686,15307,6,Bi-annual,False,UK
RERA-2024-0011271,2024-09-27,2024,9,International City,2,Apartment,37560,3130,12,Annual,False,India
RERA-2024-0011272,2024-04-23,2024,4,JLT,2,Apartment,123151,10263,12,Bi-annual,False,Other
RERA-2024-0011273,2024-04-07,2024,4,Town Square,3,Apartment,159113,13259,24,Annual,False,Other
RERA-2024-0011274,2024-11-09,2024,11,Business Bay,4,Villa,340598,28383,12,Annual,True,Other
RERA-2024-0011275,2024-06-26,2024,6,Palm Jumeirah,1,Apartment,194992,16249,12,Bi-annual,False,India
RERA-2024-0011276,2024-03-30,2024,3,Mirdif,1,Apartment,72481,6040,12,Quarterly,True,Pakistan
RERA-2024-0011277,2024-04-04,2024,4,Mirdif,2,Apartment,98488,8207,12,Quarterly,False,India
RERA-2024-0011278,2024-10-16,2024,10,Downtown Dubai,3,Apartment,278917,23243,12,Bi-annual,False,UAE
RERA-2024-0011279,2024-09-17,2024,9,Deira,1,Apartment,48661,4055,24,Bi-annual,False,Other
RERA-2024-0011280,2024-03-16,2024,3,Town Square,3,Apartment,135733,11311,12,Annual,False,Other
RERA-2024-0011281,2024-02-06,2024,2,Bur Dubai,1,Apartment,59775,4981,12,Annual,True,Egypt
RERA-2024-0011282,2024-12-11,2024,12,Discovery Gardens,1,Apartment,44494,3708,6,Monthly,False,Pakistan
RERA-2024-0011283,2024-04-01,2024,4,Business Bay,0,Apartment,68635,5720,12,Annual,True,UK
RERA-2024-0011284,2024-07-24,2024,7,Deira,4,Villa,174408,14534,12,Quarterly,False,Other
RERA-2024-0011285,2024-02-09,2024,2,Business Bay,1,Apartment,105532,8794,6,Annual,True,UAE
RERA-2024-0011286,2024-06-20,2024,6,DIFC,3,Apartment,353214,29434,12,Monthly,True,India
RERA-2024-0011287,2024-05-19,2024,5,JLT,3,Apartment,166076,13840,24,Bi-annual,True,Egypt
RERA-2024-0011288,2024-09-07,2024,9,Al Barsha,2,Apartment,113175,9431,6,Annual,False,Other
RERA-2024-0011289,2024-05-18,2024,5,Discovery Gardens,3,Apartment,96735,8061,12,Quarterly,True,Other
RERA-2024-0011290,2024-02-28,2024,2,Al Barsha,1,Apartment,77189,6432,12,Bi-annual,False,UAE
RERA-2024-0011291,2024-05-17,2024,5,DIFC,1,Apartment,149547,12462,24,Annual,False,UAE
RERA-2024-0011292,2024-06-25,2024,6,International City,4,Villa,112682,9390,6,Annual,False,UAE
RERA-2024-0011293,2024-08-02,2024,8,Palm Jumeirah,2,Apartment,257271,21439,6,Monthly,False,India
RERA-2024-0011294,2024-05-08,2024,5,Deira,1,Apartment,47446,3954,12,Annual,False,UK
RERA-2024-0011295,2024-05-01,2024,5,JLT,3,Apartment,159405,13284,6,Bi-annual,True,Pakistan
RERA-2024-0011296,2024-06-29,2024,6,Discovery Gardens,1,Apartment,40918,3410,12,Bi-annual,True,Other
RERA-2024-0011297,2024-07-19,2024,7,DIFC,2,Apartment,231246,19270,12,Bi-annual,True,UAE
RERA-2024-0011298,2024-12-03,2024,12,Downtown Dubai,3,Apartment,327158,27263,12,Bi-annual,True,Other
RERA-2024-0011299,2024-08-17,2024,8,Palm Jumeirah,2,Apartment,293370,24448,24,Bi-annual,False,UAE
RERA-2024-0011300,2024-09-08,2024,9,Business Bay,1,Apartment,110399,9200,12,Annual,False,India
RERA-2024-0011301,2024-05-25,2024,5,Downtown Dubai,1,Apartment,102633,8553,12,Bi-annual,False,Other
RERA-2024-0011302,2024-03-17,2024,3,Dubai Marina,2,Apartment,214148,17846,12,Quarterly,False,Other
RERA-2024-0011303,2024-03-29,2024,3,Downtown Dubai,1,Apartment,121774,10148,12,Bi-annual,True,Other
RERA-2024-0011304,2024-04-22,2024,4,Town Square,2,Apartment,86515,7210,12,Annual,True,India
RERA-2024-0011305,2024-01-05,2024,1,Palm Jumeirah,3,Apartment,389263,32439,24,Bi-annual,True,India
RERA-2024-0011306,2024-03-05,2024,3,Town Square,2,Apartment,110184,9182,12,Bi-annual,False,Other
RERA-2024-0011307,2024-05-31,2024,5,Mirdif,1,Apartment,52024,4335,12,Bi-annual,False,India
RERA-2024-0011308,2024-03-27,2024,3,Downtown Dubai,4,Villa,429005,35750,12,Quarterly,True,UAE
RERA-2024-0011309,2024-06-30,2024,6,Downtown Dubai,2,Apartment,183169,15264,12,Bi-annual,True,Other
RERA-2024-0011310,2024-06-02,2024,6,Bur Dubai,4,Villa,175802,14650,12,Bi-annual,False,Pakistan
RERA-2024-0011311,2024-04-15,2024,4,Town Square,3,Apartment,103382,8615,24,Quarterly,True,Pakistan
RERA-2024-0011312,2024-08-08,2024,8,Business Bay,2,Apartment,166272,13856,12,Annual,True,Other
RERA-2024-0011313,2024-06-22,2024,6,Deira,2,Apartment,77192,6433,12,Quarterly,False,Egypt
RERA-2024-0011314,2024-03-11,2024,3,Mirdif,2,Apartment,89123,7427,12,Quarterly,False,Pakistan
RERA-2024-0011315,2024-06-10,2024,6,JLT,1,Apartment,83505,6959,12,Bi-annual,False,Other
RERA-2024-0011316,2024-02-19,2024,2,Town Square,2,Apartment,87871,7323,12,Quarterly,False,Other
RERA-2024-0011317,2024-11-02,2024,11,Al Barsha,1,Apartment,79071,6589,12,Bi-annual,False,UAE
RERA-2024-0011318,2024-02-29,2024,2,Palm Jumeirah,1,Apartment,197378,16448,12,Monthly,False,Other
RERA-2024-0011319,2024-08-21,2024,8,Discovery Gardens,1,Apartment,35084,2924,12,Bi-annual,False,India
RERA-2024-0011320,2024-01-09,2024,1,Discovery Gardens,3,Apartment,99359,8280,12,Quarterly,False,Pakistan
RERA-2024-0011321,2024-04-24,2024,4,Downtown Dubai,2,Apartment,213989,17832,12,Bi-annual,False,UAE
RERA-2024-0011322,2024-04-01,2024,4,Al Barsha,1,Apartment,71508,5959,12,Annual,True,India
RERA-2024-0011323,2024-10-09,2024,10,Dubai Hills Estate,2,Apartment,226071,18839,12,Annual,False,UK
RERA-2024-0011324,2024-02-02,2024,2,Al Barsha,3,Apartment,199794,16650,6,Annual,False,UAE
RERA-2024-0011325,2024-05-17,2024,5,JLT,4,Villa,292834,24403,24,Annual,True,Other
RERA-2024-0011326,2024-04-12,2024,4,Discovery Gardens,2,Apartment,59374,4948,12,Monthly,True,Other
RERA-2024-0011327,2024-11-02,2024,11,Downtown Dubai,3,Apartment,376818,31402,12,Annual,True,UAE
RERA-2024-0011328,2024-08-11,2024,8,Dubai Hills Estate,2,Apartment,150627,12552,12,Annual,False,Other
RERA-2024-0011329,2024-04-05,2024,4,Town Square,3,Apartment,147337,12278,12,Bi-annual,False,UK
RERA-2024-0011330,2024-04-01,2024,4,International City,3,Apartment,76047,6337,12,Annual,False,India
RERA-2024-0011331,2024-09-17,2024,9,Mirdif,2,Apartment,113571,9464,12,Annual,True,Other
RERA-2024-0011332,2024-10-31,2024,10,Bur Dubai,1,Apartment,53277,4440,12,Annual,True,India
RERA-2024-0011333,2024-06-22,2024,6,Discovery Gardens,3,Apartment,86580,7215,12,Annual,False,India
RERA-2024-0011334,2024-11-11,2024,11,Palm Jumeirah,1,Apartment,183275,15273,12,Quarterly,False,Pakistan
RERA-2024-0011335,2024-09-18,2024,9,Mirdif,2,Apartment,109690,9141,12,Quarterly,True,Other
RERA-2024-0011336,2024-04-07,2024,4,Downtown Dubai,1,Apartment,117659,9805,24,Monthly,False,India
RERA-2024-0011337,2024-02-03,2024,2,JVC,3,Apartment,150967,12581,6,Quarterly,False,UAE
RERA-2024-0011338,2024-02-28,2024,2,Business Bay,2,Apartment,131710,10976,6,Bi-annual,True,Pakistan
RERA-2024-0011339,2024-08-16,2024,8,Al Barsha,1,Apartment,82328,6861,12,Quarterly,False,Pakistan
RERA-2024-0011340,2024-09-14,2024,9,DIFC,2,Apartment,240854,20071,12,Annual,False,UAE
RERA-2024-0011341,2024-02-15,2024,2,Dubai Hills Estate,3,Apartment,293776,24481,24,Annual,True,UAE
RERA-2024-0011342,2024-01-30,2024,1,Palm Jumeirah,2,Apartment,234302,19525,6,Monthly,True,Egypt
RERA-2024-0011343,2024-02-17,2024,2,JLT,3,Apartment,128672,10723,12,Annual,True,Philippines
RERA-2024-0011344,2024-09-11,2024,9,International City,1,Apartment,29831,2486,12,Annual,True,UAE
RERA-2024-0011345,2024-08-25,2024,8,Business Bay,1,Apartment,81805,6817,12,Annual,False,UK
RERA-2024-0011346,2024-03-27,2024,3,Dubai Hills Estate,1,Apartment,87131,7261,12,Quarterly,True,Other
RERA-2024-0011347,2024-03-29,2024,3,Dubai Hills Estate,1,Apartment,125171,10431,12,Bi-annual,True,UK
RERA-2024-0011348,2024-02-20,2024,2,Palm Jumeirah,4,Villa,554934,46244,12,Quarterly,False,Other
RERA-2024-0011349,2024-03-08,2024,3,International City,2,Apartment,56158,4680,12,Annual,True,UAE
RERA-2024-0011350,2024-06-11,2024,6,Palm Jumeirah,4,Villa,665317,55443,24,Bi-annual,True,UAE
RERA-2024-0011351,2024-11-14,2024,11,Palm Jumeirah,2,Apartment,268980,22415,24,Bi-annual,False,Other
RERA-2024-0011352,2024-01-09,2024,1,JLT,1,Apartment,71374,5948,12,Bi-annual,False,Philippines
RERA-2024-0011353,2024-01-20,2024,1,JVC,3,Apartment,144537,12045,12,Annual,True,Philippines
RERA-2024-0011354,2024-09-15,2024,9,Town Square,3,Apartment,143502,11958,12,Bi-annual,False,Egypt
RERA-2024-0011355,2024-12-07,2024,12,Discovery Gardens,3,Apartment,87420,7285,12,Quarterly,True,India
RERA-2024-0011356,2024-04-24,2024,4,JVC,2,Apartment,100702,8392,12,Monthly,True,Other
RERA-2024-0011357,2024-02-26,2024,2,International City,2,Apartment,51941,4328,12,Quarterly,False,Philippines
RERA-2024-0011358,2024-11-23,2024,11,Palm Jumeirah,3,Apartment,313085,26090,12,Annual,False,Egypt
RERA-2024-0011359,2024-08-05,2024,8,Dubai Hills Estate,3,Apartment,318462,26538,12,Annual,False,Other
RERA-2024-0011360,2024-08-16,2024,8,Palm Jumeirah,1,Apartment,167568,13964,12,Bi-annual,True,Other
RERA-2024-0011361,2024-12-16,2024,12,International City,2,Apartment,52734,4394,12,Annual,False,Other
RERA-2024-0011362,2024-12-13,2024,12,Bur Dubai,4,Villa,161569,13464,12,Quarterly,True,UAE
RERA-2024-0011363,2024-09-10,2024,9,Downtown Dubai,1,Apartment,129269,10772,6,Bi-annual,True,Other
RERA-2024-0011364,2024-09-21,2024,9,DIFC,1,Apartment,145258,12105,12,Quarterly,True,Philippines
RERA-2024-0011365,2024-07-10,2024,7,International City,3,Apartment,71004,5917,6,Annual,True,Pakistan
RERA-2024-0011366,2024-09-07,2024,9,DIFC,2,Apartment,176629,14719,12,Bi-annual,False,UAE
RERA-2024-0011367,2024-05-16,2024,5,Al Barsha,2,Apartment,145971,12164,12,Annual,False,India
RERA-2024-0011368,2024-10-31,2024,10,International City,4,Villa,95537,7961,12,Quarterly,True,Other
RERA-2024-0011369,2024-02-10,2024,2,Al Barsha,1,Apartment,78548,6546,12,Bi-annual,False,Egypt
RERA-2024-0011370,2024-05-31,2024,5,Downtown Dubai,3,Apartment,373851,31154,12,Annual,True,Pakistan
RERA-2024-0011371,2024-10-24,2024,10,Mirdif,1,Apartment,65057,5421,12,Annual,True,UK
RERA-2024-0011372,2024-11-30,2024,11,Dubai Marina,1,Apartment,91220,7602,12,Bi-annual,False,Other
RERA-2024-0011373,2024-10-24,2024,10,Dubai Marina,1,Apartment,131829,10986,12,Quarterly,False,Other
RERA-2024-0011374,2024-09-03,2024,9,DIFC,1,Apartment,143853,11988,12,Annual,False,UAE
RERA-2024-0011375,2024-06-29,2024,6,Discovery Gardens,3,Apartment,71652,5971,12,Annual,False,India
RERA-2024-0011376,2024-03-26,2024,3,Town Square,1,Apartment,50374,4198,12,Annual,True,Other
RERA-2024-0011377,2024-01-08,2024,1,Deira,1,Apartment,65673,5473,12,Annual,False,UAE
RERA-2024-0011378,2024-03-02,2024,3,Palm Jumeirah,3,Apartment,493089,41091,12,Quarterly,True,Pakistan
RERA-2024-0011379,2024-12-26,2024,12,Downtown Dubai,1,Apartment,127160,10597,12,Bi-annual,False,UAE
RERA-2024-0011380,2024-11-23,2024,11,Al Barsha,1,Apartment,85939,7162,12,Quarterly,False,Other
RERA-2024-0011381,2024-12-23,2024,12,Palm Jumeirah,4,Villa,567552,47296,12,Bi-annual,False,Pakistan
RERA-2024-0011382,2024-07-13,2024,7,Bur Dubai,1,Apartment,57258,4772,12,Bi-annual,True,UAE
RERA-2024-0011383,2024-07-09,2024,7,Palm Jumeirah,1,Apartment,187628,15636,12,Annual,False,Philippines
RERA-2024-0011384,2024-09-11,2024,9,Mirdif,2,Apartment,83503,6959,12,Bi-annual,True,Other
RERA-2024-0011385,2024-09-07,2024,9,Mirdif,2,Apartment,108089,9007,12,Annual,True,Other
RERA-2024-0011386,2024-03-30,2024,3,Bur Dubai,2,Apartment,88261,7355,12,Annual,True,India
RERA-2024-0011387,2024-03-05,2024,3,Bur Dubai,1,Apartment,67589,5632,12,Annual,False,Philippines
RERA-2024-0011388,2024-04-15,2024,4,Dubai Hills Estate,3,Apartment,302366,25197,12,Annual,True,Pakistan
RERA-2024-0011389,2024-05-18,2024,5,Town Square,2,Apartment,80536,6711,12,Bi-annual,True,UAE
RERA-2024-0011390,2024-06-24,2024,6,Al Barsha,2,Apartment,108191,9016,12,Annual,True,UK
RERA-2024-0011391,2024-11-16,2024,11,Palm Jumeirah,1,Apartment,201538,16795,12,Annual,False,Other
RERA-2024-0011392,2024-12-30,2024,12,Dubai Marina,4,Villa,408748,34062,12,Bi-annual,True,India
RERA-2024-0011393,2024-01-17,2024,1,Business Bay,2,Apartment,138094,11508,12,Annual,False,UAE
RERA-2024-0011394,2024-11-26,2024,11,DIFC,3,Apartment,297867,24822,12,Annual,True,Other
RERA-2024-0011395,2024-04-06,2024,4,Palm Jumeirah,1,Apartment,214742,17895,12,Bi-annual,False,India
RERA-2024-0011396,2024-05-01,2024,5,Business Bay,2,Apartment,153349,12779,6,Annual,False,Other
RERA-2024-0011397,2024-02-17,2024,2,Dubai Marina,1,Apartment,134954,11246,12,Annual,True,Egypt
RERA-2024-0011398,2024-11-11,2024,11,Mirdif,3,Apartment,187925,15660,12,Bi-annual,True,Other
RERA-2024-0011399,2024-10-14,2024,10,DIFC,3,Apartment,368042,30670,12,Bi-annual,True,Other
RERA-2024-0011400,2024-12-08,2024,12,DIFC,1,Apartment,137730,11478,6,Quarterly,True,Other
RERA-2024-0011401,2024-01-13,2024,1,JLT,2,Apartment,78699,6558,12,Quarterly,True,UAE
RERA-2024-0011402,2024-06-16,2024,6,Town Square,1,Apartment,42764,3564,12,Quarterly,True,Other
RERA-2024-0011403,2024-09-04,2024,9,Al Barsha,2,Apartment,134277,11190,6,Annual,False,Other
RERA-2024-0011404,2024-06-29,2024,6,International City,4,Villa,131253,10938,12,Bi-annual,False,UK
RERA-2024-0011405,2024-12-05,2024,12,Al Barsha,2,Apartment,112250,9354,12,Quarterly,True,Pakistan
RERA-2024-0011406,2024-10-24,2024,10,Dubai Marina,3,Apartment,301389,25116,12,Annual,True,Other
RERA-2024-0011407,2024-02-27,2024,2,Palm Jumeirah,3,Apartment,439273,36606,12,Bi-annual,True,Other
RERA-2024-0011408,2024-01-05,2024,1,Bur Dubai,1,Apartment,58312,4859,12,Annual,True,UAE
RERA-2024-0011409,2024-05-07,2024,5,Downtown Dubai,3,Apartment,289560,24130,12,Bi-annual,True,India
RERA-2024-0011410,2024-12-15,2024,12,Discovery Gardens,1,Apartment,36810,3068,6,Quarterly,True,Other
RERA-2024-0011411,2024-09-22,2024,9,Discovery Gardens,1,Apartment,38028,3169,6,Bi-annual,True,India
RERA-2024-0011412,2024-03-06,2024,3,Palm Jumeirah,3,Apartment,379769,31647,12,Annual,False,Other
RERA-2024-0011413,2024-03-19,2024,3,Bur Dubai,1,Apartment,75144,6262,12,Monthly,False,India
RERA-2024-0011414,2024-12-30,2024,12,JVC,3,Apartment,151269,12606,12,Annual,False,India
RERA-2024-0011415,2024-06-24,2024,6,Deira,2,Apartment,73573,6131,12,Quarterly,False,UAE
RERA-2024-0011416,2024-04-09,2024,4,JLT,2,Apartment,123730,10311,12,Annual,True,India
RERA-2024-0011417,2024-03-08,2024,3,Deira,2,Apartment,69899,5825,12,Quarterly,True,India
RERA-2024-0011418,2024-05-18,2024,5,Discovery Gardens,2,Apartment,61654,5138,24,Annual,True,Other
RERA-2024-0011419,2024-07-12,2024,7,Palm Jumeirah,1,Apartment,174908,14576,12,Monthly,True,India
RERA-2024-0011420,2024-05-11,2024,5,Bur Dubai,2,Apartment,87522,7294,12,Monthly,True,India
RERA-2024-0011421,2024-02-24,2024,2,Bur Dubai,3,Apartment,100717,8393,12,Bi-annual,False,Other
RERA-2024-0011422,2024-04-02,2024,4,Town Square,3,Apartment,114635,9553,12,Bi-annual,False,Other
RERA-2024-0011423,2024-07-29,2024,7,Al Barsha,0,Apartment,53589,4466,24,Quarterly,False,Other
RERA-2024-0011424,2024-03-22,2024,3,Bur Dubai,4,Villa,207969,17331,12,Annual,False,Other
RERA-2024-0011425,2024-03-01,2024,3,Deira,1,Apartment,55962,4664,12,Bi-annual,True,Other
RERA-2024-0011426,2024-04-05,2024,4,International City,0,Apartment,23180,1932,12,Annual,True,Pakistan
RERA-2024-0011427,2024-06-07,2024,6,Town Square,1,Apartment,65586,5466,12,Quarterly,True,Pakistan
RERA-2024-0011428,2024-06-03,2024,6,DIFC,1,Apartment,197634,16470,12,Bi-annual,False,Other
RERA-2024-0011429,2024-10-16,2024,10,Business Bay,2,Apartment,124757,10396,12,Annual,True,Pakistan
RERA-2024-0011430,2024-02-07,2024,2,JLT,1,Apartment,69195,5766,12,Quarterly,False,Other
RERA-2024-0011431,2024-07-19,2024,7,Downtown Dubai,3,Apartment,381897,31825,6,Annual,False,Other
RERA-2024-0011432,2024-01-11,2024,1,Al Barsha,3,Apartment,161519,13460,24,Bi-annual,False,Philippines
RERA-2024-0011433,2024-03-13,2024,3,JLT,0,Apartment,41583,3465,12,Annual,False,UK
RERA-2024-0011434,2024-12-02,2024,12,Dubai Hills Estate,1,Apartment,118513,9876,12,Bi-annual,False,Egypt
RERA-2024-0011435,2024-03-21,2024,3,JLT,3,Apartment,140945,11745,12,Quarterly,True,Other
RERA-2024-0011436,2024-06-15,2024,6,Palm Jumeirah,3,Apartment,393908,32826,6,Annual,False,UAE
RERA-2024-0011437,2024-04-26,2024,4,Deira,2,Apartment,72216,6018,6,Bi-annual,False,UAE
RERA-2024-0011438,2024-10-06,2024,10,Bur Dubai,1,Apartment,61234,5103,12,Monthly,True,Other
RERA-2024-0011439,2024-02-27,2024,2,JLT,1,Apartment,79344,6612,12,Annual,False,Pakistan
RERA-2024-0011440,2024-05-04,2024,5,Dubai Marina,3,Apartment,285645,23804,12,Quarterly,True,Pakistan
RERA-2024-0011441,2024-01-30,2024,1,Deira,1,Apartment,55045,4587,12,Bi-annual,False,Philippines
RERA-2024-0011442,2024-04-23,2024,4,Business Bay,2,Apartment,170343,14195,24,Bi-annual,False,India
RERA-2024-0011443,2024-09-23,2024,9,JLT,3,Apartment,128099,10675,6,Annual,False,Other
RERA-2024-0011444,2024-08-17,2024,8,Dubai Marina,1,Apartment,109047,9087,24,Annual,False,India
RERA-2024-0011445,2024-01-04,2024,1,Discovery Gardens,2,Apartment,69870,5822,12,Quarterly,False,UK
RERA-2024-0011446,2024-01-31,2024,1,Town Square,3,Apartment,145582,12132,12,Annual,True,India
RERA-2024-0011447,2024-03-13,2024,3,DIFC,4,Villa,426568,35547,12,Quarterly,True,Other
RERA-2024-0011448,2024-12-04,2024,12,Deira,4,Villa,141459,11788,12,Bi-annual,True,Philippines
RERA-2024-0011449,2024-04-04,2024,4,International City,2,Apartment,41997,3500,12,Annual,False,Other
RERA-2024-0011450,2024-03-12,2024,3,Bur Dubai,2,Apartment,99044,8254,24,Annual,False,Pakistan
RERA-2024-0011451,2024-06-20,2024,6,JVC,2,Apartment,89014,7418,12,Annual,True,Philippines
RERA-2024-0011452,2024-01-24,2024,1,Palm Jumeirah,0,Apartment,126283,10524,12,Monthly,False,India
RERA-2024-0011453,2024-02-23,2024,2,JVC,1,Apartment,59526,4960,12,Monthly,False,UAE
RERA-2024-0011454,2024-05-23,2024,5,Dubai Hills Estate,2,Apartment,226725,18894,24,Bi-annual,True,Other
RERA-2024-0011455,2024-09-12,2024,9,Al Barsha,4,Villa,277063,23089,6,Annual,True,Other
RERA-2024-0011456,2024-02-21,2024,2,Mirdif,2,Apartment,121108,10092,12,Annual,True,Pakistan
RERA-2024-0011457,2024-02-22,2024,2,Bur Dubai,3,Apartment,116604,9717,24,Bi-annual,True,Other
RERA-2024-0011458,2024-07-13,2024,7,Bur Dubai,1,Apartment,67714,5643,6,Bi-annual,False,Other
RERA-2024-0011459,2024-04-11,2024,4,JVC,1,Apartment,76907,6409,12,Annual,True,Other
RERA-2024-0011460,2024-06-26,2024,6,Downtown Dubai,2,Apartment,147639,12303,6,Bi-annual,False,India
RERA-2024-0011461,2024-12-11,2024,12,Al Barsha,2,Apartment,126095,10508,24,Bi-annual,True,Pakistan
RERA-2024-0011462,2024-12-18,2024,12,JLT,2,Apartment,132626,11052,12,Quarterly,True,Pakistan
RERA-2024-0011463,2024-01-04,2024,1,Town Square,1,Apartment,63057,5255,12,Annual,False,Egypt
RERA-2024-0011464,2024-12-01,2024,12,International City,0,Apartment,26976,2248,12,Bi-annual,True,India
RERA-2024-0011465,2024-11-05,2024,11,Palm Jumeirah,4,Villa,657437,54786,6,Annual,True,Other
RERA-2024-0011466,2024-11-15,2024,11,Discovery Gardens,3,Apartment,86610,7218,6,Bi-annual,False,India
RERA-2024-0011467,2024-03-17,2024,3,Deira,2,Apartment,90666,7556,6,Bi-annual,False,India
RERA-2024-0011468,2024-05-21,2024,5,JLT,3,Apartment,137239,11437,6,Bi-annual,True,India
RERA-2024-0011469,2024-07-11,2024,7,DIFC,1,Apartment,158589,13216,24,Monthly,True,Other
