plot_id,plot_number,area_name,plot_area_sqft,zoning,ownership_type,registration_date,last_transfer_date,market_value_aed,is_mortgaged,developer_id
PLOT-007266,5972-D,Al Mizhar,496857,Mixed,Freehold,2023-11-19,2023-02-14,254737888,True,DEV-0197
PLOT-007267,1363-B,Palm Jumeirah,156690,Mixed,Government,2000-06-26,2018-05-27,301079192,True,DEV-0182
PLOT-007268,6266-C,Dubai South,237311,Green,Freehold,2003-01-15,2024-01-23,406527740,False,DEV-0122
PLOT-007269,6393-D,Al Wasl,183538,Mixed,Freehold,2007-12-03,2021-12-05,31099887,False,DEV-0113
PLOT-007270,2487-C,Motor City,497957,Residential,Government,2009-11-30,2019-03-06,94720368,False,DEV-0176
PLOT-007271,7460-D,Palm Jumeirah,66186,Commercial,Freehold,2009-11-15,2017-06-02,481963985,True,DEV-0137
PLOT-007272,8658-D,Dubai Hills Estate,304358,Mixed,Leasehold,2006-07-27,2024-04-17,385470548,False,DEV-0120
PLOT-007273,3066-D,Business Bay,10918,Residential,Freehold,2015-02-11,2016-12-19,107570913,True,DEV-0189
PLOT-007274,4385-B,International City,178559,Commercial,Leasehold,2000-12-02,2023-03-09,161389936,False,DEV-0116
PLOT-007275,8641-E,Warqa,259317,Commercial,Leasehold,2011-10-17,2016-02-07,227494444,True,DEV-0048
PLOT-007276,3377-E,Palm Jumeirah,433545,Residential,Leasehold,2015-04-23,2024-01-08,267245674,False,DEV-0131
PLOT-007277,7769-B,Al Quoz,412518,Residential,Freehold,2000-03-23,2022-12-15,223206573,False,DEV-0130
PLOT-007278,105-D,Dubai Hills Estate,217730,Mixed,Government,2018-09-24,2016-11-26,234877088,True,DEV-0116
PLOT-007279,3672-C,International City,408065,Green,Freehold,2003-11-21,2020-08-30,441307447,False,DEV-0155
PLOT-007280,5167-A,Warqa,143573,Commercial,Freehold,2019-02-02,2022-06-03,379270158,False,DEV-0129
PLOT-007281,9812-E,JVC,268051,Commercial,Freehold,2016-11-14,2018-09-27,263131028,False,DEV-0081
PLOT-007282,7175-E,JVC,148322,Industrial,Leasehold,2022-07-31,2023-09-01,77777666,False,DEV-0125
PLOT-007283,4267-D,Motor City,323384,Residential,Freehold,2011-06-01,2016-10-05,33750471,True,DEV-0174
PLOT-007284,443-C,Downtown Dubai,124079,Commercial,Leasehold,2007-05-08,2022-11-15,186052257,False,DEV-0065
PLOT-007285,2176-C,DIFC,75917,Residential,Freehold,2022-08-06,2019-05-23,173681868,False,DEV-0178
PLOT-007286,2007-A,Al Karama,128943,Residential,Government,2021-06-08,2016-11-29,458775362,False,DEV-0096
PLOT-007287,6680-B,Deira,455767,Residential,Freehold,2013-02-12,2022-06-18,268390046,False,DEV-0132
PLOT-007288,4018-E,Dubai Investment Park,238261,Residential,Freehold,2015-06-27,2018-10-16,441789911,False,DEV-0060
PLOT-007289,7829-C,International City,236423,Residential,Freehold,2011-01-24,2020-08-25,217032734,False,DEV-0114
PLOT-007290,4862-E,Dubai Creek Harbour,101388,Mixed,Freehold,2015-11-28,2015-11-06,224182288,False,DEV-0030
PLOT-007291,2186-D,Dubai Creek Harbour,414209,Residential,Leasehold,2015-08-03,2020-08-29,241721654,False,DEV-0044
PLOT-007292,6417-C,Bur Dubai,341439,Residential,Freehold,2015-12-05,2019-11-21,349396279,True,DEV-0160
PLOT-007293,192-E,Sports City,138571,Industrial,Government,2023-02-24,2022-07-13,259072975,False,DEV-0047
PLOT-007294,3548-B,Al Qusais,26393,Mixed,Leasehold,2014-06-24,2024-01-08,480781794,True,DEV-0037
PLOT-007295,8277-E,Nad Al Sheba,436428,Mixed,Freehold,2008-02-20,2017-11-30,393135058,True,DEV-0035
PLOT-007296,7601-A,Emaar Beachfront,220693,Green,Government,2015-01-07,2020-02-10,261316990,False,DEV-0180
PLOT-007297,885-B,Motor City,233760,Residential,Government,2002-11-22,2018-01-24,64573265,True,DEV-0073
PLOT-007298,788-A,Dubai South,188633,Green,Freehold,2019-07-09,2022-04-03,419724209,False,DEV-0076
PLOT-007299,4170-C,Warqa,76940,Mixed,Leasehold,2023-03-16,2020-06-24,455418417,False,DEV-0139
PLOT-007300,5629-D,Warqa,103497,Residential,Leasehold,2022-05-17,2015-04-27,18834181,False,DEV-0094
PLOT-007301,6871-E,Sports City,116777,Commercial,Leasehold,2008-10-04,2018-07-14,134997021,False,DEV-0140
PLOT-007302,4496-A,Palm Jumeirah,185029,Residential,Government,2022-08-03,2020-10-14,145600424,False,DEV-0106
PLOT-007303,2251-E,Arabian Ranches,291212,Residential,Government,2008-07-10,2016-05-11,398296542,False,DEV-0023
PLOT-007304,1262-E,Al Furjan,167763,Industrial,Freehold,2006-02-08,2024-10-21,335780677,True,DEV-0040
PLOT-007305,5728-D,JLT,222763,Industrial,Government,2018-11-10,2022-06-27,52794784,False,DEV-0056
PLOT-007306,4754-A,Al Twar,60729,Commercial,Freehold,2008-11-26,2019-01-09,343000395,False,DEV-0063
PLOT-007307,9485-D,Al Qusais,182389,Mixed,Freehold,2004-02-26,2021-01-22,498942690,False,DEV-0162
PLOT-007308,1274-A,Dubai Hills Estate,61752,Mixed,Freehold,2021-12-31,2021-12-16,116538796,True,DEV-0184
PLOT-007309,9139-E,Al Qusais,229524,Mixed,Freehold,2002-10-19,2015-04-05,253092526,False,DEV-0147
PLOT-007310,8289-B,Umm Suqeim,383534,Commercial,Government,2003-04-20,2023-03-07,483123050,False,DEV-0147
PLOT-007311,1554-B,Business Bay,377128,Residential,Government,2007-10-21,2022-07-09,411894399,False,DEV-0038
PLOT-007312,5300-A,Warqa,477774,Industrial,Government,2016-09-05,2015-08-20,368989796,True,DEV-0060
PLOT-007313,4967-C,Muhaisnah,6736,Residential,Government,2002-02-16,2024-04-20,483339096,True,DEV-0021
PLOT-007314,3812-E,Downtown Dubai,412298,Industrial,Government,2011-07-15,2019-01-27,204108828,False,DEV-0058
PLOT-007315,3705-A,Al Satwa,258167,Residential,Government,2022-05-18,2018-05-14,103386648,False,DEV-0069
PLOT-007316,9634-D,Town Square,94982,Residential,Leasehold,2017-09-03,2015-06-30,70676270,False,DEV-0096
PLOT-007317,4398-D,Bur Dubai,14064,Green,Freehold,2009-08-11,2023-05-21,190718498,False,DEV-0110
PLOT-007318,4336-C,International City,46280,Mixed,Freehold,2012-11-16,2023-08-31,106595316,True,DEV-0128
PLOT-007319,3799-C,Al Quoz,476885,Residential,Freehold,2015-10-04,2018-03-18,267725777,True,DEV-0148
PLOT-007320,4156-B,Al Barsha,461243,Green,Freehold,2009-05-19,2016-03-16,315902537,False,DEV-0175
PLOT-007321,9914-C,Al Qusais,394554,Residential,Freehold,2017-09-07,2018-08-26,356591316,False,DEV-0169
PLOT-007322,7810-B,Al Twar,115196,Mixed,Freehold,2005-01-31,2024-04-18,183340421,True,DEV-0106
PLOT-007323,6705-A,Dubai Creek Harbour,223671,Residential,Freehold,2021-08-02,2021-08-20,212559597,True,DEV-0086
PLOT-007324,4875-E,Al Quoz,79971,Residential,Freehold,2012-01-21,2015-06-28,236828126,True,DEV-0147
PLOT-007325,4559-A,Sports City,274653,Residential,Leasehold,2012-11-10,2016-07-23,22524449,True,DEV-0177
PLOT-007326,9470-A,Al Safa,36469,Mixed,Freehold,2013-09-22,2021-09-22,220295245,True,DEV-0016
PLOT-007327,3633-E,Motor City,314453,Residential,Government,2003-09-25,2024-01-08,240479061,True,DEV-0092
PLOT-007328,5235-B,Umm Suqeim,230507,Commercial,Freehold,2010-09-16,2020-03-08,239718419,False,DEV-0086
PLOT-007329,9021-E,Warqa,366486,Commercial,Freehold,2015-09-03,2020-02-23,395064841,True,DEV-0081
PLOT-007330,8797-E,Dubai Land,332119,Mixed,Freehold,2010-07-30,2020-01-17,142796733,False,DEV-0179
PLOT-007331,5725-A,Deira,350677,Commercial,Government,2013-10-25,2021-12-29,153636368,False,DEV-0169
PLOT-007332,9588-C,Town Square,101396,Industrial,Freehold,2009-06-22,2022-12-23,381629851,True,DEV-0190
PLOT-007333,732-A,Sports City,405442,Residential,Leasehold,2006-07-23,2015-05-05,81240852,False,DEV-0002
PLOT-007334,1168-B,DIFC,221784,Mixed,Freehold,2000-03-02,2022-02-13,232459483,True,DEV-0069
PLOT-007335,4032-A,DIFC,181736,Residential,Government,2020-10-15,2017-09-20,449946726,True,DEV-0001
PLOT-007336,2377-E,Bur Dubai,425563,Commercial,Government,2009-09-05,2023-02-27,408043844,True,DEV-0104
PLOT-007337,5255-C,Muhaisnah,112101,Residential,Freehold,2004-04-28,2017-10-13,48984958,False,DEV-0019
PLOT-007338,9204-D,Sports City,413587,Mixed,Government,2007-05-11,2018-10-28,372003241,False,DEV-0199
PLOT-007339,4311-B,Al Safa,348634,Mixed,Leasehold,2008-10-25,2017-09-07,77296854,False,DEV-0158
PLOT-007340,6503-D,Dubai Land,364617,Commercial,Freehold,2015-04-26,2020-01-25,156407900,False,DEV-0010
PLOT-007341,3679-A,Dubai Hills Estate,79258,Residential,Leasehold,2012-02-28,2019-03-22,2936938,False,DEV-0019
PLOT-007342,2514-D,Al Wasl,183838,Residential,Leasehold,2007-02-07,2023-08-15,310467403,False,DEV-0066
PLOT-007343,6254-A,Dubai Marina,175824,Residential,Freehold,2004-10-24,2022-03-08,94573066,True,DEV-0156
PLOT-007344,7785-C,Town Square,249865,Commercial,Freehold,2014-05-20,2020-03-25,282757664,True,DEV-0072
PLOT-007345,8933-C,International City,388132,Green,Government,2018-05-11,2022-09-01,235634589,True,DEV-0036
PLOT-007346,1948-B,Warqa,370111,Residential,Freehold,2000-09-26,2021-02-02,80753015,True,DEV-0052
PLOT-007347,7567-B,Al Satwa,465370,Mixed,Freehold,2006-05-03,2015-08-11,488984068,False,DEV-0108
PLOT-007348,691-C,Sports City,331047,Residential,Freehold,2001-03-31,2018-12-18,475970434,False,DEV-0082
PLOT-007349,7479-E,Al Barsha,465701,Mixed,Leasehold,2003-12-15,2022-10-05,413107207,False,DEV-0062
PLOT-007350,8910-B,JVC,87464,Residential,Government,2016-01-18,2023-03-15,207586643,True,DEV-0171
PLOT-007351,904-B,JVC,277167,Green,Leasehold,2021-09-23,2015-10-26,125480576,False,DEV-0118
PLOT-007352,3457-C,Al Barsha,323792,Mixed,Freehold,2012-05-13,2015-09-07,127615162,True,DEV-0028
PLOT-007353,5766-C,Al Safa,295603,Residential,Leasehold,2001-05-22,2017-05-09,458970926,False,DEV-0023
PLOT-007354,9729-A,Sports City,123225,Commercial,Leasehold,2022-08-03,2023-12-16,53850936,False,DEV-0178
PLOT-007355,2187-E,Downtown Dubai,380346,Residential,Freehold,2003-04-01,2015-03-14,272486710,False,DEV-0037
PLOT-007356,6538-C,Al Quoz,413489,Mixed,Freehold,2015-08-30,2017-12-17,464242207,True,DEV-0058
PLOT-007357,6826-A,Dubailand,342644,Commercial,Freehold,2023-05-23,2022-12-27,291501207,False,DEV-0185
PLOT-007358,7563-A,Al Wasl,44527,Mixed,Government,2003-07-29,2022-09-29,119551055,False,DEV-0175
PLOT-007359,5225-B,Al Mizhar,306537,Industrial,Freehold,2017-11-16,2020-03-19,214862348,False,DEV-0142
PLOT-007360,2415-C,Motor City,322739,Mixed,Government,2005-02-07,2024-08-06,420701880,False,DEV-0080
PLOT-007361,4024-D,Al Wasl,219844,Commercial,Leasehold,2022-10-27,2024-04-17,169141129,True,DEV-0183
PLOT-007362,5446-B,Al Quoz,386886,Commercial,Freehold,2011-11-30,2018-09-09,92641872,False,DEV-0145
PLOT-007363,9394-D,Dubai Hills Estate,460885,Commercial,Freehold,2019-10-23,2022-07-24,353134673,False,DEV-0162
PLOT-007364,5614-D,JLT,265516,Commercial,Government,2007-07-12,2022-01-21,347904574,False,DEV-0059
PLOT-007365,3876-B,Arabian Ranches,412690,Commercial,Government,2018-06-02,2016-05-02,121691860,True,DEV-0021
PLOT-007366,4022-B,Dubai Creek Harbour,34102,Residential,Freehold,2011-02-12,2018-05-04,94105254,False,DEV-0025
PLOT-007367,5534-C,International City,98687,Commercial,Leasehold,2014-04-22,2016-05-25,339455622,False,DEV-0191
PLOT-007368,4607-E,Dubai South,445970,Residential,Leasehold,2022-04-06,2021-01-26,381383443,True,DEV-0144
PLOT-007369,871-A,Deira,178484,Mixed,Leasehold,2003-05-12,2018-05-08,32225320,True,DEV-0162
PLOT-007370,2595-B,Dubailand,180123,Residential,Freehold,2020-11-19,2017-03-24,395744653,False,DEV-0112
PLOT-007371,9161-A,Dubai Land,105920,Residential,Freehold,2018-08-17,2016-08-28,145274267,False,DEV-0114
PLOT-007372,3362-C,Dubai Marina,426710,Residential,Leasehold,2006-06-26,2016-01-16,116708820,True,DEV-0004
PLOT-007373,3671-E,JLT,455718,Commercial,Freehold,2017-03-02,2018-02-09,341596895,True,DEV-0144
PLOT-007374,5550-A,Dubai Hills Estate,404823,Commercial,Government,2001-02-11,2019-03-03,53538558,False,DEV-0089
PLOT-007375,9951-E,Al Mizhar,103056,Residential,Freehold,2022-02-19,2016-06-12,477911842,True,DEV-0110
PLOT-007376,2454-A,JLT,25606,Residential,Freehold,2020-09-01,2017-06-28,216506286,False,DEV-0034
PLOT-007377,7716-B,Bur Dubai,301915,Residential,Leasehold,2005-07-03,2016-04-04,431995224,True,DEV-0018
PLOT-007378,3568-B,Al Safa,305936,Residential,Freehold,2015-01-08,2023-05-22,475669936,False,DEV-0036
PLOT-007379,3623-C,JVC,456436,Mixed,Freehold,2017-03-13,2015-08-18,15285087,False,DEV-0146
PLOT-007380,7173-A,Dubai Marina,140134,Residential,Leasehold,2020-02-25,2022-08-21,326266023,False,DEV-0149
PLOT-007381,2585-C,Dubai Creek Harbour,81759,Mixed,Leasehold,2016-12-18,2015-10-16,43357778,False,DEV-0152
PLOT-007382,5765-E,Al Karama,66026,Commercial,Leasehold,2000-02-02,2021-12-08,259267696,True,DEV-0192
PLOT-007383,7023-C,Warqa,229488,Commercial,Leasehold,2001-11-09,2024-11-25,387944019,True,DEV-0034
PLOT-007384,6345-B,Emaar Beachfront,302028,Residential,Freehold,2017-08-08,2022-03-15,221394250,False,DEV-0120
PLOT-007385,4587-C,JVC,337445,Residential,Leasehold,2012-07-24,2018-01-10,314889261,False,DEV-0145
PLOT-007386,5029-E,Dubai Hills Estate,311536,Industrial,Freehold,2020-05-05,2016-02-23,435521779,False,DEV-0053
PLOT-007387,9647-A,Discovery Gardens,32927,Commercial,Leasehold,2003-09-30,2020-10-05,144982962,True,DEV-0061
PLOT-007388,6108-B,Al Twar,331265,Residential,Government,2011-07-10,2015-05-02,403369158,False,DEV-0144
PLOT-007389,652-D,Town Square,273453,Green,Government,2010-08-23,2024-10-01,449967002,True,DEV-0031
PLOT-007390,7344-C,Dubai Marina,183536,Commercial,Freehold,2000-06-08,2021-01-01,303076673,False,DEV-0049
PLOT-007391,991-C,Dubai Marina,98884,Mixed,Freehold,2001-08-25,2017-02-23,324243635,False,DEV-0002
PLOT-007392,8706-C,Bur Dubai,387984,Commercial,Freehold,2001-03-29,2016-07-08,234899301,False,DEV-0082
PLOT-007393,23-C,Ras Al Khor,373444,Residential,Leasehold,2010-04-21,2023-05-28,24303036,False,DEV-0055
PLOT-007394,2983-B,Downtown Dubai,405483,Commercial,Government,2022-06-22,2022-07-10,305312802,False,DEV-0165
PLOT-007395,4717-E,Al Furjan,242708,Industrial,Freehold,2005-04-21,2024-03-29,346117474,False,DEV-0193
PLOT-007396,8923-D,Arabian Ranches,436210,Residential,Freehold,2016-01-22,2020-02-18,136036020,False,DEV-0087
PLOT-007397,2645-E,Al Safa,185332,Residential,Leasehold,2011-03-12,2022-08-05,105514606,False,DEV-0042
PLOT-007398,6438-D,Dubai South,55500,Mixed,Freehold,2016-12-07,2021-03-20,61988621,False,DEV-0132
PLOT-007399,7109-D,Dubai South,77047,Industrial,Leasehold,2007-04-26,2017-02-05,357154996,False,DEV-0081
PLOT-007400,6595-C,Dubai Hills Estate,54775,Residential,Government,2019-04-15,2015-07-14,476459587,True,DEV-0142
PLOT-007401,8532-E,JVC,212769,Commercial,Leasehold,2011-06-10,2019-12-18,421819389,False,DEV-0165
PLOT-007402,2159-D,Mirdif,440831,Residential,Government,2012-02-22,2017-08-15,426079585,False,DEV-0038
PLOT-007403,4775-C,Al Twar,395875,Mixed,Freehold,2001-12-02,2024-12-21,60571237,True,DEV-0107
PLOT-007404,3427-C,JLT,13036,Industrial,Government,2009-06-26,2022-01-21,174938093,False,DEV-0076
PLOT-007405,1560-A,Al Furjan,13926,Industrial,Leasehold,2014-07-13,2023-04-09,261230247,False,DEV-0196
PLOT-007406,8936-C,Downtown Dubai,138868,Mixed,Leasehold,2013-06-13,2020-07-15,293712875,True,DEV-0029
PLOT-007407,8800-B,Deira,220911,Mixed,Leasehold,2002-01-26,2021-06-11,359490824,False,DEV-0027
PLOT-007408,434-A,Discovery Gardens,225212,Mixed,Freehold,2000-12-29,2021-09-21,163195293,False,DEV-0026
PLOT-007409,8159-C,Ras Al Khor,469324,Residential,Freehold,2015-04-03,2024-06-22,169339080,False,DEV-0128
PLOT-007410,3998-B,Al Wasl,208417,Residential,Leasehold,2011-04-07,2018-06-21,294359864,False,DEV-0136
PLOT-007411,8097-C,Dubai Marina,45675,Commercial,Freehold,2018-10-27,2021-03-05,281802851,True,DEV-0190
PLOT-007412,768-A,Discovery Gardens,357774,Commercial,Freehold,2015-10-30,2020-08-08,468650440,True,DEV-0045
PLOT-007413,1440-B,Dubai Land,268090,Commercial,Freehold,2008-02-25,2017-07-04,398361102,False,DEV-0110
PLOT-007414,1756-E,Dubai South,329437,Mixed,Leasehold,2007-10-02,2015-10-04,26978159,True,DEV-0086
PLOT-007415,5440-B,Nad Al Sheba,325143,Commercial,Freehold,2020-02-14,2024-11-02,339576882,False,DEV-0100
PLOT-007416,4460-C,Al Mizhar,307982,Residential,Freehold,2016-07-06,2018-11-27,141377137,False,DEV-0196
PLOT-007417,8330-C,Al Mizhar,397283,Residential,Freehold,2022-11-19,2021-08-30,342650868,True,DEV-0105
PLOT-007418,7910-C,Al Satwa,451927,Residential,Freehold,2014-03-13,2015-11-17,410428893,False,DEV-0090
PLOT-007419,5813-E,Dubai Marina,39393,Residential,Leasehold,2018-08-27,2020-09-13,28912821,False,DEV-0159
PLOT-007420,5796-D,Mirdif,329843,Residential,Leasehold,2016-09-08,2019-08-22,355706192,False,DEV-0020
PLOT-007421,137-D,Deira,421279,Industrial,Leasehold,2023-04-26,2016-08-03,170539221,True,DEV-0166
PLOT-007422,9054-E,Town Square,465268,Residential,Leasehold,2011-02-08,2024-06-24,74775388,False,DEV-0157
PLOT-007423,7365-B,Jumeirah,226368,Residential,Leasehold,2019-07-18,2016-10-29,77388201,True,DEV-0026
PLOT-007424,1344-A,Al Karama,411768,Residential,Leasehold,2014-10-12,2017-01-14,399393287,False,DEV-0099
PLOT-007425,223-B,Bur Dubai,340897,Residential,Freehold,2013-11-19,2015-03-15,78475981,True,DEV-0010
PLOT-007426,9273-B,Dubai Land,181378,Residential,Leasehold,2000-01-16,2024-04-24,334370900,True,DEV-0189
PLOT-007427,3356-B,Palm Jumeirah,461351,Residential,Freehold,2002-02-16,2022-08-03,53051870,False,DEV-0194
PLOT-007428,9073-B,Al Barsha,152564,Mixed,Freehold,2022-10-08,2017-09-01,74954814,False,DEV-0111
PLOT-007429,2152-E,Motor City,341809,Commercial,Freehold,2022-01-18,2023-06-01,351431239,False,DEV-0195
PLOT-007430,2761-A,Ras Al Khor,350750,Mixed,Leasehold,2006-06-29,2017-01-27,498327814,False,DEV-0052
PLOT-007431,4078-E,Jumeirah,286044,Residential,Leasehold,2002-10-24,2015-04-29,435640001,True,DEV-0083
PLOT-007432,5540-A,Al Qusais,77924,Residential,Leasehold,2021-07-18,2019-02-15,472944079,True,DEV-0078
PLOT-007433,3144-C,Al Safa,456064,Residential,Leasehold,2012-01-04,2018-01-01,99202972,False,DEV-0133
PLOT-007434,3775-A,Al Twar,270958,Residential,Freehold,2008-09-15,2017-01-17,244730553,True,DEV-0166
PLOT-007435,948-E,Ras Al Khor,414725,Industrial,Leasehold,2017-12-05,2018-03-02,79429561,False,DEV-0052
PLOT-007436,9542-D,Ras Al Khor,346498,Residential,Government,2017-04-30,2018-11-21,373036475,False,DEV-0154
PLOT-007437,4339-A,Jumeirah,234450,Mixed,Freehold,2011-05-28,2015-05-08,9054312,False,DEV-0165
PLOT-007438,2984-E,Al Barsha,219568,Residential,Freehold,2004-06-12,2020-10-12,134165615,False,DEV-0120
PLOT-007439,6112-A,DIFC,234233,Commercial,Freehold,2000-01-18,2023-11-29,410385284,False,DEV-0027
PLOT-007440,6990-B,Deira,163386,Mixed,Leasehold,2014-01-18,2020-09-30,133796306,True,DEV-0102
PLOT-007441,7815-B,Al Quoz,339249,Residential,Government,2001-04-20,2024-10-18,219739522,False,DEV-0199
PLOT-007442,8088-B,Dubai South,473056,Green,Freehold,2022-02-28,2016-12-31,338017340,False,DEV-0189
PLOT-007443,3074-C,Al Furjan,337146,Residential,Leasehold,2012-10-05,2016-03-23,395282347,False,DEV-0011
PLOT-007444,8663-B,Sports City,358842,Residential,Freehold,2016-03-27,2023-11-24,62184355,False,DEV-0129
PLOT-007445,4859-E,JVC,431654,Mixed,Leasehold,2014-10-03,2019-11-23,186714881,False,DEV-0040
PLOT-007446,7806-C,Motor City,199653,Residential,Freehold,2017-08-31,2024-03-12,78978904,False,DEV-0032
PLOT-007447,5927-A,Al Qusais,94590,Industrial,Leasehold,2023-11-26,2016-08-05,194464708,False,DEV-0132
PLOT-007448,2986-A,Sports City,491172,Residential,Leasehold,2017-03-10,2015-12-08,402505300,False,DEV-0069
PLOT-007449,9103-C,Business Bay,74426,Commercial,Freehold,2017-04-10,2015-04-23,372121123,False,DEV-0020
PLOT-007450,6696-B,Arabian Ranches,340171,Industrial,Freehold,2002-10-18,2020-08-16,98252816,False,DEV-0139
PLOT-007451,5651-D,Dubai Investment Park,46371,Residential,Leasehold,2023-11-11,2021-11-07,242406373,False,DEV-0179
PLOT-007452,2682-B,Business Bay,201323,Industrial,Leasehold,2000-03-25,2016-10-05,137128595,True,DEV-0010
PLOT-007453,3482-B,Sports City,160320,Industrial,Government,2019-04-06,2019-11-23,88283696,False,DEV-0184
PLOT-007454,3807-D,Nad Al Sheba,240974,Residential,Leasehold,2013-06-29,2021-11-24,172680877,False,DEV-0111
PLOT-007455,9988-A,Al Safa,182567,Mixed,Freehold,2015-11-21,2017-01-30,415487794,False,DEV-0080
PLOT-007456,6963-C,International City,14124,Commercial,Freehold,2010-03-18,2021-02-25,397296591,False,DEV-0015
PLOT-007457,7694-B,Al Wasl,37551,Residential,Freehold,2020-12-07,2016-08-17,494680505,True,DEV-0184
PLOT-007458,885-A,Dubai Land,290744,Mixed,Leasehold,2004-08-04,2019-11-23,428795882,False,DEV-0072
PLOT-007459,9230-D,Muhaisnah,88053,Residential,Freehold,2018-11-14,2021-02-10,139197818,True,DEV-0062
PLOT-007460,4838-A,Al Mizhar,168753,Residential,Freehold,2009-08-01,2016-06-20,283824787,True,DEV-0062
PLOT-007461,9428-E,Dubai Investment Park,348616,Commercial,Leasehold,2003-07-25,2023-01-10,344638021,False,DEV-0005
PLOT-007462,1353-A,Dubai Investment Park,415357,Residential,Leasehold,2004-11-27,2016-11-06,410111520,False,DEV-0012
PLOT-007463,1987-C,Umm Suqeim,61237,Commercial,Freehold,2008-04-20,2018-01-15,49644171,True,DEV-0148
PLOT-007464,3786-D,Dubai Hills Estate,216850,Mixed,Leasehold,2017-12-02,2022-04-14,61020433,False,DEV-0199
PLOT-007465,6374-B,Town Square,159272,Mixed,Government,2021-03-21,2024-02-06,199221157,False,DEV-0079
PLOT-007466,5775-E,Muhaisnah,473494,Commercial,Government,2010-05-30,2021-07-17,164471991,True,DEV-0175
PLOT-007467,895-D,JVC,465306,Residential,Freehold,2017-07-29,2024-12-16,119973956,True,DEV-0094
PLOT-007468,606-A,Warqa,403732,Commercial,Leasehold,2011-04-26,2020-11-18,269203952,False,DEV-0188
PLOT-007469,1540-D,Ras Al Khor,202831,Mixed,Government,2012-04-25,2017-08-02,260821206,False,DEV-0157
PLOT-007470,7522-D,Al Quoz,28344,Industrial,Leasehold,2004-10-10,2021-10-19,243379408,False,DEV-0060
PLOT-007471,4396-C,Al Safa,193081,Residential,Leasehold,2010-05-03,2015-03-12,79714017,False,DEV-0069
PLOT-007472,884-E,Umm Suqeim,343811,Mixed,Leasehold,2007-01-04,2019-06-25,479314010,False,DEV-0036
PLOT-007473,3673-D,DIFC,177921,Mixed,Freehold,2004-06-06,2021-10-26,409095363,False,DEV-0188
PLOT-007474,4171-E,Palm Jumeirah,422057,Green,Freehold,2000-11-26,2017-12-04,142037184,False,DEV-0033
PLOT-007475,695-A,Muhaisnah,335207,Mixed,Freehold,2005-10-10,2018-09-06,485352909,True,DEV-0059
PLOT-007476,8151-D,Motor City,226207,Mixed,Leasehold,2009-11-08,2023-03-13,61937438,True,DEV-0079
PLOT-007477,3060-D,Jumeirah,164986,Commercial,Freehold,2004-12-24,2021-01-24,397834707,False,DEV-0108
PLOT-007478,2631-B,Al Mizhar,449229,Industrial,Government,2022-05-21,2023-09-23,452707377,False,DEV-0035
PLOT-007479,3994-E,Business Bay,392881,Commercial,Freehold,2000-06-17,2016-11-03,38452418,True,DEV-0048
PLOT-007480,4050-A,Umm Suqeim,97667,Commercial,Freehold,2004-11-28,2024-06-05,240948796,True,DEV-0052
PLOT-007481,9165-C,Jumeirah,34188,Residential,Freehold,2014-10-07,2019-10-03,47711402,True,DEV-0151
PLOT-007482,5694-C,Muhaisnah,65277,Residential,Government,2015-02-09,2024-10-11,23325910,False,DEV-0122
PLOT-007483,2780-C,Umm Suqeim,28037,Mixed,Freehold,2016-05-27,2019-07-31,332775567,True,DEV-0166
PLOT-007484,7945-E,Al Mizhar,109841,Industrial,Leasehold,2000-11-21,2021-04-08,283933359,False,DEV-0008
PLOT-007485,8875-C,Al Twar,214641,Commercial,Leasehold,2002-07-02,2015-10-13,331379934,True,DEV-0061
PLOT-007486,4843-A,Dubailand,352936,Commercial,Government,2022-03-21,2016-03-14,196803589,False,DEV-0028
PLOT-007487,8724-A,Jebel Ali,146572,Commercial,Freehold,2012-12-25,2023-10-16,346033794,False,DEV-0190
PLOT-007488,697-D,Town Square,461392,Industrial,Freehold,2008-12-20,2016-07-29,395962686,False,DEV-0160
PLOT-007489,86-B,Dubailand,194148,Green,Leasehold,2014-03-20,2016-06-27,270323857,False,DEV-0140
PLOT-007490,776-B,Al Satwa,282323,Residential,Leasehold,2017-07-10,2020-12-06,218204054,False,DEV-0129
PLOT-007491,1118-C,Jumeirah,273243,Residential,Freehold,2015-05-11,2024-01-11,211316286,True,DEV-0060
PLOT-007492,6167-D,Emaar Beachfront,362279,Mixed,Freehold,2019-04-06,2022-11-25,39217892,False,DEV-0188
PLOT-007493,1436-E,Palm Jumeirah,240641,Commercial,Leasehold,2014-03-04,2023-07-04,368858909,True,DEV-0126
PLOT-007494,1024-B,Al Furjan,210317,Mixed,Freehold,2011-05-16,2022-07-31,153492605,True,DEV-0042
PLOT-007495,7245-B,Al Karama,422673,Residential,Freehold,2017-09-15,2023-06-22,363832190,True,DEV-0092
PLOT-007496,4627-D,Business Bay,131359,Commercial,Leasehold,2009-12-13,2023-06-17,312372227,False,DEV-0069
PLOT-007497,4990-D,Al Satwa,427436,Residential,Freehold,2014-10-31,2015-01-13,28720812,True,DEV-0068
PLOT-007498,3117-D,Dubai Hills Estate,214976,Commercial,Leasehold,2011-02-11,2019-11-07,251669914,True,DEV-0090
PLOT-007499,859-A,Jumeirah,368259,Industrial,Freehold,2006-12-23,2021-09-30,348354386,False,DEV-0186
