project_id,project_name,developer,area,project_type,total_units,sold_units,sold_percentage,launch_year,completion_year,status,avg_price_per_sqft_aed,min_price_aed,max_price_aed,floors,has_amenities,is_freehold
PRJ-02102,JLT Residences 7,Emaar Properties,JLT,Residential,1531,1004,65.6,2017,,Under Construction,3258,741848,14955871,67,True,True
PRJ-02103,Dubai Al Tower 1,Dubai Properties,Al Quoz,Residential,490,167,34.2,2010,,Under Construction,2979,658676,16928335,58,True,True
PRJ-02104,Al Residences 19,Seven Tides,Al Karama,Residential,996,747,75.1,2005,2009.0,Completed,3321,1187273,23032187,7,True,False
PRJ-02105,Motor Residences 1,Binghatti,Motor City,Residential,1873,1740,92.9,2012,2017.0,Completed,2931,1395968,9644522,61,False,True
PRJ-02106,Discovery Residences 3,Reportage,Discovery Gardens,Commercial,1521,711,46.8,2005,,Under Construction,892,1126263,23320230,73,False,True
PRJ-02107,Select Discovery Tower 5,Select Group,Discovery Gardens,Residential,1445,1136,78.7,2019,2021.0,Completed,4377,1179623,24260315,48,True,True
PRJ-02108,Seven Al Tower 8,Seven Tides,Al Barsha,Mixed Use,357,93,26.3,2023,,Off-Plan,2398,1248342,20745388,37,True,True
PRJ-02109,Al Residences 7,Danube Properties,Al Karama,Commercial,232,170,73.3,2015,,Stalled,2374,540031,6483674,66,False,True
PRJ-02110,Discovery Residences 2,Deyaar Development,Discovery Gardens,Residential,1021,896,87.8,2020,,Stalled,911,766414,6560381,42,True,False
PRJ-02111,Dubai Downtown Tower 2,Dubai Properties,Downtown Dubai,Commercial,423,205,48.7,2008,,Under Construction,2356,803179,24522400,50,True,False
PRJ-02112,Omniyat Al Tower 2,Omniyat,Al Barsha,Residential,1392,982,70.6,2005,,Off-Plan,2587,876863,18425109,32,False,True
PRJ-02113,Al Residences 14,Arada,Al Karama,Residential,605,216,35.7,2013,,Under Construction,2112,1367984,19303357,58,True,True
PRJ-02114,Palm Residences 8,Deyaar Development,Palm Jumeirah,Mixed Use,1220,997,81.8,2019,2024.0,Completed,1848,616808,18643787,21,True,True
PRJ-02115,Nakheel Al Tower 4,Nakheel,Al Qusais,Residential,72,31,44.2,2009,,Under Construction,3436,631270,24420050,77,True,True
PRJ-02116,Bur Residences 12,Danube Properties,Bur Dubai,Commercial,1548,1243,80.3,2024,,Under Construction,2572,1303495,4814663,71,True,True
PRJ-02117,Business Residences 12,Deyaar Development,Business Bay,Hospitality,351,279,79.7,2013,2018.0,Completed,2607,1166437,22678369,40,True,False
PRJ-02118,Sobha Town Tower 7,Sobha Realty,Town Square,Residential,1922,735,38.3,2008,,Off-Plan,4060,1427474,7240201,41,True,False
PRJ-02119,Dubai Al Tower 4,Dubai Properties,Al Karama,Commercial,1843,1241,67.3,2018,2020.0,Completed,4144,447301,7709031,34,True,True
PRJ-02120,Emaar Residences 5,Danube Properties,Emaar Beachfront,Mixed Use,1422,704,49.6,2016,,Under Construction,880,1407050,5420095,30,True,True
PRJ-02121,Umm Residences 5,DAMAC Properties,Umm Suqeim,Residential,323,288,89.3,2019,2022.0,Completed,1369,1239122,9355471,6,False,True
PRJ-02122,Sobha Business Tower 6,Sobha Realty,Business Bay,Residential,1062,663,62.4,2024,2029.0,Completed,2600,937238,9534731,80,True,True
PRJ-02123,Binghatti Palm Tower 2,Binghatti,Palm Jumeirah,Residential,942,797,84.6,2012,2014.0,Completed,3992,848382,16635349,23,True,True
PRJ-02124,Sports Residences 14,Emaar Properties,Sports City,Mixed Use,750,686,91.6,2015,,Under Construction,1566,788284,18210676,41,False,True
PRJ-02125,Al Residences 4,Sobha Realty,Al Karama,Residential,1742,1312,75.3,2015,2019.0,Completed,1478,834893,6873944,27,False,True
PRJ-02126,Al Residences 18,MAG Property Development,Al Safa,Residential,318,271,85.3,2020,,Stalled,1179,815810,12735211,13,True,False
PRJ-02127,Select DIFC Tower 9,Select Group,DIFC,Mixed Use,379,266,70.3,2021,2024.0,Completed,3193,505997,5210628,27,True,True
PRJ-02128,Reportage Al Tower 5,Reportage,Al Satwa,Mixed Use,1345,627,46.7,2017,,Off-Plan,1439,364445,13898008,43,True,False
PRJ-02129,Ellington Downtown Tower 3,Ellington Properties,Downtown Dubai,Residential,1930,1121,58.1,2007,,Under Construction,974,918417,20780442,7,True,True
PRJ-02130,Omniyat Business Tower 8,Omniyat,Business Bay,Residential,183,146,80.2,2018,,Under Construction,3914,1042911,20153122,23,False,True
PRJ-02131,Al Residences 18,Emaar Properties,Al Quoz,Residential,1158,921,79.6,2021,2024.0,Completed,3421,1479764,4043550,45,True,True
PRJ-02132,MAG Arabian Tower 7,MAG Property Development,Arabian Ranches,Mixed Use,1826,748,41.0,2024,,Under Construction,862,1018662,4527160,19,True,False
PRJ-02133,Bur Residences 9,Meraas,Bur Dubai,Residential,1023,866,84.7,2021,2024.0,Completed,3800,1153531,2412150,56,True,True
PRJ-02134,Dubai Residences 14,Deyaar Development,Dubai Creek Harbour,Commercial,1368,1147,83.9,2006,2010.0,Completed,3694,1303217,7052732,66,False,True
PRJ-02135,Nad Residences 3,Tiger Properties,Nad Al Sheba,Residential,839,217,26.0,2013,,Stalled,2031,413947,9466522,6,True,True
PRJ-02136,Select Dubai Tower 6,Select Group,Dubai Hills Estate,Commercial,1331,1267,95.3,2014,2018.0,Completed,3078,923201,11045505,5,True,True
PRJ-02137,Dubai Residences 9,Meraas,Dubai Hills Estate,Residential,1039,270,26.1,2013,,Off-Plan,2396,736900,7009385,26,True,True
PRJ-02138,Dubai Al Tower 4,Dubai Properties,Al Safa,Commercial,1011,465,46.0,2012,,Stalled,2962,904627,6707082,72,False,True
PRJ-02139,DAMAC Mirdif Tower 8,DAMAC Properties,Mirdif,Residential,1487,1053,70.9,2014,,Off-Plan,1899,960849,3783708,5,True,True
PRJ-02140,Meraas International Tower 8,Meraas,International City,Commercial,1448,1286,88.8,2023,,Off-Plan,3534,798341,3695402,70,True,True
PRJ-02141,Al Residences 9,DAMAC Properties,Al Karama,Commercial,1892,431,22.8,2005,,Under Construction,2726,656886,23052513,15,True,True
PRJ-02142,Deyaar DIFC Tower 6,Deyaar Development,DIFC,Residential,997,760,76.2,2013,2017.0,Completed,3733,363860,20490383,30,False,True
PRJ-02143,Jumeirah Residences 17,Tiger Properties,Jumeirah,Residential,1966,1638,83.3,2007,2009.0,Completed,1726,720328,13273851,40,False,True
PRJ-02144,Meraas Downtown Tower 5,Meraas,Downtown Dubai,Residential,235,134,57.3,2019,,Off-Plan,4008,468900,22859952,80,True,False
PRJ-02145,Arada Al Tower 8,Arada,Al Safa,Mixed Use,920,262,28.5,2013,,Under Construction,1099,721401,7146260,24,True,True
PRJ-02146,JLT Residences 15,Danube Properties,JLT,Residential,1419,1223,86.2,2017,2020.0,Completed,721,1325722,12925223,76,True,True
PRJ-02147,Deira Residences 13,Arada,Deira,Residential,1676,1430,85.4,2012,2016.0,Completed,2024,927102,7697029,38,False,True
PRJ-02148,Jumeirah Residences 16,Sobha Realty,Jumeirah,Residential,1830,1676,91.6,2011,2016.0,Completed,2805,665095,17699661,80,True,True
PRJ-02149,Arada Downtown Tower 9,Arada,Downtown Dubai,Residential,1906,1182,62.1,2010,,Under Construction,3728,701699,19593681,51,True,True
PRJ-02150,Town Residences 6,Omniyat,Town Square,Residential,442,116,26.3,2022,,Off-Plan,1438,1454005,7279667,6,True,False
PRJ-02151,JLT Residences 9,Dubai Properties,JLT,Residential,67,34,51.2,2016,,Under Construction,1871,1103765,8334032,9,False,False
PRJ-02152,Omniyat Al Tower 1,Omniyat,Al Wasl,Commercial,466,235,50.5,2020,,Off-Plan,1197,674076,12278839,7,True,False
PRJ-02153,Al Residences 19,Seven Tides,Al Quoz,Residential,204,70,34.4,2008,,Off-Plan,2506,976761,12764072,10,True,True
PRJ-02154,Meraas Umm Tower 7,Meraas,Umm Suqeim,Mixed Use,776,285,36.8,2015,,Off-Plan,815,1460499,10489920,66,True,False
PRJ-02155,Arada Dubai Tower 5,Arada,Dubai Hills Estate,Residential,656,481,73.4,2016,,Under Construction,2462,568087,19166868,41,True,False
PRJ-02156,JVC Residences 14,Seven Tides,JVC,Residential,1716,1203,70.1,2008,,Under Construction,1497,1244340,14463485,24,True,True
PRJ-02157,Aldar Bur Tower 1,Aldar,Bur Dubai,Residential,297,257,86.6,2007,2012.0,Completed,1635,501275,15016376,78,False,True
PRJ-02158,Deira Residences 20,Binghatti,Deira,Mixed Use,233,204,87.9,2021,,Under Construction,1298,1128780,2888390,57,True,True
PRJ-02159,Discovery Residences 13,Azizi Developments,Discovery Gardens,Mixed Use,1191,919,77.2,2023,2027.0,Completed,3681,1109724,22361400,11,False,True
PRJ-02160,Dubai International Tower 1,Dubai Properties,International City,Commercial,134,113,84.7,2006,,Under Construction,1383,1228348,14253186,21,True,True
PRJ-02161,Arada Umm Tower 6,Arada,Umm Suqeim,Commercial,181,120,66.6,2016,,Off-Plan,3434,634336,5048066,23,False,False
PRJ-02162,DIFC Residences 12,Nakheel,DIFC,Commercial,1067,1052,98.6,2009,2012.0,Completed,4318,586085,13561855,14,False,True
PRJ-02163,Discovery Residences 7,Binghatti,Discovery Gardens,Mixed Use,1213,647,53.4,2015,,Off-Plan,2664,785028,15524608,76,True,True
PRJ-02164,Dubai Residences 20,Emaar Properties,Dubai Hills Estate,Residential,179,56,31.7,2022,,Under Construction,2024,562809,24957078,75,True,True
PRJ-02165,Discovery Residences 6,Dubai Properties,Discovery Gardens,Mixed Use,358,309,86.4,2009,2012.0,Completed,3671,1038304,3421734,71,True,True
PRJ-02166,Nad Residences 16,Reportage,Nad Al Sheba,Mixed Use,455,377,83.0,2009,2012.0,Completed,869,825964,15187134,74,True,False
PRJ-02167,DIFC Residences 13,Nakheel,DIFC,Residential,1953,1233,63.1,2006,2010.0,Completed,870,959670,6058340,16,True,True
PRJ-02168,Jumeirah Residences 3,Omniyat,Jumeirah,Mixed Use,325,245,75.7,2011,2013.0,Completed,3059,605690,16528459,9,False,True
PRJ-02169,Al Residences 12,Binghatti,Al Safa,Commercial,1595,989,62.0,2023,2026.0,Completed,2015,372369,15519863,8,False,True
PRJ-02170,Binghatti International Tower 7,Binghatti,International City,Hospitality,1484,372,25.1,2009,,Under Construction,1315,1404660,21311613,24,True,False
PRJ-02171,MAG Arabian Tower 7,MAG Property Development,Arabian Ranches,Commercial,1666,428,25.7,2021,,Under Construction,872,638253,9202595,25,True,True
PRJ-02172,Reportage Motor Tower 2,Reportage,Motor City,Mixed Use,1148,413,36.0,2014,,Under Construction,2057,742671,5132510,28,True,True
PRJ-02173,Ellington Palm Tower 5,Ellington Properties,Palm Jumeirah,Residential,104,62,60.5,2008,,Off-Plan,1289,618200,2621351,33,True,True
PRJ-02174,DAMAC Downtown Tower 9,DAMAC Properties,Downtown Dubai,Residential,1614,1337,82.8,2012,2016.0,Completed,1685,1020677,14294179,11,True,True
PRJ-02175,Emaar Residences 7,Nakheel,Emaar Beachfront,Commercial,1464,1151,78.7,2012,,Off-Plan,2311,430265,18334155,66,False,True
PRJ-02176,MAG Al Tower 1,MAG Property Development,Al Safa,Hospitality,379,146,38.6,2014,,Off-Plan,3327,950018,11547440,51,True,True
PRJ-02177,Azizi Dubai Tower 7,Azizi Developments,Dubai Creek Harbour,Mixed Use,405,376,93.0,2008,2013.0,Completed,809,962966,22188878,32,True,True
PRJ-02178,Meraas Al Tower 9,Meraas,Al Barsha,Residential,604,412,68.3,2012,2015.0,Completed,1188,815895,12730609,80,True,True
PRJ-02179,Dubai Residences 15,MAG Property Development,Dubai Hills Estate,Residential,760,485,63.9,2013,2016.0,Completed,1308,1473828,11887256,47,True,True
PRJ-02180,Danube Palm Tower 2,Danube Properties,Palm Jumeirah,Residential,365,281,77.0,2007,2010.0,Completed,2096,650894,8814208,11,True,True
PRJ-02181,Dubai Residences 6,Seven Tides,Dubai Creek Harbour,Residential,1580,1118,70.8,2015,2019.0,Completed,2264,904895,16614129,33,False,True
PRJ-02182,Motor Residences 11,Aldar,Motor City,Residential,340,316,93.0,2012,2015.0,Completed,2753,571907,23743056,19,True,True
PRJ-02183,Omniyat Emaar Tower 7,Omniyat,Emaar Beachfront,Residential,1569,976,62.2,2023,2027.0,Completed,1754,1323087,19054751,6,True,True
PRJ-02184,Arada JVC Tower 6,Arada,JVC,Residential,1634,1141,69.9,2014,,Under Construction,1616,330944,14849011,63,True,True
PRJ-02185,Sobha Al Tower 2,Sobha Realty,Al Barsha,Mixed Use,1096,662,60.4,2017,2022.0,Completed,2835,810850,13107601,42,True,True
PRJ-02186,Seven Nad Tower 1,Seven Tides,Nad Al Sheba,Mixed Use,211,193,91.5,2011,,Off-Plan,2185,958470,16591147,42,True,True
PRJ-02187,Omniyat Ras Tower 5,Omniyat,Ras Al Khor,Residential,810,599,74.0,2011,,Off-Plan,1965,312407,4337691,47,True,True
PRJ-02188,Business Residences 12,DAMAC Properties,Business Bay,Residential,152,91,60.5,2022,2026.0,Completed,1120,310363,14426989,27,True,True
PRJ-02189,Meraas Discovery Tower 6,Meraas,Discovery Gardens,Residential,471,223,47.4,2018,,Under Construction,1783,906537,8571823,29,False,True
PRJ-02190,Arabian Residences 4,Danube Properties,Arabian Ranches,Residential,1023,810,79.2,2016,2020.0,Completed,1226,855693,4540768,23,True,True
PRJ-02191,Mirdif Residences 3,Arada,Mirdif,Residential,336,207,61.8,2024,2028.0,Completed,1402,1406939,14172309,14,False,True
PRJ-02192,Omniyat Al Tower 3,Omniyat,Al Barsha,Residential,1826,1117,61.2,2020,2025.0,Completed,842,572611,21949464,11,True,True
PRJ-02193,Dubai Mirdif Tower 6,Dubai Properties,Mirdif,Residential,366,206,56.3,2020,,Off-Plan,3219,1069553,9307834,5,True,True
PRJ-02194,Nad Residences 15,Meraas,Nad Al Sheba,Commercial,1839,899,48.9,2009,,Off-Plan,2932,938510,21319659,17,True,True
PRJ-02195,Emaar Residences 14,Deyaar Development,Emaar Beachfront,Residential,1561,1554,99.6,2008,2010.0,Completed,3885,739771,6289393,44,False,True
PRJ-02196,Al Residences 17,Sobha Realty,Al Quoz,Residential,1110,852,76.8,2015,2019.0,Completed,2550,770252,15788125,52,False,True
PRJ-02197,Al Residences 6,Emaar Properties,Al Satwa,Mixed Use,1763,1666,94.5,2007,2010.0,Completed,2943,542019,6019792,74,True,False
PRJ-02198,Nakheel DIFC Tower 4,Nakheel,DIFC,Commercial,549,408,74.3,2022,2024.0,Completed,2331,481055,6859888,42,True,True
PRJ-02199,Emaar Residences 13,Danube Properties,Emaar Beachfront,Mixed Use,1338,999,74.7,2014,,Under Construction,1512,1304679,11821851,52,True,True
PRJ-02200,Tiger Al Tower 1,Tiger Properties,Al Quoz,Mixed Use,862,564,65.5,2011,2016.0,Completed,3433,671723,3324816,16,True,True
PRJ-02201,Business Residences 7,Sobha Realty,Business Bay,Residential,1365,707,51.8,2022,,Under Construction,3492,390392,19660209,44,True,True
PRJ-02202,Jumeirah Residences 10,Danube Properties,Jumeirah,Residential,708,440,62.3,2018,2020.0,Completed,1241,304869,24792842,75,True,True
PRJ-02203,Deira Residences 5,Sobha Realty,Deira,Mixed Use,925,758,82.0,2023,2026.0,Completed,3070,1174654,2760683,45,False,True
PRJ-02204,Ras Residences 12,Sobha Realty,Ras Al Khor,Residential,83,72,87.2,2008,,Under Construction,3867,1254564,4476162,52,True,True
PRJ-02205,Select Emaar Tower 1,Select Group,Emaar Beachfront,Residential,1536,971,63.2,2024,2029.0,Completed,3399,1243157,11213322,34,True,True
PRJ-02206,Deira Residences 16,Danube Properties,Deira,Residential,1674,1091,65.2,2017,2021.0,Completed,968,1235847,13232800,40,True,True
PRJ-02207,Ellington Al Tower 4,Ellington Properties,Al Qusais,Commercial,814,273,33.5,2008,,Under Construction,2581,1435991,17699430,61,True,True
PRJ-02208,DIFC Residences 15,Reportage,DIFC,Hospitality,515,328,63.8,2014,,Stalled,1290,1115723,6478445,79,True,True
PRJ-02209,Mirdif Residences 12,Dubai Properties,Mirdif,Residential,666,567,85.3,2019,2022.0,Completed,1991,1382766,24724843,8,True,True
PRJ-02210,Emaar Dubai Tower 3,Emaar Properties,Dubai Creek Harbour,Mixed Use,795,703,88.5,2010,,Under Construction,4026,533032,14472236,56,True,True
PRJ-02211,Aldar JLT Tower 3,Aldar,JLT,Mixed Use,492,398,81.1,2006,2009.0,Completed,4244,1471267,3177862,65,True,True
PRJ-02212,Binghatti Nad Tower 6,Binghatti,Nad Al Sheba,Residential,506,492,97.4,2006,2011.0,Completed,3615,812697,4165117,71,False,True
PRJ-02213,Binghatti Mirdif Tower 7,Binghatti,Mirdif,Mixed Use,1800,874,48.6,2020,,Off-Plan,2516,326082,9389627,26,False,True
PRJ-02214,Select Emaar Tower 9,Select Group,Emaar Beachfront,Mixed Use,311,222,71.4,2009,2011.0,Completed,3876,614281,8670378,25,True,True
PRJ-02215,Seven Arabian Tower 2,Seven Tides,Arabian Ranches,Mixed Use,735,560,76.2,2007,2011.0,Completed,1611,885555,11837829,15,True,True
PRJ-02216,Town Residences 9,Reportage,Town Square,Residential,155,40,26.3,2022,,Under Construction,3120,1399093,10279668,40,False,False
PRJ-02217,Dubai Al Tower 1,Dubai Properties,Al Karama,Mixed Use,646,616,95.4,2021,2026.0,Completed,3936,1364008,5094794,63,True,False
PRJ-02218,Ellington International Tower 6,Ellington Properties,International City,Commercial,1066,873,81.9,2007,,Off-Plan,1919,934875,13589512,20,True,True
PRJ-02219,Reportage Al Tower 1,Reportage,Al Qusais,Residential,367,267,72.9,2021,2024.0,Completed,1210,490090,22021352,6,False,True
PRJ-02220,DAMAC Town Tower 5,DAMAC Properties,Town Square,Residential,513,411,80.2,2024,2026.0,Completed,3411,892992,24273845,48,False,True
PRJ-02221,Deyaar Al Tower 2,Deyaar Development,Al Barsha,Residential,498,172,34.7,2005,,Off-Plan,1631,773060,3240659,29,True,True
PRJ-02222,Ellington Dubai Tower 5,Ellington Properties,Dubai Hills Estate,Residential,732,588,80.4,2024,,Off-Plan,2290,1354574,13525086,76,True,True
PRJ-02223,Reportage Discovery Tower 3,Reportage,Discovery Gardens,Mixed Use,88,81,92.3,2007,,Under Construction,1674,1182484,8019065,48,True,True
PRJ-02224,Ras Residences 5,Tiger Properties,Ras Al Khor,Mixed Use,1926,1221,63.4,2007,2012.0,Completed,2574,489097,21289447,65,True,True
PRJ-02225,Nakheel Town Tower 2,Nakheel,Town Square,Residential,1047,644,61.6,2008,2010.0,Completed,1842,789450,12582652,30,True,True
PRJ-02226,Arabian Residences 20,Nakheel,Arabian Ranches,Hospitality,484,459,94.9,2018,,Off-Plan,4103,1462478,20474416,67,True,True
PRJ-02227,Sobha JLT Tower 8,Sobha Realty,JLT,Residential,1856,1473,79.4,2007,,Under Construction,2798,1121982,24372787,80,False,True
PRJ-02228,MAG Al Tower 6,MAG Property Development,Al Qusais,Residential,1424,965,67.8,2008,2011.0,Completed,4279,320476,5605510,55,True,True
PRJ-02229,Dubai Residences 1,MAG Property Development,Dubai Marina,Residential,398,282,70.9,2018,2023.0,Completed,3538,639680,18910058,73,True,True
PRJ-02230,DAMAC JLT Tower 4,DAMAC Properties,JLT,Residential,779,601,77.3,2006,2009.0,Completed,701,1350620,16723266,49,True,True
PRJ-02231,Nad Residences 16,Reportage,Nad Al Sheba,Residential,1647,650,39.5,2014,,Under Construction,4122,737139,23346246,18,True,False
PRJ-02232,Deira Residences 12,Select Group,Deira,Residential,1792,1788,99.8,2005,2007.0,Completed,1263,1211954,6688169,40,True,True
PRJ-02233,Omniyat Dubai Tower 4,Omniyat,Dubai Hills Estate,Hospitality,568,491,86.4,2010,,Under Construction,1894,990575,17094140,45,True,True
PRJ-02234,Arabian Residences 11,Ellington Properties,Arabian Ranches,Residential,876,825,94.3,2013,2018.0,Completed,3703,880302,15703697,7,True,False
PRJ-02235,Dubai Nad Tower 3,Dubai Properties,Nad Al Sheba,Residential,212,72,34.2,2016,,Under Construction,4450,801520,9637666,79,False,False
PRJ-02236,Deyaar Al Tower 2,Deyaar Development,Al Wasl,Residential,1495,1287,86.1,2019,,Stalled,1593,1366500,9856294,77,False,True
PRJ-02237,Sobha Motor Tower 4,Sobha Realty,Motor City,Residential,1938,1808,93.3,2020,2023.0,Completed,1562,789050,6054576,19,True,True
PRJ-02238,Nakheel Deira Tower 2,Nakheel,Deira,Residential,514,195,38.1,2020,,Off-Plan,2619,476517,12010890,71,False,True
PRJ-02239,Town Residences 4,Ellington Properties,Town Square,Residential,233,86,37.1,2011,,Under Construction,2164,1027728,4895271,62,True,True
PRJ-02240,Al Residences 6,Ellington Properties,Al Barsha,Mixed Use,1753,579,33.1,2022,,Under Construction,1154,671379,6580012,63,True,False
PRJ-02241,Al Residences 3,Select Group,Al Safa,Mixed Use,1554,1425,91.7,2006,2008.0,Completed,1364,1315487,18557619,27,True,True
PRJ-02242,Dubai Residences 10,Reportage,Dubai Marina,Residential,843,421,50.0,2019,,Off-Plan,3148,592363,13670390,18,True,True
PRJ-02243,Nakheel JLT Tower 7,Nakheel,JLT,Residential,203,147,72.6,2024,2026.0,Completed,2594,958249,21686797,10,True,False
PRJ-02244,Reportage Dubai Tower 1,Reportage,Dubai Creek Harbour,Commercial,1281,784,61.2,2015,2018.0,Completed,3815,1113490,4419775,56,False,True
PRJ-02245,Ellington Discovery Tower 1,Ellington Properties,Discovery Gardens,Mixed Use,483,391,81.1,2019,,Under Construction,3971,1008958,21608892,7,True,True
PRJ-02246,Dubai Residences 7,Seven Tides,Dubai Creek Harbour,Residential,1748,1230,70.4,2016,,Off-Plan,2950,1139107,2058961,67,False,True
PRJ-02247,Aldar DIFC Tower 3,Aldar,DIFC,Residential,1220,1111,91.1,2021,,Under Construction,791,1309329,18385221,19,False,True
PRJ-02248,JLT Residences 3,MAG Property Development,JLT,Residential,1467,980,66.8,2006,2009.0,Completed,4417,1385409,16640869,31,True,True
PRJ-02249,Al Residences 18,Binghatti,Al Safa,Residential,1898,467,24.6,2019,,Off-Plan,3167,755846,6895503,36,False,True
PRJ-02250,Nakheel Bur Tower 2,Nakheel,Bur Dubai,Residential,664,221,33.4,2014,,Under Construction,740,851808,17853811,33,True,True
PRJ-02251,Al Residences 11,Omniyat,Al Quoz,Commercial,852,540,63.4,2023,,Under Construction,3036,1371926,5632413,33,True,True
PRJ-02252,Aldar Al Tower 5,Aldar,Al Karama,Commercial,932,584,62.8,2014,,Under Construction,3651,417436,14934993,46,True,True
PRJ-02253,Seven JLT Tower 9,Seven Tides,JLT,Residential,1337,584,43.7,2015,,Under Construction,2161,578277,8505940,28,True,True
PRJ-02254,Deyaar JLT Tower 6,Deyaar Development,JLT,Residential,901,279,31.0,2009,,Off-Plan,4358,1442823,9240616,43,True,True
PRJ-02255,Omniyat Al Tower 9,Omniyat,Al Barsha,Residential,1531,1102,72.0,2021,,Under Construction,3751,1299613,21688332,48,False,True
PRJ-02256,Azizi Al Tower 8,Azizi Developments,Al Safa,Residential,1532,1324,86.5,2016,2020.0,Completed,4472,334416,17601589,54,True,True
PRJ-02257,Emaar Residences 20,Arada,Emaar Beachfront,Residential,404,364,90.1,2007,2012.0,Completed,1776,820447,14217817,14,False,True
PRJ-02258,Tiger Mirdif Tower 6,Tiger Properties,Mirdif,Residential,634,275,43.5,2020,,Off-Plan,1811,1465989,11109753,33,True,True
PRJ-02259,MAG DIFC Tower 9,MAG Property Development,DIFC,Residential,1662,758,45.6,2016,,Under Construction,4253,1446744,14766317,53,True,False
PRJ-02260,Binghatti Al Tower 7,Binghatti,Al Wasl,Residential,1757,1546,88.0,2019,2023.0,Completed,2650,677181,2317812,72,True,False
PRJ-02261,Al Residences 19,Danube Properties,Al Karama,Residential,1202,535,44.6,2014,,Under Construction,4485,1076906,7471478,79,True,True
PRJ-02262,Sobha Deira Tower 2,Sobha Realty,Deira,Hospitality,1281,1008,78.7,2021,2026.0,Completed,2454,1131103,11399978,25,True,False
PRJ-02263,Business Residences 20,Seven Tides,Business Bay,Commercial,538,303,56.5,2023,,Under Construction,3619,573954,17931784,35,True,True
PRJ-02264,Jumeirah Residences 9,Aldar,Jumeirah,Residential,1131,581,51.4,2010,,Off-Plan,846,809169,2148788,46,False,True
PRJ-02265,Al Residences 11,Nakheel,Al Safa,Residential,462,289,62.7,2014,2016.0,Completed,3567,637882,9407533,42,False,False
PRJ-02266,Jumeirah Residences 4,Azizi Developments,Jumeirah,Mixed Use,1796,838,46.7,2019,,Under Construction,4457,559398,13276996,6,False,False
PRJ-02267,Select Al Tower 2,Select Group,Al Satwa,Residential,506,280,55.3,2010,,Under Construction,2420,909050,17385678,57,True,True
PRJ-02268,Emaar Residences 18,Tiger Properties,Emaar Beachfront,Residential,1382,1126,81.5,2016,,Under Construction,1226,1035100,21573341,55,True,True
PRJ-02269,Palm Residences 16,Omniyat,Palm Jumeirah,Mixed Use,1087,565,52.0,2022,,Under Construction,936,875997,10909598,67,False,True
PRJ-02270,Binghatti Al Tower 4,Binghatti,Al Safa,Commercial,1846,1169,63.4,2013,2017.0,Completed,2968,391786,6463579,65,True,True
PRJ-02271,Reportage Palm Tower 4,Reportage,Palm Jumeirah,Mixed Use,596,529,88.8,2007,,Off-Plan,2553,1072921,23557390,59,False,False
PRJ-02272,Sobha Al Tower 9,Sobha Realty,Al Qusais,Hospitality,858,644,75.1,2017,2021.0,Completed,1686,1046040,2921666,23,True,True
PRJ-02273,Danube Motor Tower 1,Danube Properties,Motor City,Residential,1633,871,53.3,2012,,Under Construction,3351,454921,13492876,9,True,True
PRJ-02274,Dubai Al Tower 5,Dubai Properties,Al Quoz,Mixed Use,745,165,22.3,2008,,Off-Plan,2430,1225867,8547401,37,True,True
PRJ-02275,Aldar Ras Tower 1,Aldar,Ras Al Khor,Mixed Use,1230,804,65.4,2006,,Off-Plan,3837,1231880,5631115,25,True,False
PRJ-02276,Dubai Residences 11,Seven Tides,Dubai Hills Estate,Residential,1464,1403,95.8,2009,2013.0,Completed,4279,963368,15396422,34,True,False
PRJ-02277,Bur Residences 16,Arada,Bur Dubai,Residential,339,296,87.5,2013,2018.0,Completed,4478,994313,18284980,27,True,True
PRJ-02278,Arada Al Tower 9,Arada,Al Quoz,Mixed Use,1315,1126,85.7,2024,2027.0,Completed,3358,557911,7617366,8,True,True
PRJ-02279,Downtown Residences 16,Reportage,Downtown Dubai,Residential,1105,425,38.5,2006,,Under Construction,4317,980205,11341086,46,False,True
PRJ-02280,Emaar Arabian Tower 1,Emaar Properties,Arabian Ranches,Residential,262,227,86.9,2010,2014.0,Completed,2734,1453844,10908628,33,True,True
PRJ-02281,Sobha Al Tower 3,Sobha Realty,Al Satwa,Residential,378,303,80.2,2017,,Stalled,1732,1284992,2601844,70,True,True
PRJ-02282,Town Residences 11,Aldar,Town Square,Residential,242,57,23.7,2021,,Off-Plan,2825,958190,13833304,22,True,True
PRJ-02283,Deyaar JLT Tower 1,Deyaar Development,JLT,Residential,1904,1108,58.2,2018,,Under Construction,1183,674207,3075879,76,True,True
PRJ-02284,Emaar JVC Tower 8,Emaar Properties,JVC,Residential,140,134,96.4,2005,2007.0,Completed,4092,1300201,17934918,39,False,False
PRJ-02285,MAG Business Tower 1,MAG Property Development,Business Bay,Residential,986,300,30.4,2017,,Under Construction,2713,933673,7247012,59,True,True
PRJ-02286,Deyaar Al Tower 2,Deyaar Development,Al Satwa,Residential,371,278,75.0,2011,,Under Construction,707,614675,17102667,40,False,True
PRJ-02287,DAMAC Downtown Tower 9,DAMAC Properties,Downtown Dubai,Residential,936,739,79.0,2022,2024.0,Completed,1289,501763,16507824,31,True,True
PRJ-02288,Town Residences 14,Nakheel,Town Square,Residential,1739,1195,68.8,2022,,Under Construction,4387,713280,12620061,12,False,True
