unit_id,building_id,unit_number,floor,bedrooms,bathrooms,area_sqft,property_type,view,is_furnished,current_status,last_transaction_year,last_sale_price_aed
UNIT-0036354,BLDG-014707,6312,8,1,2,3907,Villa,City View,False,Occupied,2016,14871316
UNIT-0036355,BLDG-010086,5208,6,0,4,4018,Apartment,Sea View,True,Vacant,2020,13382836
UNIT-0036356,BLDG-011344,314,10,4,2,3197,Apartment,Garden View,True,Occupied,2022,11319270
UNIT-0036357,BLDG-013481,5707,14,2,4,1935,Apartment,No Preference,True,Occupied,2022,3243867
UNIT-0036358,BLDG-013096,5910,35,1,2,1670,Apartment,City View,True,Occupied,2016,11115314
UNIT-0036359,BLDG-014678,1913,24,2,4,4895,Villa,No Preference,False,Vacant,2022,1103472
UNIT-0036360,BLDG-008211,308,20,2,2,4153,Villa,Garden View,True,Occupied,2018,3575865
UNIT-0036361,BLDG-013238,4207,69,1,1,3705,Villa,No Preference,False,Occupied,2024,1981621
UNIT-0036362,BLDG-000860,7813,28,5,4,4527,Studio,City View,False,Occupied,2018,9234682
UNIT-0036363,BLDG-000709,6108,69,2,3,4176,Studio,Garden View,False,Occupied,2018,6929349
UNIT-0036364,BLDG-013195,7209,59,2,2,4951,Penthouse,City View,True,Occupied,2020,5740051
UNIT-0036365,BLDG-006191,4913,22,3,3,2532,Apartment,Garden View,False,Occupied,2018,2840874
UNIT-0036366,BLDG-004006,6318,36,2,2,1318,Apartment,Pool View,False,Vacant,2020,10186732
UNIT-0036367,BLDG-009144,1512,47,3,2,3978,Studio,City View,False,Occupied,2016,7219821
UNIT-0036368,BLDG-009040,1904,77,5,2,530,Apartment,City View,False,Occupied,2016,11998702
UNIT-0036369,BLDG-000942,617,43,2,2,2545,Studio,City View,False,Vacant,2018,12769091
UNIT-0036370,BLDG-009422,6710,2,1,5,4885,Villa,City View,False,Occupied,2020,7413937
UNIT-0036371,BLDG-004746,2616,3,2,3,2496,Apartment,City View,False,Vacant,2021,13673356
UNIT-0036372,BLDG-005423,1812,47,2,2,739,Apartment,Garden View,True,Occupied,2017,11951856
UNIT-0036373,BLDG-004573,7104,13,3,3,4440,Apartment,Pool View,False,Occupied,2017,8174938
UNIT-0036374,BLDG-012826,5907,4,1,4,3560,Apartment,Pool View,False,Occupied,2021,863243
UNIT-0036375,BLDG-004694,1003,80,0,5,2581,Studio,No Preference,False,Occupied,2020,8512479
UNIT-0036376,BLDG-010791,2118,31,1,2,4043,Penthouse,City View,True,Occupied,2015,9847076
UNIT-0036377,BLDG-001810,4810,14,1,1,2791,Villa,Sea View,True,Occupied,2023,7169648
UNIT-0036378,BLDG-009783,4012,58,2,1,523,Studio,Garden View,True,Occupied,2015,4694909
UNIT-0036379,BLDG-009769,3905,67,2,2,3796,Villa,No Preference,False,Occupied,2022,9321525
UNIT-0036380,BLDG-000072,3905,57,3,2,1526,Apartment,Sea View,False,Occupied,2019,8409033
UNIT-0036381,BLDG-000682,613,70,0,3,1376,Apartment,Sea View,False,Occupied,2020,562582
UNIT-0036382,BLDG-006811,5717,51,1,3,3915,Apartment,No Preference,False,Occupied,2020,9092177
UNIT-0036383,BLDG-009591,3008,3,4,4,1829,Apartment,Sea View,True,Vacant,2015,11868196
UNIT-0036384,BLDG-004634,7003,48,1,4,1714,Apartment,City View,False,Occupied,2021,5206096
UNIT-0036385,BLDG-009963,7802,6,2,3,1272,Apartment,Garden View,False,Occupied,2019,11467616
UNIT-0036386,BLDG-010895,2406,71,3,3,3355,Apartment,Garden View,False,Vacant,2019,4550261
UNIT-0036387,BLDG-010690,6408,47,3,2,4101,Villa,Pool View,False,Occupied,2019,5846494
UNIT-0036388,BLDG-005541,2012,5,0,4,4974,Villa,City View,True,Occupied,2024,9854462
UNIT-0036389,BLDG-008855,6920,45,2,4,3447,Villa,No Preference,False,Vacant,2015,5398610
UNIT-0036390,BLDG-005767,4618,56,3,2,2466,Penthouse,City View,True,Occupied,2017,14387749
UNIT-0036391,BLDG-001237,5515,69,2,4,3855,Townhouse,No Preference,False,Occupied,2020,1507931
UNIT-0036392,BLDG-000780,7807,36,4,1,590,Apartment,City View,False,Occupied,2023,4272739
UNIT-0036393,BLDG-007359,5811,37,1,2,561,Studio,Garden View,False,Occupied,2023,5500076
UNIT-0036394,BLDG-010836,3408,16,1,2,3626,Townhouse,Garden View,False,Occupied,2018,1582660
UNIT-0036395,BLDG-004562,316,66,2,2,2856,Apartment,Pool View,True,Occupied,2015,1440372
UNIT-0036396,BLDG-008861,2718,12,2,2,4229,Apartment,Garden View,False,Occupied,2021,3343601
UNIT-0036397,BLDG-001426,2505,4,3,1,3078,Apartment,Garden View,False,Occupied,2016,3886401
UNIT-0036398,BLDG-004404,5716,2,2,2,4406,Villa,City View,True,Occupied,2020,604794
UNIT-0036399,BLDG-011836,5505,57,1,5,3984,Apartment,Sea View,True,Vacant,2019,11155798
UNIT-0036400,BLDG-008256,101,74,2,2,4560,Apartment,Pool View,False,Occupied,2022,9240480
UNIT-0036401,BLDG-014204,2407,77,2,2,3618,Apartment,Garden View,False,Occupied,2016,11440578
UNIT-0036402,BLDG-006138,1301,5,0,2,719,Apartment,No Preference,True,Occupied,2017,12189968
UNIT-0036403,BLDG-002164,5019,73,2,2,1725,Studio,No Preference,False,Vacant,2021,11819607
UNIT-0036404,BLDG-006883,4001,29,2,3,2001,Apartment,City View,False,Occupied,2016,2697054
UNIT-0036405,BLDG-013633,7604,3,3,4,3819,Apartment,No Preference,True,Occupied,2018,7253393
UNIT-0036406,BLDG-012711,1806,66,2,2,855,Apartment,City View,True,Vacant,2018,2216725
UNIT-0036407,BLDG-007146,4103,5,1,3,692,Townhouse,Garden View,True,Vacant,2024,13780884
UNIT-0036408,BLDG-003104,1112,13,3,2,4127,Apartment,Pool View,True,Occupied,2018,10456213
UNIT-0036409,BLDG-012822,7510,74,1,3,2007,Villa,No Preference,False,Occupied,2015,7207047
UNIT-0036410,BLDG-014361,3817,42,1,4,791,Villa,Sea View,False,Occupied,2024,3908966
UNIT-0036411,BLDG-012536,2419,67,2,2,2533,Apartment,City View,False,Occupied,2022,11937562
UNIT-0036412,BLDG-004655,2612,51,2,3,2723,Apartment,No Preference,False,Occupied,2018,3173508
UNIT-0036413,BLDG-005111,2909,56,1,2,3091,Townhouse,Sea View,False,Occupied,2022,6369092
UNIT-0036414,BLDG-002599,6713,25,3,3,1765,Apartment,City View,True,Occupied,2016,13860689
UNIT-0036415,BLDG-003662,7216,56,3,3,2785,Townhouse,City View,False,Occupied,2022,3609623
UNIT-0036416,BLDG-001549,5404,30,4,2,2607,Apartment,Pool View,False,Occupied,2022,14982569
UNIT-0036417,BLDG-011118,7115,25,3,1,3825,Apartment,Pool View,True,Vacant,2021,14720469
UNIT-0036418,BLDG-003349,5908,25,1,3,2420,Villa,Garden View,True,Occupied,2018,13188800
UNIT-0036419,BLDG-000123,2414,67,1,3,2687,Apartment,No Preference,True,Occupied,2016,13405281
UNIT-0036420,BLDG-014808,3312,80,1,2,1449,Villa,Garden View,True,Vacant,2018,1704628
UNIT-0036421,BLDG-006563,2108,29,3,2,4615,Apartment,City View,False,Occupied,2015,7753987
UNIT-0036422,BLDG-007140,7413,40,0,2,3444,Apartment,City View,False,Occupied,2017,13575927
UNIT-0036423,BLDG-007266,4114,44,2,4,3885,Townhouse,Pool View,False,Vacant,2020,10019768
UNIT-0036424,BLDG-012502,3308,26,2,2,4867,Apartment,Garden View,False,Occupied,2021,3579253
UNIT-0036425,BLDG-013171,2508,14,1,2,4551,Penthouse,Garden View,True,Occupied,2016,5192881
UNIT-0036426,BLDG-008081,1520,76,1,5,3676,Apartment,No Preference,True,Occupied,2023,4989940
UNIT-0036427,BLDG-004364,2502,27,2,2,2727,Villa,Pool View,True,Occupied,2017,3627007
UNIT-0036428,BLDG-001777,1810,1,1,2,2285,Penthouse,City View,True,Occupied,2024,7704917
UNIT-0036429,BLDG-014579,1315,19,3,4,3476,Villa,Sea View,False,Vacant,2015,4825508
UNIT-0036430,BLDG-001882,1209,6,0,2,999,Apartment,Pool View,False,Vacant,2023,11525487
UNIT-0036431,BLDG-013212,3402,53,1,3,3172,Apartment,Pool View,False,Vacant,2019,12451216
UNIT-0036432,BLDG-007074,6507,80,2,3,2390,Townhouse,Garden View,False,Occupied,2016,8550355
UNIT-0036433,BLDG-004352,2403,14,2,2,648,Apartment,No Preference,True,Occupied,2020,362697
UNIT-0036434,BLDG-006217,2215,10,2,4,1678,Apartment,No Preference,False,Occupied,2017,8899537
UNIT-0036435,BLDG-001073,2317,53,4,3,3984,Apartment,No Preference,False,Vacant,2019,9796229
UNIT-0036436,BLDG-003369,3616,47,1,2,1551,Apartment,Sea View,True,Occupied,2016,14338053
UNIT-0036437,BLDG-007468,7508,52,2,5,2247,Townhouse,City View,False,Vacant,2024,13965169
UNIT-0036438,BLDG-001568,1219,13,3,4,650,Penthouse,No Preference,True,Occupied,2021,2019924
UNIT-0036439,BLDG-014125,1209,14,1,4,3139,Penthouse,No Preference,True,Occupied,2020,6621602
UNIT-0036440,BLDG-004613,4806,18,1,2,2790,Apartment,Pool View,True,Occupied,2015,2769329
UNIT-0036441,BLDG-007830,311,65,2,3,4437,Apartment,Pool View,False,Vacant,2021,2687110
UNIT-0036442,BLDG-001916,7412,45,1,2,2698,Apartment,No Preference,True,Vacant,2022,4003240
UNIT-0036443,BLDG-007185,5217,24,2,2,1565,Studio,City View,True,Occupied,2019,13224814
UNIT-0036444,BLDG-002835,6708,57,3,4,2232,Villa,No Preference,True,Occupied,2024,913415
UNIT-0036445,BLDG-011075,414,62,2,2,4799,Townhouse,Pool View,False,Under Renovation,2017,2117338
UNIT-0036446,BLDG-007816,5117,15,3,2,3951,Villa,Sea View,False,Occupied,2020,14790227
UNIT-0036447,BLDG-011855,2805,10,1,4,1463,Apartment,Sea View,False,Vacant,2016,11046660
UNIT-0036448,BLDG-005078,1406,5,4,3,2314,Apartment,Pool View,True,Under Renovation,2022,11059805
UNIT-0036449,BLDG-006330,1801,4,1,3,4981,Townhouse,City View,True,Occupied,2022,702136
UNIT-0036450,BLDG-013724,1106,37,3,5,2278,Villa,City View,False,Occupied,2020,4302671
UNIT-0036451,BLDG-002793,7120,23,2,3,4542,Townhouse,City View,True,Occupied,2019,5958027
UNIT-0036452,BLDG-007899,4718,16,0,2,4666,Apartment,Pool View,True,Occupied,2016,12080343
UNIT-0036453,BLDG-006898,2220,40,3,2,1178,Studio,Garden View,False,Occupied,2017,8253428
UNIT-0036454,BLDG-005676,3418,27,3,4,1005,Villa,Sea View,False,Occupied,2018,13544771
UNIT-0036455,BLDG-011951,4412,1,2,3,765,Townhouse,Garden View,False,Vacant,2016,2675088
UNIT-0036456,BLDG-004515,1217,49,2,3,3652,Apartment,Garden View,True,Occupied,2015,1432597
UNIT-0036457,BLDG-007376,3901,70,4,4,868,Townhouse,Sea View,True,Occupied,2022,2367369
UNIT-0036458,BLDG-001634,6801,27,2,3,3898,Apartment,City View,True,Occupied,2019,12230946
UNIT-0036459,BLDG-006269,718,18,3,3,1846,Apartment,No Preference,False,Occupied,2019,2329168
UNIT-0036460,BLDG-003614,1805,41,0,3,1380,Apartment,City View,False,Occupied,2023,6882649
UNIT-0036461,BLDG-007272,2706,77,4,4,1514,Villa,City View,True,Vacant,2018,12939571
UNIT-0036462,BLDG-001627,4509,67,1,2,2244,Penthouse,City View,False,Vacant,2018,5813042
UNIT-0036463,BLDG-010416,6602,54,2,2,650,Apartment,City View,False,Occupied,2017,646531
UNIT-0036464,BLDG-006818,4116,24,5,1,3928,Apartment,Sea View,True,Occupied,2017,14358969
UNIT-0036465,BLDG-001970,6612,46,4,2,1785,Apartment,Garden View,False,Occupied,2017,10341064
UNIT-0036466,BLDG-009656,3308,14,4,3,1473,Apartment,City View,True,Occupied,2018,9767984
UNIT-0036467,BLDG-001091,4220,45,2,3,3258,Apartment,Sea View,False,Occupied,2022,12096365
UNIT-0036468,BLDG-010889,5003,78,3,1,3931,Villa,Pool View,False,Occupied,2016,11952977
UNIT-0036469,BLDG-007993,1507,2,4,4,3163,Studio,Sea View,True,Occupied,2018,1648324
UNIT-0036470,BLDG-008578,3120,53,1,3,3015,Townhouse,Pool View,False,Occupied,2020,9856220
UNIT-0036471,BLDG-005105,6115,15,1,2,1014,Apartment,Garden View,False,Occupied,2016,12076639
UNIT-0036472,BLDG-014791,6717,28,2,4,4635,Apartment,City View,False,Occupied,2016,14388002
UNIT-0036473,BLDG-003336,4915,7,3,2,3002,Villa,Pool View,True,Occupied,2018,322742
UNIT-0036474,BLDG-011675,605,60,0,4,1575,Apartment,Pool View,True,Occupied,2017,3046637
UNIT-0036475,BLDG-009808,1619,70,5,2,2290,Apartment,Sea View,True,Under Renovation,2021,5875830
UNIT-0036476,BLDG-004107,4811,56,2,2,3593,Apartment,Pool View,False,Occupied,2015,13579801
UNIT-0036477,BLDG-012395,7713,14,1,4,4983,Studio,City View,True,Occupied,2015,932194
UNIT-0036478,BLDG-012290,7601,8,3,2,4552,Villa,Sea View,False,Occupied,2022,4871316
UNIT-0036479,BLDG-012414,3603,67,3,4,4586,Townhouse,Garden View,False,Occupied,2022,8630516
UNIT-0036480,BLDG-014196,7007,22,1,2,596,Apartment,No Preference,False,Occupied,2016,1313955
UNIT-0036481,BLDG-012110,3508,76,3,2,1109,Villa,Garden View,False,Vacant,2024,3134199
UNIT-0036482,BLDG-004147,5315,79,2,3,3746,Townhouse,Garden View,True,Occupied,2022,13484480
UNIT-0036483,BLDG-006823,1003,41,4,2,631,Villa,Pool View,True,Vacant,2017,509992
UNIT-0036484,BLDG-011526,1707,66,2,4,1961,Studio,Pool View,True,Occupied,2020,3770516
UNIT-0036485,BLDG-008872,6211,4,4,3,4641,Apartment,City View,True,Occupied,2022,6383615
UNIT-0036486,BLDG-014861,5712,45,2,4,4616,Apartment,No Preference,True,Occupied,2018,4589481
UNIT-0036487,BLDG-004873,6504,78,0,5,3874,Apartment,Sea View,True,Occupied,2023,3241630
UNIT-0036488,BLDG-014122,4016,5,2,3,3577,Apartment,Sea View,False,Occupied,2018,10359852
UNIT-0036489,BLDG-005089,5203,35,5,3,1310,Apartment,City View,False,Occupied,2022,6615660
UNIT-0036490,BLDG-007445,7204,12,2,3,4506,Apartment,Sea View,True,Under Renovation,2020,6158180
UNIT-0036491,BLDG-000172,510,57,5,3,636,Apartment,City View,True,Vacant,2016,11830355
UNIT-0036492,BLDG-006208,1315,67,1,2,2836,Apartment,Garden View,False,Occupied,2018,5351695
UNIT-0036493,BLDG-009330,1304,45,2,2,2800,Villa,Garden View,False,Under Renovation,2017,13611481
UNIT-0036494,BLDG-003108,2904,64,1,3,4173,Apartment,Garden View,False,Vacant,2017,1029966
UNIT-0036495,BLDG-012266,819,2,5,4,2709,Studio,Sea View,False,Occupied,2021,14441094
UNIT-0036496,BLDG-009223,3016,59,3,2,3387,Apartment,No Preference,False,Occupied,2019,9862057
UNIT-0036497,BLDG-006153,7908,73,0,3,2110,Villa,No Preference,False,Occupied,2016,507506
UNIT-0036498,BLDG-008823,2014,18,2,1,2343,Studio,Pool View,False,Occupied,2019,11937710
UNIT-0036499,BLDG-011320,2012,31,3,3,742,Studio,No Preference,True,Occupied,2020,10631156
UNIT-0036500,BLDG-006125,4403,41,0,2,2130,Apartment,Sea View,False,Occupied,2015,3085759
UNIT-0036501,BLDG-001832,1403,8,2,3,1406,Apartment,Pool View,True,Occupied,2017,10565317
UNIT-0036502,BLDG-010729,6401,40,4,2,1326,Villa,City View,False,Occupied,2024,12803780
UNIT-0036503,BLDG-000082,8014,9,2,2,2804,Apartment,Garden View,True,Vacant,2023,5311649
UNIT-0036504,BLDG-008234,7608,68,2,2,3430,Townhouse,No Preference,True,Vacant,2023,5060717
UNIT-0036505,BLDG-009023,3606,29,2,2,2720,Villa,Sea View,False,Vacant,2022,8814474
UNIT-0036506,BLDG-006048,1003,79,2,3,2348,Apartment,Pool View,True,Occupied,2018,4107461
UNIT-0036507,BLDG-002701,1214,62,1,2,1298,Townhouse,City View,False,Occupied,2020,8913431
UNIT-0036508,BLDG-012304,5907,14,2,3,3186,Apartment,Garden View,False,Occupied,2017,12923799
UNIT-0036509,BLDG-010752,4803,6,2,1,1934,Studio,City View,True,Occupied,2016,7809923
UNIT-0036510,BLDG-004434,1819,28,1,2,3293,Townhouse,No Preference,True,Occupied,2019,4672067
UNIT-0036511,BLDG-009160,7001,44,1,4,608,Villa,City View,False,Occupied,2017,10642536
UNIT-0036512,BLDG-009907,7808,55,5,3,622,Apartment,Pool View,False,Vacant,2017,522145
UNIT-0036513,BLDG-010066,3614,48,0,3,3964,Apartment,Sea View,False,Under Renovation,2024,11161576
UNIT-0036514,BLDG-008180,1508,37,1,4,3247,Apartment,Garden View,True,Occupied,2018,11216804
UNIT-0036515,BLDG-000715,4714,74,0,1,2157,Studio,Garden View,False,Occupied,2019,4768023
UNIT-0036516,BLDG-003115,7015,4,0,2,2464,Villa,Sea View,True,Occupied,2016,4551323
UNIT-0036517,BLDG-009449,902,70,4,2,3129,Apartment,Pool View,True,Occupied,2021,6978699
UNIT-0036518,BLDG-007652,5416,6,3,3,2214,Apartment,City View,False,Occupied,2020,12363432
UNIT-0036519,BLDG-009476,6606,77,3,2,3942,Villa,Garden View,False,Vacant,2024,3196635
UNIT-0036520,BLDG-003990,2214,79,2,2,2925,Apartment,Sea View,False,Occupied,2016,11888033
UNIT-0036521,BLDG-003103,3714,36,3,3,3059,Penthouse,City View,False,Occupied,2021,12334914
UNIT-0036522,BLDG-000145,3920,30,1,2,2766,Apartment,Sea View,False,Under Renovation,2019,13817123
UNIT-0036523,BLDG-006010,6506,76,2,1,2495,Townhouse,Pool View,True,Occupied,2023,14175160
UNIT-0036524,BLDG-009375,6508,76,1,2,4559,Apartment,Sea View,True,Occupied,2023,3956868
UNIT-0036525,BLDG-011597,1519,13,2,2,2286,Apartment,City View,False,Occupied,2017,12004245
UNIT-0036526,BLDG-010153,6214,51,5,2,2872,Villa,Pool View,True,Vacant,2018,3010570
UNIT-0036527,BLDG-003634,4215,11,2,2,457,Studio,City View,True,Occupied,2020,11581577
UNIT-0036528,BLDG-010788,7312,37,0,3,2941,Penthouse,Sea View,False,Occupied,2018,11517780
UNIT-0036529,BLDG-013158,3912,45,1,2,4975,Apartment,Garden View,False,Vacant,2016,9843275
UNIT-0036530,BLDG-005406,5513,77,1,2,3518,Townhouse,Garden View,False,Occupied,2017,2064241
UNIT-0036531,BLDG-009292,1418,37,2,2,1192,Penthouse,No Preference,True,Vacant,2017,14822309
UNIT-0036532,BLDG-010272,5715,67,0,2,1720,Apartment,Garden View,False,Occupied,2021,7973775
UNIT-0036533,BLDG-004229,4614,13,4,4,826,Apartment,No Preference,False,Occupied,2019,14713889
UNIT-0036534,BLDG-012824,4906,1,1,5,2716,Penthouse,Sea View,False,Occupied,2023,12042230
UNIT-0036535,BLDG-011127,4717,30,0,4,4130,Villa,Pool View,False,Under Renovation,2021,4438330
UNIT-0036536,BLDG-012209,6512,34,1,4,2778,Penthouse,No Preference,False,Occupied,2015,2237614
UNIT-0036537,BLDG-003372,6115,21,1,3,2853,Apartment,Garden View,True,Under Renovation,2015,5009836
UNIT-0036538,BLDG-014490,5019,39,3,2,2331,Apartment,Pool View,False,Vacant,2017,11365597
UNIT-0036539,BLDG-014915,2416,4,3,2,3884,Apartment,City View,False,Occupied,2022,5357941
UNIT-0036540,BLDG-000243,3112,62,5,4,3256,Townhouse,City View,True,Occupied,2019,14194547
UNIT-0036541,BLDG-014293,1112,7,2,2,3484,Villa,City View,False,Occupied,2017,5694290
UNIT-0036542,BLDG-011178,1006,27,2,3,2925,Apartment,No Preference,False,Vacant,2018,4169771
UNIT-0036543,BLDG-007909,5520,12,2,2,4358,Studio,Garden View,True,Occupied,2022,5997448
UNIT-0036544,BLDG-004141,4912,58,5,3,4811,Apartment,Garden View,True,Vacant,2019,7992784
UNIT-0036545,BLDG-001255,6520,72,1,2,1947,Apartment,No Preference,False,Occupied,2017,12191327
UNIT-0036546,BLDG-010912,4216,79,2,3,4812,Villa,Pool View,True,Under Renovation,2022,11050255
UNIT-0036547,BLDG-010428,6610,66,3,3,2713,Apartment,Garden View,True,Occupied,2018,8962805
UNIT-0036548,BLDG-000315,5301,79,0,3,3278,Penthouse,City View,False,Occupied,2020,3524527
UNIT-0036549,BLDG-001519,5408,23,1,2,917,Townhouse,City View,False,Occupied,2019,2662173
UNIT-0036550,BLDG-012170,3103,65,4,2,4968,Studio,Pool View,False,Occupied,2019,5477045
UNIT-0036551,BLDG-006257,6817,66,1,3,2819,Studio,Pool View,False,Vacant,2022,8965631
UNIT-0036552,BLDG-006838,4415,48,2,4,4259,Apartment,Pool View,True,Occupied,2018,14370723
UNIT-0036553,BLDG-001110,3516,5,2,3,1249,Apartment,Pool View,False,Vacant,2023,6320308
UNIT-0036554,BLDG-008419,3209,55,1,2,993,Apartment,No Preference,False,Occupied,2015,13560229
UNIT-0036555,BLDG-010042,7520,48,4,1,2873,Penthouse,City View,False,Occupied,2020,1072714
UNIT-0036556,BLDG-004898,311,37,0,1,4606,Penthouse,Garden View,False,Occupied,2024,7073641
UNIT-0036557,BLDG-012267,7501,44,1,3,3654,Villa,No Preference,True,Occupied,2023,6554049
UNIT-0036558,BLDG-011211,7212,42,0,5,2424,Apartment,No Preference,False,Vacant,2022,3733567
UNIT-0036559,BLDG-009250,1713,37,2,2,881,Apartment,Pool View,True,Occupied,2019,936202
UNIT-0036560,BLDG-002699,4610,59,5,2,2749,Apartment,City View,True,Occupied,2017,14735216
UNIT-0036561,BLDG-009303,6212,43,1,2,3439,Apartment,Garden View,False,Occupied,2023,11974095
UNIT-0036562,BLDG-006066,1514,33,1,3,2290,Apartment,Pool View,False,Occupied,2017,14777822
UNIT-0036563,BLDG-009115,3620,17,3,4,3721,Studio,Sea View,False,Occupied,2022,9936101
UNIT-0036564,BLDG-013354,6301,59,2,3,1340,Apartment,City View,True,Occupied,2019,14944015
UNIT-0036565,BLDG-009520,6516,64,0,3,2317,Apartment,City View,True,Under Renovation,2019,9994221
UNIT-0036566,BLDG-009212,3919,40,2,3,3604,Apartment,Sea View,True,Occupied,2015,11356604
UNIT-0036567,BLDG-006239,3517,18,1,4,1894,Apartment,Garden View,True,Vacant,2017,12359413
UNIT-0036568,BLDG-013306,214,66,2,2,4817,Villa,Pool View,False,Occupied,2017,1776190
UNIT-0036569,BLDG-009902,6503,1,3,2,4865,Apartment,No Preference,False,Vacant,2020,9441422
UNIT-0036570,BLDG-006011,7803,8,3,3,1303,Apartment,City View,False,Occupied,2021,14950329
UNIT-0036571,BLDG-010329,6714,8,2,1,4548,Apartment,Garden View,True,Vacant,2015,3324996
UNIT-0036572,BLDG-002432,4812,73,2,2,4389,Apartment,Garden View,False,Occupied,2019,11920822
UNIT-0036573,BLDG-001539,7814,42,3,1,1385,Apartment,No Preference,True,Occupied,2020,14296495
UNIT-0036574,BLDG-002723,5816,21,1,4,1484,Apartment,Sea View,False,Occupied,2016,2700596
UNIT-0036575,BLDG-003476,2620,60,4,2,1219,Townhouse,Pool View,False,Occupied,2024,4231640
UNIT-0036576,BLDG-000575,6917,63,2,5,4769,Apartment,City View,True,Vacant,2016,5724637
UNIT-0036577,BLDG-005006,910,72,4,1,2036,Penthouse,No Preference,False,Occupied,2018,6069143
UNIT-0036578,BLDG-001201,1512,46,2,3,3101,Villa,City View,False,Under Renovation,2024,5372190
UNIT-0036579,BLDG-009832,3511,10,0,4,2692,Apartment,Garden View,False,Vacant,2016,10866088
UNIT-0036580,BLDG-002488,2204,64,1,2,4456,Townhouse,No Preference,True,Vacant,2024,2299429
UNIT-0036581,BLDG-003411,7819,9,2,2,3033,Penthouse,City View,True,Vacant,2022,5931438
UNIT-0036582,BLDG-004794,2207,66,2,2,769,Apartment,Garden View,False,Under Renovation,2022,5097319
UNIT-0036583,BLDG-008092,7020,21,2,3,1478,Studio,City View,False,Occupied,2024,11812595
UNIT-0036584,BLDG-000500,2813,37,3,1,1107,Studio,Pool View,False,Vacant,2015,9503181
UNIT-0036585,BLDG-000424,2119,58,2,1,930,Apartment,Pool View,True,Vacant,2015,8451610
UNIT-0036586,BLDG-002800,3301,66,5,2,4211,Townhouse,No Preference,False,Occupied,2021,10810295
UNIT-0036587,BLDG-008853,7213,27,2,1,4003,Studio,Garden View,False,Vacant,2024,12381507
UNIT-0036588,BLDG-001125,2820,10,3,2,1839,Apartment,Sea View,True,Occupied,2020,6720056
UNIT-0036589,BLDG-004021,619,77,1,3,3612,Townhouse,Sea View,False,Occupied,2016,12314016
UNIT-0036590,BLDG-010946,5102,51,3,2,2788,Townhouse,Sea View,False,Vacant,2016,13308345
UNIT-0036591,BLDG-008985,318,66,0,4,1950,Apartment,Pool View,False,Occupied,2015,6080333
UNIT-0036592,BLDG-008396,7813,21,0,2,3906,Studio,City View,True,Occupied,2023,12007915
UNIT-0036593,BLDG-009566,2220,68,1,5,1185,Apartment,City View,False,Occupied,2020,7110761
UNIT-0036594,BLDG-013563,4703,8,1,3,1596,Townhouse,No Preference,False,Occupied,2022,11144466
UNIT-0036595,BLDG-008322,706,51,2,2,527,Penthouse,Garden View,False,Occupied,2021,7044322
UNIT-0036596,BLDG-014041,2905,68,2,3,4040,Townhouse,No Preference,False,Occupied,2018,10684086
UNIT-0036597,BLDG-000484,7301,32,3,2,4164,Townhouse,Sea View,False,Occupied,2017,7125876
UNIT-0036598,BLDG-007550,3507,63,3,3,3893,Apartment,No Preference,False,Occupied,2019,10945133
UNIT-0036599,BLDG-000574,2906,50,4,3,1608,Apartment,Sea View,False,Occupied,2022,4567746
UNIT-0036600,BLDG-000141,7020,13,3,2,940,Apartment,City View,False,Occupied,2024,8396186
UNIT-0036601,BLDG-009842,1117,14,3,1,2083,Penthouse,City View,True,Occupied,2023,7119926
UNIT-0036602,BLDG-010556,4317,70,3,3,3842,Apartment,No Preference,True,Occupied,2018,14003024
UNIT-0036603,BLDG-014880,2612,12,1,4,2872,Penthouse,Sea View,True,Occupied,2019,2414627
UNIT-0036604,BLDG-002602,6316,26,3,2,4818,Apartment,No Preference,False,Vacant,2016,10667085
UNIT-0036605,BLDG-004572,1405,53,3,2,2866,Studio,Pool View,True,Vacant,2024,479924
UNIT-0036606,BLDG-010196,5014,3,4,2,4971,Apartment,Sea View,True,Occupied,2023,4295154
UNIT-0036607,BLDG-005515,3519,5,1,3,4581,Apartment,Sea View,True,Occupied,2018,9879258
UNIT-0036608,BLDG-003259,4020,24,3,3,1522,Apartment,Pool View,True,Occupied,2018,2656480
UNIT-0036609,BLDG-012692,1616,5,0,2,1033,Townhouse,No Preference,False,Occupied,2022,12215210
UNIT-0036610,BLDG-004709,3213,27,1,2,660,Townhouse,City View,False,Under Renovation,2020,11208178
UNIT-0036611,BLDG-002654,1409,31,1,4,1445,Penthouse,Garden View,True,Occupied,2020,12323452
UNIT-0036612,BLDG-012118,1306,74,3,2,3660,Apartment,No Preference,True,Occupied,2017,1164350
UNIT-0036613,BLDG-002968,3905,10,0,4,1235,Apartment,No Preference,True,Occupied,2015,6207841
UNIT-0036614,BLDG-012291,5205,36,2,1,3125,Apartment,No Preference,False,Occupied,2023,6257299
UNIT-0036615,BLDG-012167,1915,11,1,3,1903,Townhouse,No Preference,False,Occupied,2017,7490034
UNIT-0036616,BLDG-009625,6009,39,4,3,4809,Apartment,No Preference,False,Under Renovation,2019,13074416
UNIT-0036617,BLDG-000033,3713,21,1,3,2156,Townhouse,No Preference,True,Occupied,2019,6225081
UNIT-0036618,BLDG-009007,6203,38,4,2,3420,Villa,City View,False,Occupied,2024,8831043
UNIT-0036619,BLDG-012180,6914,1,2,2,2472,Apartment,No Preference,True,Occupied,2023,7969668
