building_id,building_name,area,building_type,floors,units_count,built_year,parking_spaces,has_gym,has_pool,has_concierge,service_charge_per_sqft,grade
BLDG-012738,Dubai Tower 45,Dubai South,Residential,41,161,1994,112,False,True,False,26.28,A
BLDG-012739,Building 12739,Al Karama,Residential,80,425,2019,69,True,False,False,11.22,B
BLDG-012740,Sports Tower 13,Sports City,Residential,47,314,2007,133,True,False,False,19.23,B
BLDG-012741,Building 12741,Discovery Gardens,Commercial,52,143,2015,439,True,True,True,11.14,C
BLDG-012742,Al Tower 21,Al Quoz,Residential,30,45,2018,426,True,False,False,16.02,B
BLDG-012743,Building 12743,Dubailand,Hotel,56,271,1994,119,False,True,False,22.52,A
BLDG-012744,Building 12744,Ras Al Khor,Residential,2,365,1995,519,False,True,False,19.23,C
BLDG-012745,Building 12745,Al Barsha,Commercial,46,181,1990,469,False,True,False,17.62,B
BLDG-012746,Building 12746,Palm Jumeirah,Residential,79,364,2019,126,True,False,False,17.17,C
BLDG-012747,Building 12747,Al Quoz,Residential,17,229,2015,515,True,False,False,15.78,A
BLDG-012748,Building 12748,Arabian Ranches,Commercial,58,421,2000,152,True,True,True,9.65,C
BLDG-012749,Building 12749,Al Satwa,Hotel,75,399,2006,97,True,False,False,24.84,C
BLDG-012750,Building 12750,Town Square,Mixed,9,241,1990,312,False,True,True,15.13,A
BLDG-012751,Sports Tower 32,Sports City,Hotel,68,155,2023,365,True,False,True,26.24,B
BLDG-012752,Building 12752,Al Safa,Residential,90,417,1990,336,True,True,False,18.06,B
BLDG-012753,Building 12753,Mirdif,Commercial,17,448,1993,452,False,True,False,20.02,B
BLDG-012754,Building 12754,DIFC,Residential,53,433,2007,482,False,False,False,11.42,B
BLDG-012755,Al Tower 18,Al Mizhar,Residential,57,248,2014,201,True,False,False,21.37,C
BLDG-012756,Al Tower 19,Al Mizhar,Residential,50,364,2014,471,False,False,False,20.76,A
BLDG-012757,Building 12757,Motor City,Mixed,37,242,2019,344,False,False,True,21.26,C
BLDG-012758,Building 12758,Dubai Creek Harbour,Mixed,55,362,1990,382,True,True,False,30.48,C
BLDG-012759,Emaar Tower 9,Emaar Beachfront,Residential,6,96,1998,374,True,True,False,22.48,C
BLDG-012760,Al Tower 6,Al Satwa,Residential,18,100,2016,285,False,True,False,26.05,A
BLDG-012761,Dubai Tower 22,Dubai Creek Harbour,Residential,18,54,2020,194,False,True,False,23.85,B
BLDG-012762,Discovery Tower 47,Discovery Gardens,Commercial,36,21,2007,238,True,True,True,34.74,B
BLDG-012763,Al Tower 12,Al Barsha,Residential,18,290,1994,137,False,True,False,21.79,A
BLDG-012764,Building 12764,Al Wasl,Residential,29,328,1990,493,True,True,False,11.1,C
BLDG-012765,Emaar Tower 10,Emaar Beachfront,Residential,7,204,1993,543,True,True,False,9.01,B
BLDG-012766,Dubai Tower 36,Dubai Investment Park,Mixed,57,307,2024,402,True,True,False,20.27,A
BLDG-012767,Building 12767,Al Safa,Commercial,64,249,2017,494,False,True,False,33.15,A
BLDG-012768,JLT Tower 9,JLT,Mixed,21,237,2023,331,False,True,True,13.18,B
BLDG-012769,Umm Tower 32,Umm Suqeim,Residential,26,245,2024,42,True,False,False,8.41,C
BLDG-012770,Bur Tower 48,Bur Dubai,Mixed,86,300,1994,310,False,False,True,30.03,B
BLDG-012771,Al Tower 45,Al Wasl,Residential,25,70,1999,314,True,False,False,31.85,B
BLDG-012772,Building 12772,Jebel Ali,Residential,5,379,1991,585,True,True,True,28.7,C
BLDG-012773,Discovery Tower 13,Discovery Gardens,Residential,27,315,2009,135,False,False,True,26.26,C
BLDG-012774,Building 12774,Warqa,Mixed,20,328,2013,18,True,True,False,18.99,B
BLDG-012775,Building 12775,International City,Residential,90,469,2020,303,True,False,False,17.36,B
BLDG-012776,Town Tower 23,Town Square,Residential,45,306,2014,576,True,True,False,24.93,C
BLDG-012777,Building 12777,Al Furjan,Residential,16,87,2019,409,True,True,True,15.2,A
BLDG-012778,Dubai Tower 45,Dubai Marina,Residential,85,218,2000,341,True,False,False,11.29,C
BLDG-012779,Building 12779,Bur Dubai,Mixed,79,333,2015,248,True,False,False,14.98,B
BLDG-012780,Building 12780,Al Qusais,Commercial,10,168,2005,414,False,True,True,33.6,B
BLDG-012781,Building 12781,Sports City,Commercial,75,353,2024,523,False,True,False,11.56,B
BLDG-012782,Al Tower 2,Al Quoz,Hotel,38,11,1996,441,False,False,False,11.42,A
BLDG-012783,Muhaisnah Tower 3,Muhaisnah,Residential,42,144,2011,411,True,True,True,19.6,B
BLDG-012784,Building 12784,Dubai Creek Harbour,Hotel,35,251,2002,428,True,True,True,12.79,B
BLDG-012785,Muhaisnah Tower 31,Muhaisnah,Residential,33,200,1999,205,True,False,True,16.32,B
BLDG-012786,Muhaisnah Tower 24,Muhaisnah,Residential,6,261,2009,149,False,True,True,19.24,C
BLDG-012787,Palm Tower 8,Palm Jumeirah,Commercial,26,209,2021,490,False,False,False,22.5,B
BLDG-012788,Building 12788,DIFC,Residential,28,214,1992,400,True,True,False,30.15,B
BLDG-012789,Palm Tower 5,Palm Jumeirah,Residential,12,40,1996,548,False,True,True,20.96,B
BLDG-012790,Ras Tower 4,Ras Al Khor,Residential,83,87,2014,436,True,True,True,12.91,B
BLDG-012791,Building 12791,Al Safa,Residential,51,283,1997,161,False,True,True,13.07,B
BLDG-012792,Deira Tower 49,Deira,Commercial,76,378,2008,272,True,False,False,16.8,B
BLDG-012793,Building 12793,Al Twar,Commercial,50,241,2012,232,True,False,False,27.34,B
BLDG-012794,Dubai Tower 12,Dubai Land,Commercial,100,91,1990,305,True,False,False,34.14,B
BLDG-012795,Jebel Tower 11,Jebel Ali,Residential,81,439,2018,438,False,False,False,12.78,B
BLDG-012796,Building 12796,Al Quoz,Residential,25,191,1999,264,True,False,True,30.88,C
BLDG-012797,Al Tower 12,Al Mizhar,Residential,57,468,1991,95,True,True,True,28.68,A
BLDG-012798,Building 12798,Dubai Creek Harbour,Residential,75,45,1996,405,False,True,True,16.84,C
BLDG-012799,Umm Tower 28,Umm Suqeim,Commercial,38,206,2008,397,True,False,False,20.58,B
BLDG-012800,Building 12800,Jebel Ali,Commercial,90,360,2009,51,False,False,True,9.09,B
BLDG-012801,Jumeirah Tower 34,Jumeirah,Commercial,92,456,2006,455,True,True,True,31.67,B
BLDG-012802,Mirdif Tower 7,Mirdif,Residential,64,35,1990,41,False,True,True,29.63,C
BLDG-012803,Building 12803,JLT,Residential,60,230,2008,191,False,False,False,9.0,B
BLDG-012804,Discovery Tower 38,Discovery Gardens,Residential,55,391,1990,233,True,False,False,27.1,C
BLDG-012805,Building 12805,Emaar Beachfront,Commercial,37,386,1998,361,True,False,False,24.33,B
BLDG-012806,Building 12806,Al Furjan,Residential,21,372,1998,476,False,True,False,18.08,A
BLDG-012807,Warqa Tower 33,Warqa,Residential,83,244,1998,491,True,True,True,11.75,A
BLDG-012808,Building 12808,JVC,Residential,3,452,1995,346,False,True,True,32.35,C
BLDG-012809,Building 12809,Arabian Ranches,Mixed,27,357,2013,290,False,False,True,17.15,C
BLDG-012810,Al Tower 6,Al Satwa,Residential,91,437,2007,140,True,False,False,27.7,C
BLDG-012811,Downtown Tower 28,Downtown Dubai,Mixed,56,132,2024,534,True,True,False,14.1,C
BLDG-012812,Building 12812,Downtown Dubai,Residential,39,226,2004,562,False,False,True,20.99,B
BLDG-012813,Dubai Tower 3,Dubai Investment Park,Hotel,25,222,1991,108,False,False,True,12.41,B
BLDG-012814,Building 12814,Jebel Ali,Residential,31,431,1998,563,True,False,True,26.29,B
BLDG-012815,Building 12815,Al Wasl,Residential,26,325,2011,196,True,False,False,30.5,B
BLDG-012816,Al Tower 2,Al Karama,Residential,26,160,2013,367,False,False,False,13.64,B
BLDG-012817,DIFC Tower 43,DIFC,Commercial,68,318,2012,479,False,False,False,18.13,B
BLDG-012818,Arabian Tower 4,Arabian Ranches,Residential,4,109,1999,139,True,False,False,16.58,A
BLDG-012819,Building 12819,Al Furjan,Commercial,88,291,1990,58,True,False,False,18.23,A
BLDG-012820,JLT Tower 4,JLT,Hotel,68,258,2000,454,True,False,False,20.88,C
BLDG-012821,Downtown Tower 9,Downtown Dubai,Mixed,86,382,2002,592,True,False,True,18.43,A
BLDG-012822,Building 12822,DIFC,Mixed,42,249,2003,520,False,True,False,18.13,A
BLDG-012823,Building 12823,Al Quoz,Mixed,54,335,2014,455,False,False,True,10.64,B
BLDG-012824,Al Tower 40,Al Qusais,Residential,10,377,1998,367,True,True,True,28.57,B
BLDG-012825,Dubai Tower 48,Dubai Investment Park,Residential,78,73,2021,73,True,False,True,15.23,A
BLDG-012826,Dubai Tower 5,Dubai Creek Harbour,Residential,89,398,2000,310,True,False,False,34.4,B
BLDG-012827,Al Tower 47,Al Barsha,Commercial,63,246,1991,460,True,True,True,28.25,B
BLDG-012828,Building 12828,Dubailand,Residential,94,108,2016,519,False,True,True,22.91,B
BLDG-012829,Nad Tower 26,Nad Al Sheba,Mixed,63,20,2008,328,False,False,False,13.97,A
BLDG-012830,Al Tower 40,Al Mizhar,Residential,72,178,2002,93,True,False,False,13.49,B
BLDG-012831,Motor Tower 34,Motor City,Residential,6,265,2014,498,True,False,False,22.76,C
BLDG-012832,Al Tower 32,Al Satwa,Mixed,13,42,2012,562,True,True,False,18.89,B
BLDG-012833,Building 12833,Al Quoz,Residential,7,421,2010,66,True,False,True,16.31,C
BLDG-012834,Dubai Tower 26,Dubai Marina,Residential,83,299,1996,278,False,False,False,22.19,B
BLDG-012835,Downtown Tower 8,Downtown Dubai,Residential,7,268,1995,442,False,False,False,23.09,A
BLDG-012836,International Tower 38,International City,Residential,40,147,1995,280,True,True,True,16.29,B
BLDG-012837,Building 12837,Dubai South,Residential,37,491,2012,301,True,True,False,17.95,B
BLDG-012838,Al Tower 24,Al Mizhar,Residential,55,373,2013,76,False,True,False,15.66,C
BLDG-012839,International Tower 21,International City,Residential,15,388,2015,366,False,True,False,10.89,A
BLDG-012840,Building 12840,Muhaisnah,Residential,63,391,1993,579,True,True,True,9.06,C
BLDG-012841,Al Tower 21,Al Twar,Residential,82,239,2017,442,False,False,True,27.45,A
BLDG-012842,Building 12842,Motor City,Commercial,50,479,1996,134,True,True,False,17.75,B
BLDG-012843,Al Tower 27,Al Wasl,Commercial,33,329,2016,16,True,True,True,29.15,B
BLDG-012844,Nad Tower 9,Nad Al Sheba,Residential,16,321,2009,388,False,False,True,9.08,B
BLDG-012845,Building 12845,Dubai Marina,Residential,28,198,2021,82,False,False,True,14.06,B
BLDG-012846,Ras Tower 35,Ras Al Khor,Commercial,37,198,2021,163,False,False,True,12.61,A
BLDG-012847,Downtown Tower 22,Downtown Dubai,Residential,100,478,1991,323,False,False,False,34.28,A
BLDG-012848,JVC Tower 35,JVC,Residential,3,80,2001,174,False,False,True,24.74,B
BLDG-012849,Dubai Tower 4,Dubai Hills Estate,Residential,87,456,2019,346,True,True,True,14.08,C
BLDG-012850,Building 12850,Jumeirah,Mixed,60,56,1994,587,False,False,False,22.59,B
BLDG-012851,Nad Tower 26,Nad Al Sheba,Commercial,97,128,1998,546,True,False,False,11.69,C
BLDG-012852,Building 12852,Town Square,Mixed,80,296,1996,537,False,True,False,29.74,A
BLDG-012853,Building 12853,Palm Jumeirah,Residential,22,231,2002,159,True,False,False,18.56,C
BLDG-012854,Dubai Tower 8,Dubai Hills Estate,Residential,17,112,2000,508,True,True,False,25.5,B
BLDG-012855,Al Tower 14,Al Quoz,Residential,71,88,2004,408,True,False,False,34.2,A
BLDG-012856,Building 12856,Nad Al Sheba,Mixed,3,497,2002,480,True,False,True,29.38,C
BLDG-012857,Building 12857,Emaar Beachfront,Residential,93,184,2005,257,True,False,True,32.23,A
BLDG-012858,Dubailand Tower 32,Dubailand,Residential,79,424,2024,298,False,False,True,19.3,B
BLDG-012859,Building 12859,JVC,Commercial,82,244,2018,307,True,False,False,10.51,B
BLDG-012860,Al Tower 24,Al Wasl,Commercial,100,32,2021,336,True,True,False,31.75,C
BLDG-012861,Al Tower 46,Al Qusais,Commercial,26,179,1999,62,True,True,False,32.76,B
BLDG-012862,DIFC Tower 11,DIFC,Mixed,25,239,1991,71,False,False,True,31.22,B
BLDG-012863,Muhaisnah Tower 45,Muhaisnah,Hotel,88,17,1997,331,True,True,False,34.16,B
BLDG-012864,Building 12864,Al Wasl,Mixed,24,225,2022,272,True,False,False,20.23,B
BLDG-012865,Downtown Tower 18,Downtown Dubai,Residential,39,41,1992,268,False,False,False,18.19,C
BLDG-012866,Building 12866,Deira,Commercial,84,424,2004,496,True,False,False,11.76,A
BLDG-012867,Dubai Tower 15,Dubai Investment Park,Residential,79,65,2022,322,False,False,False,27.15,A
BLDG-012868,Building 12868,Al Satwa,Mixed,79,229,2005,194,False,True,False,33.64,B
BLDG-012869,Dubai Tower 30,Dubai Land,Residential,61,22,2023,552,True,False,False,23.36,B
BLDG-012870,Discovery Tower 13,Discovery Gardens,Residential,41,404,2011,57,False,True,False,20.14,C
BLDG-012871,Building 12871,Al Safa,Mixed,72,15,2018,425,True,False,False,34.3,B
BLDG-012872,Building 12872,Mirdif,Residential,9,167,2018,183,True,True,False,8.06,A
BLDG-012873,Building 12873,DIFC,Residential,77,490,2009,581,True,True,False,23.95,A
BLDG-012874,Al Tower 12,Al Mizhar,Residential,97,251,1995,51,False,True,False,29.03,A
BLDG-012875,Building 12875,Dubai Land,Hotel,35,94,2000,582,False,False,False,9.79,B
BLDG-012876,Ras Tower 20,Ras Al Khor,Mixed,48,15,2024,256,False,True,False,33.52,A
BLDG-012877,Building 12877,Business Bay,Residential,91,239,2022,334,False,True,True,26.62,C
BLDG-012878,Al Tower 39,Al Karama,Residential,56,487,2010,46,False,False,False,34.83,B
BLDG-012879,Building 12879,Mirdif,Hotel,67,388,1996,228,True,True,False,10.35,C
BLDG-012880,Building 12880,DIFC,Residential,64,428,2000,41,True,False,False,31.54,C
BLDG-012881,Building 12881,Dubai Hills Estate,Commercial,24,437,1991,225,False,True,False,30.59,B
BLDG-012882,Bur Tower 1,Bur Dubai,Residential,68,397,1995,263,True,False,True,17.49,C
BLDG-012883,Sports Tower 34,Sports City,Commercial,99,427,2024,420,False,True,True,13.65,A
BLDG-012884,Building 12884,Dubai Marina,Mixed,44,326,2011,492,True,True,False,34.17,A
BLDG-012885,Al Tower 19,Al Twar,Mixed,75,261,1992,391,False,False,True,10.58,C
BLDG-012886,Building 12886,Al Barsha,Residential,34,12,2013,206,False,True,False,11.0,B
BLDG-012887,Bur Tower 34,Bur Dubai,Mixed,65,426,1992,288,False,False,True,14.56,A
BLDG-012888,Building 12888,Dubai Hills Estate,Residential,86,367,2019,197,False,False,False,27.96,B
BLDG-012889,Motor Tower 9,Motor City,Residential,34,344,2004,163,True,True,False,23.24,C
BLDG-012890,Building 12890,Jebel Ali,Commercial,33,112,2007,404,False,False,True,24.29,B
BLDG-012891,International Tower 21,International City,Residential,64,295,1993,415,False,True,False,19.0,B
BLDG-012892,Downtown Tower 13,Downtown Dubai,Mixed,89,483,2011,323,True,False,False,30.12,A
BLDG-012893,Motor Tower 39,Motor City,Mixed,27,52,2000,131,True,False,False,17.89,C
BLDG-012894,Discovery Tower 29,Discovery Gardens,Residential,8,66,1993,279,True,False,False,24.36,A
BLDG-012895,Building 12895,Al Quoz,Mixed,46,482,2005,582,True,True,True,29.61,C
BLDG-012896,Dubailand Tower 4,Dubailand,Mixed,42,240,2013,160,True,False,True,17.8,B
BLDG-012897,Arabian Tower 12,Arabian Ranches,Residential,60,63,2021,589,True,False,False,30.07,B
BLDG-012898,Building 12898,Jumeirah,Commercial,30,358,2003,48,False,True,False,34.99,B
BLDG-012899,Building 12899,Dubai Marina,Residential,47,192,1991,297,True,False,True,21.71,C
BLDG-012900,Ras Tower 23,Ras Al Khor,Residential,36,346,2002,63,True,True,True,23.21,C
BLDG-012901,Building 12901,Al Karama,Mixed,100,313,1995,352,True,True,True,32.09,B
BLDG-012902,Building 12902,Discovery Gardens,Commercial,65,46,1996,352,True,False,True,10.22,C
BLDG-012903,Dubai Tower 31,Dubai Marina,Residential,55,335,2016,372,False,True,True,25.86,B
BLDG-012904,Warqa Tower 29,Warqa,Residential,80,261,2016,174,True,True,False,30.5,A
BLDG-012905,Building 12905,Sports City,Mixed,27,76,2020,541,False,False,False,12.85,C
BLDG-012906,Building 12906,Al Furjan,Residential,85,260,1995,137,False,True,True,20.04,C
BLDG-012907,Dubai Tower 48,Dubai Land,Commercial,77,482,2007,574,True,True,True,14.65,B
BLDG-012908,Building 12908,Dubai Land,Residential,90,299,1995,91,True,True,True,21.99,C
BLDG-012909,Building 12909,Dubai Hills Estate,Mixed,99,30,2014,465,True,False,False,20.99,B
BLDG-012910,Al Tower 34,Al Qusais,Hotel,90,431,2016,16,True,False,False,21.4,C
BLDG-012911,Umm Tower 38,Umm Suqeim,Mixed,98,457,2008,184,False,True,False,10.76,C
BLDG-012912,Building 12912,Ras Al Khor,Residential,20,497,2012,133,False,False,False,31.16,A
BLDG-012913,Muhaisnah Tower 7,Muhaisnah,Hotel,32,430,1991,154,False,True,False,31.88,B
BLDG-012914,Sports Tower 36,Sports City,Residential,10,240,1992,309,False,False,True,29.34,A
BLDG-012915,Building 12915,Bur Dubai,Residential,17,121,2014,382,True,True,True,21.48,B
BLDG-012916,Building 12916,Dubai Investment Park,Residential,4,90,2019,67,False,True,False,12.61,B
BLDG-012917,Mirdif Tower 34,Mirdif,Residential,95,285,2018,175,True,True,False,13.84,B
BLDG-012918,Arabian Tower 6,Arabian Ranches,Residential,80,457,2002,377,True,True,False,28.86,C
BLDG-012919,Dubai Tower 12,Dubai Land,Mixed,32,500,2012,125,True,True,True,27.69,C
BLDG-012920,Al Tower 50,Al Satwa,Commercial,93,265,1991,133,True,False,False,30.19,B
BLDG-012921,Building 12921,Muhaisnah,Residential,18,126,2016,470,False,False,True,32.24,B
BLDG-012922,Al Tower 39,Al Twar,Mixed,39,411,2001,338,False,True,False,20.99,C
BLDG-012923,Al Tower 28,Al Furjan,Mixed,25,96,1990,501,False,True,True,21.21,B
BLDG-012924,Building 12924,Ras Al Khor,Mixed,50,370,2020,53,True,False,True,16.4,B
BLDG-012925,Building 12925,Al Satwa,Residential,88,494,2002,450,False,False,False,16.9,A
BLDG-012926,Bur Tower 28,Bur Dubai,Mixed,40,320,2020,490,False,False,False,34.27,A
BLDG-012927,Jumeirah Tower 19,Jumeirah,Hotel,90,258,2009,380,True,False,True,25.43,B
BLDG-012928,Emaar Tower 2,Emaar Beachfront,Residential,81,348,2015,523,True,True,True,33.13,C
BLDG-012929,Building 12929,Al Furjan,Residential,64,12,1990,505,False,True,False,25.23,B
BLDG-012930,Building 12930,Downtown Dubai,Commercial,86,376,2005,17,False,True,False,26.49,B
BLDG-012931,Al Tower 14,Al Satwa,Mixed,16,396,2008,268,True,True,True,24.7,A
BLDG-012932,Building 12932,Al Barsha,Residential,16,342,2006,159,True,True,True,29.88,A
BLDG-012933,Building 12933,Dubai Marina,Commercial,32,382,2020,454,False,True,False,11.71,C
BLDG-012934,Discovery Tower 39,Discovery Gardens,Residential,13,271,2008,136,False,True,False,13.0,C
BLDG-012935,Town Tower 33,Town Square,Residential,43,404,2005,165,False,False,False,30.08,B
BLDG-012936,Building 12936,Warqa,Mixed,23,294,2000,453,False,False,False,12.37,C
BLDG-012937,Al Tower 38,Al Barsha,Commercial,17,342,1991,119,False,False,False,23.5,B
BLDG-012938,Dubai Tower 7,Dubai Investment Park,Commercial,74,148,2003,581,True,True,True,8.89,C
BLDG-012939,Building 12939,Dubai Hills Estate,Residential,74,494,1996,44,False,False,False,14.93,B
BLDG-012940,Building 12940,Al Quoz,Mixed,99,406,1996,578,False,False,False,10.52,B
BLDG-012941,Building 12941,Al Satwa,Mixed,6,115,2006,351,True,True,False,20.73,A
BLDG-012942,Dubai Tower 36,Dubai South,Residential,6,258,1992,455,False,True,False,29.55,C
BLDG-012943,Building 12943,Al Quoz,Mixed,67,30,1990,404,True,True,False,32.79,B
BLDG-012944,Ras Tower 13,Ras Al Khor,Residential,75,464,2022,507,False,False,False,8.28,C
BLDG-012945,Deira Tower 5,Deira,Commercial,97,24,2008,293,False,True,False,11.41,B
BLDG-012946,Dubai Tower 8,Dubai Marina,Residential,92,140,2015,352,False,True,True,14.84,B
BLDG-012947,Building 12947,Muhaisnah,Mixed,94,111,2006,213,False,True,False,30.55,B
BLDG-012948,Building 12948,JVC,Residential,59,398,2019,170,True,True,False,12.27,B
BLDG-012949,Umm Tower 3,Umm Suqeim,Residential,56,457,2016,397,False,False,True,17.62,B
BLDG-012950,Ras Tower 6,Ras Al Khor,Residential,100,391,2017,130,False,True,False,17.71,A
BLDG-012951,Dubai Tower 3,Dubai Investment Park,Hotel,65,254,2022,528,False,False,False,19.96,B
BLDG-012952,Building 12952,Downtown Dubai,Residential,10,418,2004,364,True,True,False,23.12,C
BLDG-012953,Building 12953,Warqa,Mixed,72,311,1993,92,True,True,False,10.89,A
BLDG-012954,Palm Tower 2,Palm Jumeirah,Mixed,88,177,1998,154,False,True,False,13.58,B
BLDG-012955,Building 12955,JLT,Residential,12,253,2018,519,False,False,True,27.16,A
BLDG-012956,Warqa Tower 44,Warqa,Hotel,48,24,2018,113,True,False,False,24.98,B
BLDG-012957,Building 12957,Deira,Residential,88,283,1999,586,False,True,True,11.63,B
BLDG-012958,Al Tower 5,Al Qusais,Mixed,94,372,2014,26,True,True,False,13.95,A
BLDG-012959,Business Tower 13,Business Bay,Hotel,42,286,2002,161,False,True,False,32.33,A
BLDG-012960,Discovery Tower 7,Discovery Gardens,Residential,51,122,1990,412,False,True,True,11.53,A
BLDG-012961,Building 12961,Town Square,Residential,75,273,2012,368,True,False,False,8.08,B
BLDG-012962,Building 12962,Dubai Hills Estate,Mixed,49,144,1997,381,True,False,True,15.61,B
BLDG-012963,Town Tower 10,Town Square,Hotel,36,164,1993,357,True,True,False,15.65,B
BLDG-012964,Al Tower 3,Al Mizhar,Commercial,94,344,2018,60,False,True,False,17.11,C
BLDG-012965,Building 12965,Downtown Dubai,Residential,39,486,2004,347,True,False,True,10.46,C
BLDG-012966,Warqa Tower 12,Warqa,Mixed,73,286,2024,128,True,False,False,27.78,C
BLDG-012967,Dubai Tower 8,Dubai Creek Harbour,Residential,97,138,2017,163,True,True,True,23.01,C
BLDG-012968,Al Tower 18,Al Wasl,Commercial,38,239,2003,172,True,True,True,22.69,C
BLDG-012969,Building 12969,Al Karama,Commercial,61,211,2016,144,True,True,True,22.87,B
BLDG-012970,Business Tower 1,Business Bay,Residential,32,379,2011,189,True,True,True,28.46,A
BLDG-012971,Dubai Tower 46,Dubai Investment Park,Commercial,41,104,1995,349,True,False,False,28.38,A
BLDG-012972,Al Tower 18,Al Satwa,Mixed,89,83,1997,226,True,False,False,11.9,B
BLDG-012973,Building 12973,Jebel Ali,Residential,68,27,1994,295,False,False,True,15.62,B
BLDG-012974,Sports Tower 21,Sports City,Residential,70,241,2003,254,False,True,False,11.09,A
BLDG-012975,JVC Tower 43,JVC,Mixed,86,51,2009,354,False,False,True,20.4,A
BLDG-012976,Dubai Tower 45,Dubai Marina,Mixed,45,458,1991,274,True,False,True,17.12,C
BLDG-012977,Bur Tower 20,Bur Dubai,Mixed,20,367,2012,407,False,True,False,11.05,C
BLDG-012978,Al Tower 49,Al Barsha,Residential,52,13,2001,80,False,True,True,29.65,B
BLDG-012979,Business Tower 26,Business Bay,Mixed,38,134,1996,210,True,False,True,31.71,A
BLDG-012980,Building 12980,Dubai South,Residential,65,214,1993,535,True,True,False,15.68,C
BLDG-012981,Building 12981,Emaar Beachfront,Residential,4,492,2011,515,True,False,False,10.91,B
BLDG-012982,International Tower 44,International City,Residential,40,51,2000,105,False,False,False,20.37,B
BLDG-012983,Al Tower 42,Al Quoz,Mixed,53,51,2020,459,True,True,False,20.66,B
BLDG-012984,JLT Tower 4,JLT,Residential,56,95,2001,232,True,True,True,20.23,A
BLDG-012985,Building 12985,Business Bay,Commercial,59,474,1999,580,True,False,False,30.38,A
BLDG-012986,Town Tower 27,Town Square,Mixed,11,245,2001,92,True,False,False,24.75,B
BLDG-012987,Building 12987,Dubailand,Residential,61,12,2001,193,False,False,True,25.8,B
BLDG-012988,Al Tower 27,Al Furjan,Residential,46,32,2010,537,False,False,False,15.85,C
BLDG-012989,Business Tower 21,Business Bay,Residential,67,43,1995,220,False,False,True,12.9,B
BLDG-012990,Building 12990,Dubai Creek Harbour,Mixed,78,313,2003,396,True,False,False,11.48,C
BLDG-012991,Building 12991,Downtown Dubai,Residential,41,321,2003,464,False,False,True,15.36,B
BLDG-012992,Al Tower 29,Al Quoz,Mixed,36,457,2021,273,False,False,False,23.3,B
BLDG-012993,JLT Tower 8,JLT,Residential,80,412,2017,222,True,True,False,28.91,B
BLDG-012994,DIFC Tower 17,DIFC,Commercial,14,84,1999,88,False,True,True,25.78,B
BLDG-012995,JLT Tower 37,JLT,Commercial,69,60,2000,413,False,True,False,30.73,A
BLDG-012996,Dubai Tower 14,Dubai South,Commercial,15,227,1996,253,True,True,True,13.02,A
BLDG-012997,Building 12997,Deira,Commercial,27,23,2001,446,True,True,False,8.15,A
BLDG-012998,Town Tower 39,Town Square,Residential,100,288,2007,528,False,False,False,10.7,B
BLDG-012999,DIFC Tower 31,DIFC,Residential,83,262,2024,223,False,False,False,9.5,B
BLDG-013000,Building 13000,Bur Dubai,Commercial,81,306,2015,40,True,True,False,15.2,A
BLDG-013001,Emaar Tower 16,Emaar Beachfront,Residential,77,41,1990,555,True,True,False,19.95,C
BLDG-013002,Business Tower 22,Business Bay,Residential,64,46,1995,91,True,True,False,14.94,A
BLDG-013003,Building 13003,Business Bay,Residential,24,122,2017,164,True,True,False,33.43,B
BLDG-013004,Dubai Tower 40,Dubai South,Mixed,18,236,1990,248,False,False,True,15.03,B
BLDG-013005,Arabian Tower 4,Arabian Ranches,Residential,50,369,2013,256,False,False,False,20.21,C
BLDG-013006,Ras Tower 1,Ras Al Khor,Residential,99,314,2009,521,False,True,True,21.06,B
BLDG-013007,Building 13007,Al Karama,Mixed,69,400,1990,108,False,False,False,25.43,B
BLDG-013008,Motor Tower 5,Motor City,Residential,61,63,2021,598,True,True,True,15.65,C
BLDG-013009,Building 13009,Dubai Investment Park,Residential,3,370,2001,498,True,False,True,18.71,B
BLDG-013010,Building 13010,Discovery Gardens,Residential,58,226,1993,301,False,True,False,31.51,A
BLDG-013011,Al Tower 36,Al Barsha,Residential,16,62,2019,487,False,True,True,32.24,B
BLDG-013012,Building 13012,Bur Dubai,Residential,74,217,2021,333,False,False,False,15.61,A
BLDG-013013,Al Tower 30,Al Barsha,Residential,53,41,1995,511,False,False,True,21.0,B
BLDG-013014,Dubai Tower 42,Dubai Creek Harbour,Residential,40,62,2006,585,True,False,False,12.51,B
BLDG-013015,Building 13015,Business Bay,Residential,34,449,2000,62,True,True,True,34.17,B
BLDG-013016,Building 13016,Al Twar,Commercial,35,304,1998,407,True,False,False,14.2,C
BLDG-013017,DIFC Tower 31,DIFC,Mixed,63,23,2008,446,True,False,True,17.52,C
BLDG-013018,Building 13018,Sports City,Mixed,2,154,1995,440,False,True,False,24.19,A
BLDG-013019,Umm Tower 3,Umm Suqeim,Residential,84,221,2019,175,True,True,False,10.2,B
BLDG-013020,Al Tower 8,Al Karama,Residential,20,162,2006,55,True,True,True,27.92,B
BLDG-013021,Dubailand Tower 43,Dubailand,Residential,68,48,2006,187,True,True,False,21.37,C
BLDG-013022,Arabian Tower 31,Arabian Ranches,Mixed,21,483,2003,415,False,False,True,23.78,A
BLDG-013023,Dubailand Tower 9,Dubailand,Residential,14,353,2015,82,False,False,False,15.48,C
